cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6
Cell_67	1.81156e-49	0.00443856	6.08467e-39	0.793882	0.0141465	0.0181033	0.16943
Cell_68	3.48296e-49	0.0035885	4.23193e-51	0.641831	0.0114405	0.0146361	0.328504
Cell_69	8.77502e-26	0.00162781	5.02192e-14	0.29115	0.00518893	0.581817	0.120216
Cell_70	7.90845e-22	0.00375113	3.22274e-23	0.670925	0.0119707	0.0152995	0.298054
Cell_71	8.85209e-37	0.00206533	2.19841e-33	0.369405	0.342945	0.00842371	0.277161
Cell_72	4.69981e-57	1.13587e-09	9.48516e-49	2.03162e-07	3.62003e-09	0.999999	3.01652e-07
Cell_73	4.55204e-61	0.00171801	4.70265e-41	0.307276	0.00547521	0.00700711	0.678524
Cell_74	3.5615e-53	0.000592515	5.64582e-54	0.105975	0.00189014	0.00241665	0.889125
Cell_75	9.1483e-29	5.82756e-05	1.32887e-30	0.0104158	0.985347	0.000237659	0.00394103
Cell_76	5.98808e-30	0.0022586	1.43939e-21	0.403969	0.00719823	0.0260117	0.560562
Cell_77	7.09839e-40	3.48592e-12	1.44964e-36	6.23491e-10	1	1.42178e-11	1.7316e-10
Cell_78	3.08998e-30	0.00427898	1.92288e-11	0.765337	0.0136447	0.0174915	0.199247
Cell_79	3.64789e-57	1.73375e-13	1.96559e-30	3.09334e-11	5.51211e-13	1	2.51881e-12
Cell_80	1.81923e-66	0.00409632	2.88527e-45	0.696716	0.0124464	0.0158894	0.270852
Cell_81	1.32016e-28	0.00212795	1.00613e-25	0.3806	0.00678942	0.00867912	0.601804
Cell_82	3.01031e-63	5.26007e-12	6.68329e-26	9.40817e-10	1	2.14539e-11	4.00254e-10
Cell_83	9.16784e-49	2.16756e-10	1.77816e-41	3.87688e-08	0.999999	1.12e-06	1.63546e-08
Cell_84	3.38253e-11	0.00253805	2.14708e-09	0.453893	0.00808823	0.0103517	0.525129
Cell_85	5.82337e-19	5.247e-05	2.40373e-16	0.00938247	0.000221133	0.988897	0.00144685
Cell_86	2.0304e-38	0.00498037	4.97155e-31	0.890789	0.0158994	0.0203131	0.0680182
Cell_87	8.17912e-28	0.00158927	2.80902e-26	0.283191	0.00505936	0.0064578	0.703702
Cell_88	2.54617e-13	0.00350785	3.47755e-15	0.627266	0.119307	0.0143066	0.235612
Cell_89	1.20502e-13	0.00458848	1.91025e-14	0.79925	0.0144049	0.0182439	0.163513
Cell_90	3.55618e-22	0.0047367	4.15942e-12	0.847192	0.0153621	0.0193192	0.11339
Cell_91	1.07355e-40	0.00159996	2.81557e-31	0.286166	0.00509907	0.0065256	0.700609
Cell_92	7.21491e-41	1.2269e-09	4.00039e-30	2.19434e-07	1	5.00405e-09	1.90933e-08
Cell_93	5.857e-63	3.7507e-13	6.92818e-44	6.70844e-11	1.20585e-12	1	2.13298e-12
Cell_94	1.90936e-30	0.0050781	2.15747e-15	0.907945	0.0509349	0.0215927	0.0144494
Cell_95	1.24759e-32	0.00519585	2.06417e-29	0.929272	0.0165591	0.0211919	0.0277809
Cell_96	2.67982e-34	0.00243217	1.14178e-29	0.435019	0.00775146	0.00991994	0.544878
Cell_97	7.12168e-55	2.70434e-17	4.19194e-55	4.83697e-15	1	1.10303e-16	2.28656e-16
Cell_98	1.27702e-56	1.91354e-05	1.86165e-15	0.00342237	6.11345e-05	0.995982	0.000515679
Cell_99	3.98401e-44	0.00297258	1.07258e-30	0.531673	0.00947357	0.0121241	0.443757
Cell_100	1.06124e-49	1.88662e-08	3.28049e-30	3.37442e-06	0.999996	7.69485e-08	8.06855e-07
Cell_101	1.36248e-50	0.0028547	0.878079	0.0191656	0.000341534	0.0106008	0.0889578
Cell_102	1.11968e-33	0.00211968	9.18605e-22	0.379125	0.103412	0.00864541	0.506698
Cell_103	0.000231739	0.00349366	0.116989	0.624877	0.0111365	0.0142494	0.229023
Cell_104	6.01857e-28	0.00404193	1.49547e-22	0.532947	0.340515	0.0284673	0.0940281
Cell_105	2.04939e-32	0.984299	9.1706e-21	0.00900089	0.000160389	0.000205252	0.00633478
Cell_106	2.66406e-46	0.00304777	1.14332e-30	0.545122	0.00978448	0.0124307	0.429615
Cell_107	0.986366	2.30573e-06	0.0119882	0.000412371	7.39463e-06	9.40409e-06	0.00121443
Cell_108	4.4393e-57	0.0047768	7.951e-37	0.854377	0.0152238	0.0194828	0.10614
Cell_109	4.00284e-27	0.001533	2.26935e-25	0.27407	0.655743	0.0521564	0.0164972
Cell_110	2.11177e-70	1	1.51169e-53	2.80195e-07	4.99414e-09	6.38948e-09	5.34765e-08
Cell_111	1.28711e-35	0.0021294	5.19526e-16	0.380864	0.0067864	0.00868503	0.601535
Cell_112	4.05494e-51	1.21512e-26	3.07015e-46	2.17335e-24	3.99749e-26	1	1.95385e-26
Cell_113	1.30457e-51	6.76214e-14	1.18223e-43	1.20948e-11	2.15507e-13	1	1.03415e-11
Cell_114	3.45849e-69	1.41876e-20	6.26209e-60	2.53759e-18	4.52359e-20	1	2.74933e-19
Cell_115	2.42041e-24	0.000377383	5.78255e-20	0.0672362	0.00178291	0.917067	0.0135367
Cell_116	7.29443e-46	5.16733e-18	8.73973e-45	9.24218e-16	1	2.10754e-17	1.85809e-15
Cell_117	9.24201e-24	0.00408122	4.10549e-23	0.729967	0.0130433	0.0166458	0.236263
Cell_118	4.68251e-31	0.0150504	1.42395e-17	0.640436	0.011476	0.0146042	0.318433
Cell_119	7.78583e-51	1	9.68223e-53	1.86211e-08	3.31859e-10	4.26547e-10	7.48292e-09
Cell_120	3.2947e-67	2.13835e-07	1.10395e-54	3.82465e-05	0.999946	8.72154e-07	1.46483e-05
Cell_121	3.94172e-61	0.00253049	1.20187e-28	0.452603	0.00806608	0.0103209	0.52648
Cell_122	2.5514e-40	0.0040509	1.73548e-16	0.724542	0.0129108	0.0165221	0.241974
Cell_123	1.70165e-14	0.00270638	4.24729e-12	0.484045	0.00868375	0.0110383	0.493527
Cell_124	2.24606e-18	0.00422408	6.00055e-15	0.755464	0.0136158	0.0172284	0.209468
Cell_125	3.78963e-25	0.00376554	7.68789e-23	0.673483	0.0120059	0.0153582	0.295387
Cell_126	1.40169e-33	0.00508486	1.39895e-23	0.909317	0.0202691	0.0207391	0.0445903
Cell_127	1.31045e-31	3.44309e-06	1.79565e-19	0.000612764	1.15611e-05	0.999336	3.65644e-05
Cell_128	2.7713e-93	4.78178e-11	1.78479e-61	8.55269e-09	1.52487e-08	1	3.19872e-09
Cell_129	6.90199e-31	0.00314267	1.9738e-17	0.562097	0.0100174	0.0128178	0.411925
Cell_130	2.946e-40	0.00407199	4.58971e-38	0.728315	0.0129926	0.0166081	0.238013
Cell_131	1.80968e-41	0.0845555	0.00999078	0.567681	0.0101161	0.313994	0.0136627
Cell_132	3.76759e-87	0.00107158	7.05041e-87	0.191662	0.00341514	0.00437056	0.799481
Cell_133	1.72086e-47	1.00943e-15	2.03815e-39	1.80547e-13	3.21772e-15	1	1.97262e-13
Cell_134	6.9216e-08	0.00193275	0.00269533	0.345411	0.00619667	0.00788236	0.635882
Cell_135	7.99847e-29	0.00225243	6.54483e-19	0.40287	0.00750268	0.00918685	0.578188
Cell_136	2.11175e-50	0.000984223	2.38282e-44	0.176038	0.00313689	0.00401429	0.815827
Cell_137	1.51768e-24	0.00243575	1.36563e-11	0.435653	0.342349	0.00993452	0.209628
Cell_138	1.44243e-26	0.274015	2.15089e-18	0.562071	0.0100156	0.0128172	0.141081
Cell_139	0.984135	1.43965e-05	0.0119565	0.00257464	4.59039e-05	5.87173e-05	0.00121521
Cell_140	3.48763e-42	0.00337743	3.5888e-26	0.603884	0.0107728	0.0137754	0.36819
Cell_141	1.80614e-45	0.00173672	7.96079e-23	0.310627	0.596072	0.00708343	0.0844804
Cell_142	9.77627e-27	0.00198987	1.59312e-12	0.355859	0.00634549	0.00811584	0.62769
Cell_143	2.01769e-43	0.00286874	7.0521e-36	0.513102	0.009143	0.0117005	0.463186
Cell_144	5.1677e-32	0.00284257	0.00039505	0.508422	0.0090845	0.0115938	0.467663
Cell_145	1.12399e-30	0.00230376	7.06701e-22	0.412047	0.015042	0.00939612	0.561211
Cell_146	7.69451e-113	0.0029886	1.19644e-79	0.534541	0.00952561	0.0121894	0.440755
Cell_147	2.80708e-25	0.00219231	9.98676e-16	0.392101	0.00698808	0.00894135	0.589777
Cell_148	6.44152e-62	1.40841e-19	4.40367e-40	2.51909e-17	1	5.7444e-19	6.13091e-17
Cell_149	1.74257e-37	0.00500725	3.71034e-29	0.89559	0.0160136	0.0204227	0.0629664
Cell_150	1.03188e-29	0.00426632	8.01307e-21	0.763072	0.013614	0.0174008	0.201647
Cell_151	3.02356e-37	0.00476357	6.58384e-39	0.852012	0.0151863	0.0194288	0.10861
Cell_152	2.85055e-30	0.00119536	3.51325e-32	0.213794	0.00381077	0.00487543	0.776325
Cell_153	6.48857e-09	0.00328317	3.27125e-08	0.587211	0.0104674	0.0133908	0.385647
Cell_154	1.03349e-41	0.00378293	1.63832e-42	0.676554	0.0120778	0.015429	0.292156
Cell_155	5.14998e-79	3.60059e-16	1.0789e-74	6.44e-14	1.14764e-15	1	9.03932e-15
Cell_156	3.05908e-42	0.00428177	5.04692e-24	0.765835	0.0137149	0.0174638	0.198704
Cell_157	4.87023e-43	3.70535e-08	2.37992e-21	6.62733e-06	0.999992	1.51127e-07	6.88952e-07
Cell_158	0.969532	5.63445e-06	0.026708	0.00100778	1.79774e-05	2.29809e-05	0.00270589
Cell_159	6.8341e-46	8.168e-08	1.98242e-42	1.46093e-05	2.60384e-07	0.999985	4.26762e-07
Cell_160	4.88404e-47	7.02661e-15	4.80275e-35	1.24964e-12	2.32837e-14	1	3.04947e-13
Cell_161	3.16821e-45	1	1.04571e-39	2.32465e-07	4.14229e-09	5.3063e-09	9.55997e-08
Cell_162	3.6643e-57	0.00208241	4.85291e-37	0.372416	0.00663741	0.00849319	0.610371
Cell_163	0.977624	7.12195e-06	0.0190873	0.00127383	2.29168e-05	2.90478e-05	0.0019558
Cell_164	0.986537	1.40587e-06	0.0119856	0.000251453	4.48084e-06	5.73404e-06	0.00121416
Cell_165	1.8578e-44	3.8296e-05	1.75848e-15	0.00684953	0.000122257	0.991288	0.00170225
Cell_166	2.09208e-59	0.00436129	8.22334e-08	0.780059	0.0139644	0.0177881	0.183827
Cell_167	1.04574e-10	0.00414141	1.29649e-07	0.740035	0.0132089	0.0168898	0.225725
Cell_168	5.51875e-47	0.00504913	2.06562e-35	0.903052	0.0167216	0.0205935	0.0545834
Cell_169	5.82921e-30	0.00397822	1.43107e-12	0.711446	0.0127057	0.0162236	0.255646
Cell_170	0.984711	1.12305e-05	0.0119635	0.00200863	4.68829e-05	4.58049e-05	0.00121289
Cell_171	5.10786e-38	0.00496941	1.49554e-37	0.888817	0.0158607	0.0202684	0.0700841
Cell_172	4.5638e-74	5.48054e-13	2.1611e-40	9.80175e-11	1	2.23517e-12	1.54509e-11
Cell_173	4.14975e-42	0.00347787	7.06407e-39	0.622052	0.0110844	0.0141849	0.349201
Cell_174	5.52325e-79	1.628e-37	1.48858e-52	2.91185e-35	5.19052e-37	1	1.02568e-35
Cell_175	8.21499e-37	0.00164688	3.01648e-28	0.29456	0.00525129	0.00671701	0.691824
Cell_176	3.77593e-53	0.00103144	1.00274e-42	0.184483	0.0080014	0.64421	0.162274
Cell_177	3.31264e-49	0.0040189	2.14372e-42	0.718776	0.0135612	0.0163915	0.247252
Cell_178	4.82953e-29	0.00359965	1.15328e-26	0.643832	0.011473	0.0146816	0.326413
Cell_179	2.96233e-18	2.01743e-11	3.60196e-20	3.60817e-09	6.43806e-11	1	4.38613e-09
Cell_180	5.47225e-34	1	7.35181e-27	2.21782e-14	3.95207e-16	5.05815e-16	6.59584e-15
Cell_181	6.96399e-29	2.85196e-10	2.07757e-18	5.10102e-08	9.08937e-10	1	5.71439e-08
Cell_182	1.70878e-53	0.00200979	4.51134e-39	0.359466	0.00649968	0.00819826	0.623826
Cell_183	5.7544e-36	0.00278134	6.18843e-16	0.497468	0.00900742	0.0378383	0.452905
Cell_184	0.986387	2.20172e-06	0.0119867	0.000393797	7.01698e-06	8.98002e-06	0.00121413
Cell_185	7.29315e-21	0.002428	3.01042e-18	0.434256	0.0077645	0.00990287	0.545649
Cell_186	2.83151e-21	0.00209658	2.9124e-22	0.374858	0.00668295	0.00855089	0.607812
Cell_187	2.69033e-58	1.23924e-35	6.03528e-54	2.21651e-33	1	5.05442e-35	3.99109e-34
Cell_188	2.9028e-72	1	7.99644e-74	1.19848e-42	2.13606e-44	2.73297e-44	1.75928e-43
Cell_189	1.14637e-24	0.00470206	3.73899e-22	0.841003	0.014991	0.0191779	0.120126
Cell_190	8.05299e-77	4.91348e-31	3.03547e-56	8.7882e-29	1.64888e-30	1	1.70646e-29
Cell_191	4.59953e-44	3.88932e-11	3.37374e-19	6.95644e-09	1.2396e-10	1	2.42589e-09
Cell_192	0.837188	8.59176e-05	0.132714	0.0153672	0.000276939	0.000350426	0.0140169
Cell_193	0.986326	2.4636e-06	0.0119906	0.000440629	7.85408e-06	1.00481e-05	0.001222
Cell_194	1.83844e-31	0.00362859	9.78791e-28	0.648989	0.0168391	0.0147996	0.315743
Cell_195	7.97511e-46	6.2857e-08	4.48273e-25	1.12426e-05	0.999918	6.71247e-05	3.72012e-06
Cell_196	4.56749e-09	8.18867e-07	2.74346e-08	5.15708e-05	1.00121e-06	0.999936	1.06858e-05
Cell_197	4.13841e-34	0.00206743	5.59781e-20	0.369781	0.00658892	0.00843231	0.61313
Cell_198	1.26867e-55	1	3.20334e-46	2.75791e-07	2.34264e-08	6.28982e-09	1.84744e-07
Cell_199	2.21879e-18	0.00528783	6.36236e-14	0.945725	0.0169096	0.0215659	0.0105115
Cell_200	1.7841e-57	6.56332e-35	1.70241e-46	1.17387e-32	2.09177e-34	1	4.02276e-33
Cell_201	9.26102e-23	0.0024074	8.13532e-10	0.430588	0.0077011	0.00981892	0.549485
Cell_202	3.53091e-48	0.00357993	7.00948e-50	0.640285	0.0114114	0.0146012	0.330122
Cell_203	3.46385e-42	0.00435253	8.30285e-36	0.778493	0.0138717	0.0177524	0.185531
Cell_204	3.24219e-67	1.3674e-19	1.87927e-47	2.44572e-17	1	5.57719e-19	4.42683e-17
Cell_205	1.17741e-52	3.1156e-07	1.78887e-47	5.57242e-05	0.999893	3.0822e-05	2.01204e-05
Cell_206	1.40834e-39	0.00148499	1.64832e-27	0.265605	0.00473711	0.00605674	0.722116
Cell_207	2.65405e-64	0.00304323	1.12136e-59	0.544311	0.00969871	0.0124122	0.430535
Cell_208	1.1247e-42	0.00257894	7.19875e-29	0.461153	0.0153907	0.0105183	0.510359
Cell_209	1.08697e-21	0.00322998	3.78811e-14	0.577651	0.0102998	0.0131738	0.395645
Cell_210	9.99712e-15	0.00476079	3.47035e-11	0.851154	0.0167479	0.0194172	0.10792
Cell_211	3.45429e-40	0.00437046	4.29604e-24	0.781698	0.0139322	0.0178255	0.182174
Cell_212	4.92584e-10	8.205e-13	4.7716e-11	1.46754e-10	2.61495e-12	1	1.32985e-11
Cell_213	2.7067e-43	0.00345209	2.29911e-32	0.603866	0.0107979	0.0302723	0.351612
Cell_214	1.88615e-28	2.06791e-15	8.67315e-18	3.69818e-13	6.63157e-15	1	3.93903e-14
Cell_215	2.95238e-31	7.83993e-08	4.36365e-28	1.40225e-05	2.49859e-07	0.999959	2.70536e-05
Cell_216	1.50415e-44	0.0697993	3.45124e-37	0.468612	0.00843848	0.259197	0.193953
Cell_217	1.07737e-82	1.5e-30	5.82642e-80	2.68289e-28	1	6.11792e-30	1.41333e-27
Cell_218	2.09076e-50	0.0051392	3.76984e-08	0.919194	0.0163803	0.0209611	0.0383256
Cell_219	3.19913e-35	0.00291841	3.05019e-32	0.521987	0.00930531	0.0119032	0.453886
Cell_220	9.02067e-32	0.00289215	1.81596e-09	0.517287	0.00923379	0.011796	0.458791
Cell_221	3.42071e-33	0.00372459	1.82193e-12	0.666133	0.0119243	0.0151912	0.303027
Cell_222	4.62615e-47	1.25578e-16	7.37706e-45	2.24608e-14	1	5.39748e-16	4.455e-15
Cell_223	2.23394e-36	0.00392639	6.74351e-22	0.702254	0.0734421	0.0162898	0.204088
Cell_224	8.01388e-50	2.64446e-18	5.19308e-30	4.72985e-16	8.42785e-18	1	3.02945e-16
Cell_225	5.97477e-45	4.23981e-15	1.95505e-29	7.58334e-13	1	1.72927e-14	5.84371e-13
Cell_226	7.91957e-33	0.00268866	2.69751e-33	0.48083	0.00857082	0.0109647	0.496946
Cell_227	6.92296e-77	0.00320816	5.67153e-69	0.573804	0.0102739	0.0130869	0.399627
Cell_228	4.46097e-21	5.91824e-06	3.04461e-16	0.001058	0.998668	2.58083e-05	0.000242003
Cell_229	3.45996e-53	0.00465011	3.6369e-42	0.83166	0.0225829	0.0189659	0.122141
Cell_230	2.03156e-27	2.20484e-08	5.65417e-15	3.94313e-06	7.04202e-08	0.999995	1.10412e-06
Cell_231	1.24857e-75	7.79479e-42	1.47258e-68	1.39368e-39	2.50026e-41	1	7.94791e-40
Cell_232	3.75911e-60	0.001826	6.03992e-62	0.326598	0.00582276	0.00744758	0.658306
Cell_233	3.35438e-21	0.000283397	0.859659	0.0506882	0.000904715	0.00116395	0.0873003
Cell_234	6.47147e-43	0.00089275	3.45502e-23	0.159677	0.00287021	0.0036412	0.832919
Cell_235	1.02245e-27	0.00298309	1.62083e-28	0.533268	0.00951188	0.0121663	0.442071
Cell_236	6.14614e-35	0.00178483	1.42093e-26	0.319093	0.00568785	0.00727645	0.666158
Cell_237	7.89319e-55	0.00324128	1.06956e-44	0.570991	0.0107492	0.0168839	0.398134
Cell_238	2.30468e-27	2.98475e-05	4.40479e-17	0.00533449	0.000508378	0.993773	0.000353896
Cell_239	2.41371e-41	1.18444e-05	3.11734e-43	0.00211778	3.79894e-05	0.995937	0.00189502
Cell_240	1.10564e-64	4.62769e-09	2.04296e-57	8.27709e-07	0.999998	1.88747e-08	8.05584e-07
Cell_241	2.59222e-78	0.00382673	5.72372e-51	0.684444	0.0121981	0.0156078	0.283923
Cell_242	7.90496e-41	1.53113e-05	1.0798e-30	0.00273846	0.996652	6.26056e-05	0.000532029
Cell_243	1.48537e-41	8.14488e-11	2.16263e-24	1.45635e-08	2.60469e-10	1	9.56874e-09
Cell_244	4.72971e-15	0.00545794	5.79082e-17	0.951578	0.0184742	0.0221119	0.00237796
Cell_245	3.95232e-22	0.00390856	1.94083e-20	0.699086	0.0124857	0.0159416	0.268578
Cell_246	1.38753e-10	0.0339655	2.01551e-12	0.228035	0.00406684	0.12613	0.607803
Cell_247	8.43364e-45	0.00254283	1.31196e-21	0.454803	0.0081056	0.0103713	0.524177
Cell_248	0.986529	1.42478e-06	0.0119874	0.000254831	4.54815e-06	7.88467e-06	0.00121475
Cell_249	2.45114e-21	0.00615726	3.35869e-09	0.824757	0.0173015	0.0188336	0.132951
Cell_250	9.99081e-34	0.00184114	1.21381e-35	0.329306	0.00586777	0.00750934	0.655475
Cell_251	4.21599e-41	0.000930181	1.10018e-28	0.166357	0.00296953	0.00379383	0.82595
Cell_252	1.66949e-50	0.00295091	3.19197e-19	0.527799	0.00940447	0.0120357	0.44781
Cell_253	5.65669e-53	9.81549e-28	7.79337e-35	1.75559e-25	3.15329e-27	1	9.05859e-26
Cell_254	1.93948e-100	0.00276369	1.11491e-83	0.494315	0.00880817	0.0112721	0.482842
Cell_255	1.42019e-56	0.0030068	1.84308e-52	0.537787	0.00961533	0.0122634	0.437328
Cell_256	5.10891e-36	0.00108162	2.72673e-35	0.185632	0.00330838	0.00423307	0.805745
Cell_257	5.33128e-71	1	6.65473e-73	6.45499e-46	1.16063e-47	1.47197e-47	5.42982e-46
Cell_258	1.37029e-33	0.00308802	7.96628e-20	0.552315	0.00984833	0.0125949	0.422154
Cell_259	7.92499e-65	0.00396272	1.70057e-36	0.708759	0.0128983	0.0161624	0.258218
Cell_260	0.00644261	0.000337047	0.844905	0.060284	0.00107537	0.00137475	0.0855814
Cell_261	6.60635e-42	0.00460163	1.32216e-43	0.823047	0.0147038	0.0187684	0.138879
Cell_262	1.39696e-21	0.00484502	1.9401e-16	0.863901	0.0157217	0.0197494	0.0957829
Cell_263	1.19679e-19	0.00480318	1.06992e-11	0.850357	0.0350202	0.0195711	0.0902483
Cell_264	2.20962e-46	0.001527	1.06772e-37	0.273097	0.00486694	0.00622798	0.714281
Cell_265	1.99576e-30	0.997231	1.08726e-26	0.00179472	3.22602e-05	4.09702e-05	0.000900628
Cell_266	4.31813e-28	0.00417287	0.0274186	0.746349	0.024235	0.0170196	0.180805
Cell_267	1.98806e-41	0.00398368	3.70562e-27	0.712515	0.158055	0.016248	0.109198
