cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6
Cell_64	1.04907e-40	0.991142	1.06779e-27	0.00458269	2.19805e-05	0.00392666	0.000327035
Cell_65	9.17769e-92	0.0021887	1.1131e-93	0.830136	0.000536592	0.0958586	0.0712796
Cell_66	2.97232e-24	0.00926391	5.81191e-12	0.00723848	0.00227119	0.405731	0.575495
Cell_67	1.81227e-49	0.018117	6.07663e-39	0.0141568	0.00444164	0.793469	0.169815
Cell_68	3.41427e-49	0.0147822	4.14137e-51	0.0115543	0.00362407	0.647408	0.322631
Cell_69	8.7513e-26	0.582129	4.99978e-14	0.00519155	0.00162858	0.290935	0.120116
Cell_70	8.30379e-22	0.0149802	3.37806e-23	0.0117205	0.00367261	0.656084	0.313542
Cell_71	8.9102e-37	0.00840199	2.20905e-33	0.34205	0.00205988	0.367982	0.279506
Cell_72	4.64073e-57	0.999999	9.3499e-49	3.61992e-09	1.1358e-09	2.02903e-07	2.98421e-07
Cell_73	4.53841e-61	0.0070322	4.68054e-41	0.00549466	0.00172405	0.307983	0.677766
Cell_74	3.55034e-53	0.00244395	5.61851e-54	0.00191143	0.000599171	0.107036	0.888009
Cell_75	9.01448e-29	0.000237681	1.30719e-30	0.98541	5.82774e-05	0.0104035	0.00389069
Cell_76	5.97319e-30	0.0260625	1.43336e-21	0.00721205	0.00226286	0.404241	0.560222
Cell_77	7.02287e-40	1.42182e-11	1.43177e-36	1	3.48581e-12	6.22714e-10	1.71641e-10
Cell_78	3.12574e-30	0.0174541	1.94181e-11	0.0136151	0.00426957	0.762728	0.201933
Cell_79	3.54146e-57	1	1.90498e-30	5.51194e-13	1.73364e-13	3.08939e-11	2.44993e-12
Cell_80	1.82057e-66	0.0158934	2.88245e-45	0.0124491	0.00409707	0.695999	0.271562
Cell_81	1.31238e-28	0.00874258	9.98488e-26	0.00683886	0.00214338	0.382894	0.599381
Cell_82	3.03172e-63	2.14546e-11	6.71929e-26	1	5.25989e-12	9.39645e-10	4.03858e-10
Cell_83	9.05896e-49	1.12003e-06	1.75404e-41	0.999999	2.16749e-10	3.87206e-08	1.61907e-08
Cell_84	3.4314e-11	0.0101769	2.17437e-09	0.00795139	0.00249502	0.445658	0.533719
Cell_85	5.77839e-19	0.988917	2.38109e-16	0.000221131	5.24677e-05	0.00937069	0.00143838
Cell_86	2.00841e-38	0.0203512	4.9093e-31	0.0159287	0.0049894	0.891322	0.0674083
Cell_87	8.15788e-28	0.00647672	2.79693e-26	0.00507404	0.00159382	0.283659	0.703197
Cell_88	2.52434e-13	0.0143513	3.44183e-15	0.119676	0.00351857	0.628422	0.234032
Cell_89	1.19877e-13	0.018278	1.89708e-14	0.0144314	0.00459677	0.799724	0.16297
Cell_90	3.57026e-22	0.0193284	4.16875e-12	0.0153689	0.00473864	0.846511	0.114053
Cell_91	1.06482e-40	0.00662928	2.78791e-31	0.00517993	0.00162528	0.290342	0.696223
Cell_92	7.08344e-41	5.00419e-09	3.92078e-30	1	1.22686e-09	2.19161e-07	1.87807e-08
Cell_93	5.73982e-63	1	6.77795e-44	1.20581e-12	3.75046e-13	6.69988e-11	2.09424e-12
Cell_94	1.9147e-30	0.0216166	2.15979e-15	0.0509898	0.00508341	0.907793	0.014517
Cell_95	1.24232e-32	0.0212192	2.05194e-29	0.0165799	0.00520221	0.929283	0.0277157
Cell_96	2.68092e-34	0.0099048	1.14029e-29	0.0077394	0.0024283	0.433801	0.546127
Cell_97	6.91656e-55	1.10306e-16	4.06425e-55	1	2.70425e-17	4.83095e-15	2.22489e-16
Cell_98	1.30168e-56	0.995975	1.89436e-15	6.11323e-05	1.9134e-05	0.00341798	0.000526628
Cell_99	4.00791e-44	0.0120624	1.07717e-30	0.00942512	0.00295728	0.528295	0.44726
Cell_100	1.05271e-49	7.69508e-08	3.24855e-30	0.999996	1.88656e-08	3.37021e-06	8.01875e-07
Cell_101	1.36414e-50	0.0106591	0.877647	0.000343401	0.00287021	0.0192464	0.089234
Cell_102	1.12974e-33	0.00855718	9.25274e-22	0.102354	0.00209792	0.374778	0.512214
Cell_103	0.00022993	0.0143207	0.115877	0.011192	0.00351094	0.627206	0.227663
Cell_104	6.00062e-28	0.0284923	1.48845e-22	0.340804	0.00404522	0.532735	0.0939241
Cell_105	2.03224e-32	0.000205276	9.07831e-21	0.000160403	0.98435	0.00899045	0.0062936
Cell_106	2.65651e-46	0.0124549	1.13813e-30	0.0098032	0.00305349	0.545484	0.429204
Cell_107	0.986387	9.34627e-06	0.0119679	7.34895e-06	2.29141e-06	0.000409313	0.00121674
Cell_108	4.39921e-57	0.0195232	7.86571e-37	0.0152549	0.0047864	0.855056	0.105379
Cell_109	3.94498e-27	0.052187	2.23272e-25	0.656109	0.00153381	0.273881	0.0162893
Cell_110	2.06871e-70	6.38988e-09	1.47833e-53	4.99431e-09	1	2.79856e-07	5.24848e-08
Cell_111	1.28508e-35	0.00869172	5.17817e-16	0.00679143	0.0021309	0.380671	0.601714
Cell_112	4.13127e-51	1	3.12259e-46	3.99737e-26	1.21504e-26	2.17058e-24	1.99437e-26
Cell_113	1.30777e-51	1	1.1831e-43	2.15501e-13	6.76171e-14	1.20793e-11	1.03863e-11
Cell_114	3.66609e-69	1	6.62663e-60	4.52345e-20	1.41867e-20	2.53435e-18	2.91985e-19
Cell_115	2.38941e-24	0.917284	5.69872e-20	0.00178328	0.000377448	0.0671663	0.0133885
Cell_116	7.23264e-46	2.1076e-17	8.65089e-45	1	5.16716e-18	9.23067e-16	1.84582e-15
Cell_117	9.26936e-24	0.0166411	4.11059e-23	0.0130393	0.00407981	0.728832	0.237408
Cell_118	4.62642e-31	0.0146908	1.40449e-17	0.0115438	0.0151387	0.643415	0.315212
Cell_119	7.81981e-51	4.26574e-10	9.70785e-53	3.3187e-10	1	1.85986e-08	7.52973e-09
Cell_120	3.38602e-67	8.7218e-07	1.13261e-54	0.999946	2.13828e-07	3.81988e-05	1.50826e-05
Cell_121	4.05163e-61	0.00999095	1.23327e-28	0.00780796	0.00244943	0.437574	0.542178
Cell_122	2.54439e-40	0.0165469	1.72775e-16	0.0129298	0.00405671	0.724703	0.241763
Cell_123	1.69623e-14	0.0110658	4.22653e-12	0.00870516	0.00271296	0.484633	0.492883
Cell_124	2.26147e-18	0.0172094	6.03138e-15	0.0136004	0.00421916	0.753669	0.211302
Cell_125	3.7361e-25	0.0154561	7.56633e-23	0.012082	0.00378929	0.67691	0.291763
Cell_126	1.38642e-33	0.0207731	1.38134e-23	0.0203017	0.00509287	0.909645	0.0441874
Cell_127	1.31495e-31	0.999336	1.79873e-19	1.15608e-05	3.44287e-06	0.000611983	3.67589e-05
Cell_128	2.75829e-93	1	1.77337e-61	1.52483e-08	4.78147e-11	8.54178e-09	3.18969e-09
Cell_129	6.85107e-31	0.0128829	1.95588e-17	0.010068	0.00315844	0.564234	0.409656
Cell_130	2.9564e-40	0.0166003	4.59804e-38	0.0129861	0.0040698	0.727041	0.239303
Cell_131	1.79785e-41	0.314276	0.0099085	0.0101248	0.084626	0.567466	0.0135989
Cell_132	3.75205e-87	0.00441516	7.00931e-87	0.00344989	0.00108244	0.193371	0.797682
Cell_133	1.70244e-47	1	2.01288e-39	3.21763e-15	1.00937e-15	1.80317e-13	1.95518e-13
Cell_134	6.88467e-08	0.00794048	0.00267636	0.00624217	0.00194688	0.347514	0.63368
Cell_135	7.94108e-29	0.00926496	6.48675e-19	0.00756625	0.00227144	0.405777	0.57512
Cell_136	2.10392e-50	0.00405176	2.36992e-44	0.00316607	0.000993348	0.177454	0.814335
Cell_137	1.49059e-24	0.00998383	1.33896e-11	0.344038	0.00244768	0.437257	0.206274
Cell_138	1.44587e-26	0.0128192	2.15234e-18	0.0100168	0.274039	0.561441	0.141684
Cell_139	0.984369	5.39988e-05	0.0119389	4.22139e-05	1.32388e-05	0.00236472	0.00121779
Cell_140	3.47709e-42	0.0138014	3.57183e-26	0.0107928	0.0033836	0.604254	0.367768
Cell_141	1.80579e-45	0.00708553	7.9456e-23	0.596231	0.00173712	0.310323	0.0846227
Cell_142	9.72088e-27	0.00817772	1.58139e-12	0.00639367	0.00200491	0.358115	0.625309
Cell_143	2.02704e-43	0.0116489	7.07265e-36	0.00910236	0.00285589	0.510185	0.466207
Cell_144	5.25526e-32	0.0114154	0.000401057	0.00894442	0.00279864	0.499958	0.476482
Cell_145	1.1403e-30	0.00920985	7.15728e-22	0.0147434	0.00225794	0.403364	0.570425
Cell_146	7.61987e-113	0.0122797	1.18281e-79	0.00959585	0.00301054	0.537812	0.437302
Cell_147	2.80471e-25	0.00893893	9.96125e-16	0.00698598	0.00219158	0.391495	0.590388
Cell_148	6.58394e-62	5.74458e-19	4.49333e-40	1	1.40837e-19	2.51595e-17	6.27826e-17
Cell_149	1.73584e-37	0.0204504	3.68968e-29	0.0160349	0.00501371	0.89566	0.0628411
Cell_150	1.03099e-29	0.0174175	7.9925e-21	0.0136267	0.00427015	0.762832	0.201854
Cell_151	2.95202e-37	0.0195043	6.41706e-39	0.0152449	0.00478176	0.85423	0.106239
Cell_152	2.8432e-30	0.00489325	3.4982e-32	0.00382459	0.00119966	0.214302	0.775781
Cell_153	6.54714e-09	0.0133152	3.29514e-08	0.010408	0.00326442	0.583151	0.389862
Cell_154	1.08763e-41	0.0151012	1.72121e-42	0.0118208	0.00370231	0.661334	0.308042
Cell_155	5.10434e-79	1	1.06751e-74	1.1476e-15	3.60036e-16	6.43179e-14	8.97608e-15
Cell_156	3.01477e-42	0.0175398	4.96531e-24	0.0137742	0.00430015	0.768191	0.196195
Cell_157	4.72164e-43	1.51132e-07	2.30336e-21	0.999993	3.70522e-08	6.61907e-06	6.6919e-07
Cell_158	0.969584	2.27297e-05	0.0266637	1.77804e-05	5.57252e-06	0.000995492	0.00271113
Cell_159	7.59803e-46	0.999985	2.20024e-42	2.60376e-07	8.16748e-08	1.45907e-05	4.7536e-07
Cell_160	4.79633e-47	1	4.70843e-35	2.3283e-14	7.02616e-15	1.24805e-12	3.00034e-13
Cell_161	3.26459e-45	5.30664e-09	1.07568e-39	4.14243e-09	1	2.32183e-07	9.86935e-08
Cell_162	3.6436e-57	0.00855389	4.81723e-37	0.00668464	0.00209716	0.374599	0.608065
Cell_163	0.977621	2.97838e-05	0.0190545	2.34968e-05	7.30194e-06	0.00130444	0.00195947
Cell_164	0.986556	5.71829e-06	0.0119653	4.46839e-06	1.40192e-06	0.000250443	0.00121647
Cell_165	1.87878e-44	0.991274	1.77529e-15	0.000122252	3.8293e-05	0.0068407	0.00172471
Cell_166	2.04789e-59	0.0178872	8.03587e-08	0.0140417	0.0043853	0.783403	0.180283
Cell_167	1.05095e-10	0.0168765	1.30071e-07	0.0131981	0.00413791	0.738512	0.227275
Cell_168	5.61389e-47	0.0205958	2.09763e-35	0.016723	0.00504938	0.902003	0.055629
Cell_169	5.72146e-30	0.0163362	1.40221e-12	0.0127935	0.00400558	0.715471	0.251393
Cell_170	0.984696	4.65837e-05	0.0119428	4.76785e-05	1.14207e-05	0.00204018	0.00121515
Cell_171	5.00729e-38	0.0203204	1.46358e-37	0.015901	0.00498185	0.889963	0.0688336
Cell_172	4.50479e-74	2.23524e-12	2.12951e-40	1	5.48035e-13	9.78954e-11	1.52798e-11
Cell_173	4.20963e-42	0.0140778	7.15374e-39	0.0110004	0.00345137	0.616564	0.354907
Cell_174	5.49895e-79	1	1.47949e-52	5.19036e-37	1.6279e-37	2.90813e-35	1.02308e-35
Cell_175	8.19492e-37	0.00673373	3.00396e-28	0.0052642	0.00165087	0.294917	0.691434
Cell_176	3.71099e-53	0.646307	9.83808e-43	0.00802721	0.00103473	0.184847	0.159783
Cell_177	3.27637e-49	0.0164604	2.11662e-42	0.0136179	0.00403555	0.720881	0.245005
Cell_178	4.78774e-29	0.0147479	1.14135e-26	0.0115245	0.00361566	0.645914	0.324198
Cell_179	2.95922e-18	1	3.59203e-20	6.43787e-11	2.0173e-11	3.60357e-09	4.38978e-09
Cell_180	5.40365e-34	5.05848e-16	7.24724e-27	3.9522e-16	1	2.21514e-14	6.52543e-15
Cell_181	7.03417e-29	1	2.09491e-18	9.0891e-10	2.85178e-10	5.09452e-08	5.78284e-08
Cell_182	1.70199e-53	0.0082368	4.48574e-39	0.00653004	0.00201911	0.360695	0.622519
Cell_183	5.74258e-36	0.0378878	6.16515e-16	0.00901893	0.00278479	0.497483	0.452826
Cell_184	0.986422	8.61325e-06	0.0119666	6.73019e-06	2.11167e-06	0.000377232	0.00121646
Cell_185	7.23035e-21	0.00999527	2.97939e-18	0.00783671	0.0024505	0.437749	0.541969
Cell_186	2.83481e-21	0.00852087	2.9108e-22	0.00665929	0.00208909	0.373065	0.609666
Cell_187	2.64724e-58	5.05457e-35	5.92847e-54	1	1.2392e-35	2.21375e-33	3.93456e-34
Cell_188	2.84613e-72	2.73315e-44	7.82692e-74	2.13614e-44	1	1.19703e-42	1.72819e-43
Cell_189	1.12035e-24	0.019256	3.64789e-22	0.0150516	0.0047209	0.843351	0.117621
Cell_190	7.93179e-77	1	2.98467e-56	1.64883e-30	4.91317e-31	8.777e-29	1.68394e-29
Cell_191	4.59816e-44	1	3.36697e-19	1.23956e-10	3.88907e-11	6.94756e-09	2.42973e-09
Cell_192	0.837264	0.000353293	0.132499	0.000279197	8.6615e-05	0.0154732	0.0140445
Cell_193	0.986333	1.03226e-05	0.0119702	8.06836e-06	2.53073e-06	0.000452087	0.00122431
Cell_194	1.89737e-31	0.0145851	1.00844e-27	0.0165945	0.00357576	0.638767	0.326478
Cell_195	7.85919e-46	6.71267e-05	4.41001e-25	0.999918	6.28549e-08	1.12286e-05	3.67295e-06
Cell_196	4.50014e-09	0.999936	2.69838e-08	1.00118e-06	8.18815e-07	5.1505e-05	1.05481e-05
Cell_197	4.11329e-34	0.00849878	5.55432e-20	0.00664066	0.0020836	0.372221	0.610556
Cell_198	1.26428e-55	6.29022e-09	3.18681e-46	2.34272e-08	1	2.75457e-07	1.84452e-07
Cell_199	2.24278e-18	0.0215893	6.42014e-14	0.0169274	0.00529323	0.945545	0.0106452
Cell_200	1.75851e-57	1	1.67513e-46	2.09171e-34	6.5629e-35	1.17237e-32	3.97255e-33
Cell_201	9.2095e-23	0.00987516	8.07623e-10	0.00774498	0.00242103	0.432502	0.547457
Cell_202	3.56882e-48	0.0145279	7.07262e-50	0.0113538	0.00356175	0.636262	0.334295
Cell_203	3.41284e-42	0.0178262	8.16658e-36	0.0139289	0.00437035	0.780732	0.183143
Cell_204	3.20179e-67	5.57736e-19	1.85268e-47	1	1.36735e-19	2.44268e-17	4.3799e-17
Cell_205	1.16058e-52	3.08229e-05	1.76028e-47	0.999893	3.1155e-07	5.56548e-05	1.987e-05
Cell_206	1.42802e-39	0.00581389	1.66849e-27	0.00454704	0.00142536	0.254631	0.733583
Cell_207	2.61958e-64	0.0125319	1.10491e-59	0.00979197	0.00307239	0.548861	0.425743
Cell_208	1.1325e-42	0.010434	7.23631e-29	0.0152669	0.0025581	0.456872	0.514869
Cell_209	1.07605e-21	0.0132605	3.74363e-14	0.0103673	0.00325105	0.580714	0.392407
Cell_210	9.9085e-15	0.0194573	3.43371e-11	0.016782	0.00477032	0.851826	0.107164
Cell_211	3.37494e-40	0.0179313	4.19017e-24	0.0140144	0.00439611	0.785334	0.178324
Cell_212	5.15688e-10	1	4.98686e-11	2.61488e-12	8.20448e-13	1.46567e-10	1.39485e-11
Cell_213	2.69639e-43	0.0303401	2.28644e-32	0.0108218	0.00345959	0.604445	0.350933
Cell_214	1.83688e-28	1	8.43211e-18	6.63138e-15	2.06778e-15	3.69347e-13	3.84335e-14
Cell_215	3.1211e-31	0.999957	4.60513e-28	2.49851e-07	7.83942e-08	1.40046e-05	2.86535e-05
Cell_216	1.55308e-44	0.25724	3.55741e-37	0.00837449	0.0692677	0.46448	0.200639
Cell_217	1.06921e-82	6.1181e-30	5.77238e-80	1	1.49995e-30	2.67955e-28	1.40527e-27
Cell_218	2.02858e-50	0.0210101	3.65146e-08	0.016418	0.00515087	0.920165	0.0372558
Cell_219	3.22542e-35	0.0118175	3.07e-32	0.00923804	0.00289722	0.517569	0.458478
Cell_220	8.93433e-32	0.0118876	1.7955e-09	0.00930518	0.00291442	0.520637	0.455256
Cell_221	3.3975e-33	0.0152422	1.80648e-12	0.0119641	0.00373686	0.667519	0.301538
Cell_222	4.44145e-47	5.39764e-16	7.07042e-45	1	1.25573e-16	2.24328e-14	4.28519e-15
Cell_223	2.20525e-36	0.0163541	6.64552e-22	0.0737299	0.00394165	0.704128	0.201847
Cell_224	7.93943e-50	1	5.13603e-30	8.4276e-18	2.64429e-18	4.72381e-16	3.00695e-16
Cell_225	6.2561e-45	1.72932e-14	2.04361e-29	1	4.23967e-15	7.57389e-13	6.13039e-13
Cell_226	7.91008e-33	0.0109707	2.68967e-33	0.00857525	0.00268995	0.480479	0.497285
Cell_227	6.86004e-77	0.0131658	5.61037e-69	0.0103356	0.00322731	0.57653	0.396741
Cell_228	4.44428e-21	2.58091e-05	3.02803e-16	0.99867	5.91805e-06	0.00105668	0.000241552
Cell_229	3.49916e-53	0.0189539	3.67182e-42	0.0225679	0.00464687	0.830073	0.123758
Cell_230	2.01348e-27	0.999995	5.59425e-15	7.04181e-08	2.2047e-08	3.9381e-06	1.09635e-06
Cell_231	1.25991e-75	1	1.48342e-68	2.50019e-41	7.79429e-42	1.3919e-39	8.03523e-40
Cell_232	3.77387e-60	0.00737313	6.05326e-62	0.00576438	0.00180763	0.32292	0.662135
Cell_233	3.36107e-21	0.00115258	0.859902	0.000895856	0.000280612	0.0501293	0.0876393
Cell_234	6.45906e-43	0.00364635	3.4425e-23	0.00287418	0.000893954	0.159699	0.832887
Cell_235	1.01976e-27	0.0121884	1.6138e-28	0.0095289	0.00298833	0.533557	0.441738
Cell_236	6.1552e-35	0.00723651	1.42059e-26	0.00565646	0.00177492	0.316937	0.668396
Cell_237	7.9337e-55	0.0168258	1.07321e-44	0.0107119	0.00322992	0.568301	0.400931
Cell_238	2.26658e-27	0.993785	4.32458e-17	0.000508369	2.9846e-05	0.00532775	0.000348702
Cell_239	2.37796e-41	0.995965	3.06592e-43	3.79893e-05	1.1844e-05	0.00211514	0.00187046
Cell_240	1.09648e-64	1.88752e-08	2.02256e-57	0.999998	4.62753e-09	8.26678e-07	8.00411e-07
Cell_241	2.55837e-78	0.0156963	5.63931e-51	0.0122669	0.00384817	0.687446	0.280743
Cell_242	7.90962e-41	6.26076e-05	1.07859e-30	0.996654	1.53108e-05	0.00273506	0.000533345
Cell_243	1.50507e-41	1	2.18757e-24	2.60462e-10	8.14436e-11	1.45449e-08	9.71389e-09
Cell_244	4.55918e-15	0.0221407	5.57249e-17	0.0184976	0.00546469	0.9516	0.00229654
Cell_245	3.94116e-22	0.0159666	1.93204e-20	0.0125049	0.00391445	0.69929	0.268324
Cell_246	1.4169e-10	0.121708	2.05464e-12	0.00392415	0.0327727	0.21976	0.621836
Cell_247	8.42989e-45	0.0103675	1.30913e-21	0.0081024	0.00254174	0.454058	0.524931
Cell_248	0.986541	8.06538e-06	0.011967	4.65225e-06	1.45734e-06	0.00026034	0.00121706
Cell_249	2.43073e-21	0.0188752	3.32503e-09	0.0173391	0.00617045	0.825523	0.132093
Cell_250	9.94529e-34	0.00755688	1.20622e-35	0.00590474	0.00185268	0.330969	0.653717
Cell_251	4.19793e-41	0.00384192	1.09359e-28	0.00300708	0.00094191	0.16825	0.823959
Cell_252	1.67451e-50	0.0120025	3.19609e-19	0.00937831	0.00294261	0.525675	0.450001
Cell_253	5.66069e-53	1	7.78554e-35	3.15319e-27	9.81486e-28	1.75335e-25	9.08207e-26
Cell_254	1.94859e-100	0.0112164	1.11824e-83	0.00876438	0.00274986	0.491245	0.486025
Cell_255	1.42575e-56	0.012223	1.84713e-52	0.00958336	0.0029967	0.535331	0.439866
Cell_256	5.08803e-36	0.00427711	2.71095e-35	0.0033427	0.0010928	0.187324	0.803964
Cell_257	5.34645e-71	1.47206e-47	6.66225e-73	1.16067e-47	1	6.44717e-46	5.45552e-46
Cell_258	1.35811e-33	0.0126749	7.882e-20	0.00991062	0.00310745	0.555116	0.419191
Cell_259	7.81265e-65	0.0162516	1.67359e-36	0.0129691	0.00398432	0.711758	0.255037
Cell_260	0.00644075	0.00141036	0.843215	0.00110319	0.000345757	0.0617669	0.0857177
Cell_261	6.46808e-42	0.0188492	1.29227e-43	0.0147667	0.00462113	0.825535	0.136228
Cell_262	1.38452e-21	0.0197883	1.91954e-16	0.0157521	0.00485424	0.864497	0.0951088
Cell_263	1.18802e-19	0.0196051	1.06026e-11	0.03508	0.00481122	0.850749	0.0897551
Cell_264	2.21095e-46	0.00619683	1.06654e-37	0.00484245	0.00151926	0.271385	0.716057
Cell_265	1.97429e-30	4.09732e-05	1.07373e-26	3.22617e-05	0.997242	0.00179257	0.000892617
Cell_266	4.38777e-28	0.0169614	0.0278131	0.0241515	0.00415834	0.742849	0.184067
Cell_267	2.0566e-41	0.016192	3.82682e-27	0.157506	0.00396971	0.709156	0.113176
