cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6
Cell_19	1.75111e-45	2.24338e-28	1	1.85391e-40	3.91633e-29	9.60182e-30	1.74371e-27
Cell_20	2.14697e-30	0.664514	0.00563075	4.20216e-16	0.00720601	0.0017666	0.320883
Cell_21	1.06441e-27	4.106e-09	1	1.17546e-17	2.89388e-10	7.09484e-11	1.28869e-08
Cell_22	1.39131e-29	2.83345e-06	1.34646e-07	1.11166e-14	1.72336e-07	0.999989	7.67325e-06
Cell_23	0.981005	0.00118805	0.000107688	0.0119096	0.000126485	3.10114e-05	0.00563259
Cell_24	2.53129e-12	0.390103	0.0102429	5.85188e-08	0.0130999	0.00321168	0.583342
Cell_25	5.74245e-22	0.243009	0.0127055	4.00083e-10	0.0162589	0.00398616	0.724041
Cell_26	3.67432e-32	2.79812e-06	1.68712e-05	6.86059e-16	2.0072e-07	0.999971	8.93835e-06
Cell_27	3.40892e-21	0.161123	0.0152351	3.04896e-14	0.0445813	0.00544297	0.773617
Cell_28	1.59803e-28	0.00559883	0.984929	1.73088e-14	0.000207046	5.07292e-05	0.00921428
Cell_29	6.08196e-30	9.81642e-11	9.83898e-12	2.72759e-29	1	3.80392e-09	5.60687e-10
Cell_30	6.95706e-26	0.00382937	0.959994	6.56744e-22	0.00557724	0.000167883	0.0304318
Cell_31	2.78707e-23	0.1855	0.013746	4.46673e-21	0.0174926	0.00428859	0.778973
Cell_32	1.4164e-23	3.83701e-05	0.999732	4.29458e-21	5.03795e-06	1.25489e-06	0.000223726
Cell_33	1.60334e-31	4.85882e-08	1	2.60892e-26	3.33433e-09	8.17407e-10	1.48473e-07
Cell_34	2.10997e-49	4.11291e-19	5.89543e-21	4.97453e-31	7.54403e-21	1	3.35949e-19
Cell_35	6.59991e-25	0.142539	0.0470873	1.22098e-16	0.0196125	0.00433269	0.786429
Cell_36	2.65735e-41	0.711231	0.00484757	8.92773e-29	0.00620293	0.00152059	0.276198
Cell_37	2.12858e-45	0.20687	0.0124739	1.87404e-36	0.0760703	0.00386072	0.700725
Cell_38	4.05291e-49	1.45611e-08	1	6.1857e-42	5.41229e-11	1.32692e-11	2.41019e-09
Cell_39	8.66665e-30	0.800633	0.00334636	7.7577e-15	0.00428209	0.00104983	0.190689
Cell_40	7.19693e-49	0.310545	0.0115874	9.13086e-16	0.0148084	0.00363054	0.659429
Cell_41	5.60729e-59	0.326533	0.0113052	4.60379e-48	0.0144651	0.00354638	0.644151
Cell_42	9.32253e-58	0.706615	0.004925	2.99506e-38	0.00630145	0.00154503	0.280613
Cell_43	4.42383e-18	0.041977	0.145233	3.00813e-10	0.533742	0.0015282	0.27752
Cell_44	4.12689e-44	5.1862e-11	3.69257e-12	1.67644e-32	2.25567e-12	1	1.00449e-10
Cell_45	7.73074e-114	0.791648	0.00349684	5.56274e-88	0.00447508	0.00109714	0.199283
Cell_46	3.608e-10	0.0200789	0.0171783	0.000181786	0.021157	0.0051905	0.936214
Cell_47	1.11615e-46	0.283606	0.0120653	7.70203e-23	0.0153861	0.00377217	0.68517
Cell_48	3.61753e-41	0.209577	0.0754889	6.71376e-35	0.0156178	0.00382924	0.695487
Cell_49	5.34011e-33	0.393676	0.010291	5.48825e-18	0.013024	0.00319316	0.579816
Cell_50	6.02526e-25	0.299088	0.0117753	3.11836e-22	0.0150542	0.0036908	0.670392
Cell_51	3.96452e-34	5.76176e-08	0.999997	8.76015e-25	6.4654e-08	1.58497e-08	2.87548e-06
Cell_52	1.80296e-44	0.0249017	0.000860264	1.51459e-37	0.00110087	0.924114	0.0490227
Cell_53	3.25068e-64	0.531591	0.00786164	6.07032e-46	0.0100609	0.00246655	0.44802
Cell_54	5.09503e-50	0.227149	0.0130111	3.99109e-37	0.0165986	0.00407289	0.739168
Cell_55	9.00755e-38	0.370747	0.137066	1.59731e-29	0.0107518	0.002636	0.478799
Cell_56	8.5427e-18	0.704188	0.00510965	1.23922e-19	0.00635041	0.00155691	0.282795
Cell_57	7.10207e-30	0.377552	0.0104475	1.73713e-25	0.0133693	0.00327768	0.595353
Cell_58	0.626425	0.0392187	0.00557544	0.0113448	0.00693447	0.00170038	0.308801
Cell_59	2.14265e-52	0.64986	0.00587721	1.18671e-34	0.00752043	0.00184377	0.334899
Cell_60	0.985009	0.00129405	1.07955e-05	0.0130537	1.38154e-05	3.3871e-06	0.000615226
Cell_61	1.45992e-36	0.0639865	0.84549	4.28725e-33	0.00203346	0.00050005	0.0879899
Cell_62	4.31364e-51	0.0588422	0.0857948	1.71909e-29	0.0187495	0.0045985	0.832015
Cell_63	2.83196e-70	5.43263e-19	7.97008e-21	4.28143e-60	1	2.49978e-21	4.54049e-19
Cell_64	1.06848e-40	0.00032511	0.00458265	1.08851e-27	0.991078	2.19793e-05	0.00399229
Cell_65	8.71734e-92	0.0660835	0.833343	1.05822e-93	0.00219704	0.000538641	0.097838
Cell_66	2.96891e-24	0.561075	0.00736663	5.81046e-12	0.0094274	0.0023113	0.419819
Cell_67	1.78965e-49	0.163681	0.014037	6.00617e-39	0.0179628	0.00440388	0.799915
Cell_68	3.46467e-49	0.319557	0.0114241	4.20627e-51	0.0146149	0.0035831	0.650821
Cell_69	8.69684e-26	0.116511	0.00518435	4.97312e-14	0.581289	0.00162625	0.295389
Cell_70	7.86329e-22	0.289802	0.0119351	3.20173e-23	0.0152536	0.00373969	0.67927
Cell_71	8.78705e-37	0.269045	0.344078	2.18047e-33	0.00845134	0.002072	0.376354
Cell_72	4.62555e-57	2.90324e-07	3.62012e-09	9.32767e-49	0.999999	1.13581e-09	2.06308e-07
Cell_73	4.58273e-61	0.668002	0.00557211	4.73049e-41	0.00713093	0.00174828	0.317547
Cell_74	3.61217e-53	0.881847	0.00198489	5.72148e-54	0.00253774	0.000622171	0.113008
Cell_75	9.34595e-29	0.0039372	0.985192	1.35647e-30	0.000237615	5.82619e-05	0.0105751
Cell_76	5.95556e-30	0.545197	0.00734557	1.43041e-21	0.0265435	0.00230465	0.41861
Cell_77	7.13541e-40	1.70216e-10	1	1.45602e-36	1.42174e-11	3.48565e-12	6.33127e-10
Cell_78	3.06588e-30	0.193325	0.0135455	1.90633e-11	0.0173639	0.00424755	0.771518
Cell_79	3.68508e-57	2.48826e-12	5.51225e-13	1.98401e-30	1	1.73366e-13	3.14123e-11
Cell_80	1.79018e-66	0.260636	0.0124371	2.83687e-45	0.0158772	0.00409295	0.706957
Cell_81	1.32212e-28	0.589375	0.00689941	1.0068e-25	0.00881951	0.00216226	0.392744
Cell_82	2.9768e-63	3.8705e-10	1	6.60349e-26	2.14534e-11	5.25966e-12	9.55358e-10
Cell_83	9.13091e-49	1.59287e-08	0.999999	1.76955e-41	1.11997e-06	2.16739e-10	3.9368e-08
Cell_84	3.37385e-11	0.512206	0.0081874	2.13983e-09	0.0104784	0.00256896	0.466559
Cell_85	5.89155e-19	0.00143144	0.00022111	2.42989e-16	0.988769	5.24604e-05	0.00952648
Cell_86	2.02433e-38	0.0663159	0.0156965	4.95263e-31	0.0200535	0.00491646	0.893018
Cell_87	8.1993e-28	0.689848	0.00521884	2.81365e-26	0.00666119	0.00163924	0.296633
Cell_88	2.56445e-13	0.23206	0.118361	3.49967e-15	0.0141927	0.00347974	0.631907
Cell_89	1.20214e-13	0.159517	0.0142631	1.90413e-14	0.0180638	0.00454296	0.803613
Cell_90	3.56498e-22	0.111159	0.0151767	4.16632e-12	0.0190855	0.00467915	0.8499
Cell_91	1.07949e-40	0.688915	0.0052211	2.82884e-31	0.00668161	0.00163812	0.297544
Cell_92	7.25183e-41	1.87669e-08	1	4.01758e-30	5.00392e-09	1.2268e-09	2.22826e-07
Cell_93	6.03991e-63	2.15097e-12	1.20588e-12	7.13871e-44	1	3.7505e-13	6.8123e-11
Cell_94	1.91499e-30	0.0141717	0.050234	2.16206e-15	0.021295	0.00500783	0.909291
Cell_95	1.24092e-32	0.0270216	0.0163308	2.05145e-29	0.0208992	0.00512381	0.930625
Cell_96	2.66997e-34	0.530877	0.00787361	1.13665e-29	0.010076	0.00247031	0.448703
Cell_97	7.23332e-55	2.27108e-16	1	4.25418e-55	1.103e-16	2.70413e-17	4.91173e-15
Cell_98	1.29335e-56	0.00051073	6.11331e-05	1.88392e-15	0.995934	1.91334e-05	0.00347519
Cell_99	3.98498e-44	0.434056	0.00949848	1.07197e-30	0.0121557	0.00298016	0.54131
Cell_100	1.04619e-49	7.77836e-07	0.999996	3.23134e-30	7.69465e-08	1.88648e-08	3.42657e-06
Cell_101	1.36326e-50	0.0870419	0.000360332	0.877869	0.011184	0.00301159	0.0205331
Cell_102	1.11352e-33	0.492776	0.105082	9.12811e-22	0.00878483	0.00215375	0.391203
Cell_103	0.000229944	0.222227	0.0111053	0.115988	0.0142091	0.0034836	0.632757
Cell_104	6.07673e-28	0.0928384	0.337891	1.50868e-22	0.0282472	0.00401047	0.537013
Cell_105	2.01266e-32	0.00608377	0.00016042	8.99892e-21	0.000205285	0.984409	0.00914174
Cell_106	2.65327e-46	0.418419	0.00983134	1.13776e-30	0.0124899	0.00306212	0.556198
Cell_107	0.986389	0.00118762	7.5184e-06	0.0119787	9.56125e-06	2.34414e-06	0.000425753
Cell_108	4.42419e-57	0.103441	0.0150475	7.91748e-37	0.0192567	0.00472111	0.857534
Cell_109	4.04294e-27	0.0162941	0.653067	2.29021e-25	0.0519422	0.00152663	0.27717
Cell_110	2.09748e-70	5.19407e-08	4.99453e-09	1.50023e-53	6.38981e-09	1	2.84548e-07
Cell_111	1.28775e-35	0.588529	0.00690589	5.19356e-16	0.00883773	0.00216672	0.39356
Cell_112	4.22814e-51	1.99228e-26	3.99759e-26	3.19867e-46	1	1.21506e-26	2.207e-24
Cell_113	1.28922e-51	9.99388e-12	2.15513e-13	1.16736e-43	1	6.76178e-14	1.2282e-11
Cell_114	3.54838e-69	2.75845e-19	4.5237e-20	6.41961e-60	1	1.41869e-20	2.57687e-18
Cell_115	2.45294e-24	0.0134154	0.00178129	5.85548e-20	0.916213	0.000377012	0.0682135
Cell_116	7.20873e-46	1.79568e-15	1	8.63001e-45	2.10749e-17	5.16693e-18	9.38502e-16
Cell_117	9.22643e-24	0.230652	0.0129479	4.09522e-23	0.0165236	0.00405104	0.735826
Cell_118	4.63513e-31	0.308245	0.0114808	1.40839e-17	0.01461	0.0150556	0.650608
Cell_119	7.75054e-51	7.28438e-09	3.31885e-10	9.63048e-53	4.26569e-10	1	1.89104e-08
Cell_120	3.26916e-67	1.42135e-05	0.999946	1.0945e-54	8.72132e-07	2.13818e-07	3.88376e-05
Cell_121	3.91483e-61	0.511331	0.00820295	1.19269e-28	0.0104958	0.00257323	0.467397
Cell_122	2.53473e-40	0.235079	0.0128386	1.72273e-16	0.0164293	0.00402792	0.731625
Cell_123	1.69374e-14	0.480376	0.00877956	4.22409e-12	0.0111598	0.00273603	0.496949
Cell_124	2.22944e-18	0.203322	0.0135219	5.95129e-15	0.0171092	0.00419464	0.761852
Cell_125	3.73707e-25	0.284852	0.012008	7.57506e-23	0.0153606	0.00376591	0.684014
Cell_126	1.41522e-33	0.0440254	0.0199871	1.4113e-23	0.02045	0.00501372	0.910524
Cell_127	1.33462e-31	3.64159e-05	1.15613e-05	1.82728e-19	0.999326	3.44288e-06	0.000622245
Cell_128	2.74232e-93	3.0953e-09	1.52491e-08	1.76468e-61	1	4.78152e-11	8.68509e-09
Cell_129	6.8514e-31	0.399869	0.0100739	1.95773e-17	0.0128898	0.00316016	0.574007
Cell_130	2.95427e-40	0.233405	0.0128809	4.59884e-38	0.0164649	0.00403666	0.733212
Cell_131	1.83901e-41	0.0135773	0.0100254	0.0101444	0.311172	0.0837912	0.571289
Cell_132	3.79522e-87	0.787545	0.00356575	7.09632e-87	0.00456318	0.00111875	0.203207
Cell_133	1.6789e-47	1.88198e-13	3.2178e-15	1.98683e-39	1	1.00938e-15	1.83342e-13
Cell_134	6.96097e-08	0.625365	0.00628395	0.00270845	0.00799319	0.00195982	0.35569
Cell_135	8.00174e-29	0.565641	0.00761348	6.54216e-19	0.00932228	0.00228552	0.415138
Cell_136	2.13549e-50	0.806765	0.00324332	2.40764e-44	0.00415038	0.00101754	0.184823
Cell_137	1.48276e-24	0.200279	0.343472	1.33312e-11	0.00996688	0.00244356	0.443838
Cell_138	1.43195e-26	0.13696	0.00996314	2.13352e-18	0.0127498	0.272558	0.567768
Cell_139	0.984141	0.00118836	4.57383e-05	0.0119469	5.8504e-05	1.43434e-05	0.002605
Cell_140	3.46531e-42	0.357748	0.0107914	3.56292e-26	0.0137988	0.00338301	0.614279
Cell_141	1.80617e-45	0.0826148	0.594171	7.95443e-23	0.00706066	0.00173104	0.314422
Cell_142	9.82579e-27	0.616926	0.00643389	1.59988e-12	0.0082287	0.00201744	0.366394
Cell_143	2.01712e-43	0.452821	0.00918387	7.04436e-36	0.0117525	0.00288134	0.523362
Cell_144	5.20462e-32	0.460594	0.00907117	0.000397548	0.0115765	0.00283818	0.515522
Cell_145	1.12185e-30	0.547761	0.0152813	7.04778e-22	0.00954536	0.00234023	0.425072
Cell_146	7.70078e-113	0.431366	0.00954455	1.19644e-79	0.0122133	0.00299431	0.543882
Cell_147	2.79452e-25	0.574163	0.00714846	9.93398e-16	0.00914633	0.00224245	0.4073
Cell_148	6.37887e-62	5.9371e-17	1	4.35728e-40	5.74426e-19	1.4083e-19	2.55802e-17
Cell_149	1.71736e-37	0.0606839	0.015819	3.65368e-29	0.020174	0.004946	0.898377
Cell_150	1.02898e-29	0.196636	0.0135	7.98402e-21	0.0172546	0.00423028	0.768379
Cell_151	3.01285e-37	0.105833	0.0150119	6.55517e-39	0.0192052	0.00470848	0.855242
Cell_152	2.87692e-30	0.766191	0.00392544	3.54286e-32	0.005022	0.00123123	0.223631
Cell_153	6.43017e-09	0.373731	0.0105151	3.23917e-08	0.0134515	0.00329788	0.599005
Cell_154	1.0272e-41	0.283962	0.0120398	1.62703e-42	0.01538	0.00377072	0.684847
Cell_155	5.112e-79	8.77437e-15	1.14767e-15	1.07007e-74	1	3.6004e-16	6.5397e-14
Cell_156	3.04277e-42	0.193277	0.0136068	5.01592e-24	0.0173257	0.00424769	0.771543
Cell_157	4.89309e-43	6.76887e-07	0.999992	2.38914e-21	1.51124e-07	3.70506e-08	6.72976e-06
Cell_158	0.969579	0.00264622	1.82773e-05	0.0266875	2.33636e-05	5.728e-06	0.00104042
Cell_159	6.96245e-46	4.25168e-07	2.60391e-07	2.018e-42	0.999984	8.16757e-08	1.48355e-05
Cell_160	4.89252e-47	2.98725e-13	2.32843e-14	4.80717e-35	1	7.02624e-15	1.26899e-12
Cell_161	3.14799e-45	9.28903e-08	4.14261e-09	1.03819e-39	5.30658e-09	1	2.36076e-07
Cell_162	3.66495e-57	0.596986	0.00676548	4.8498e-37	0.00865685	0.00212242	0.385469
Cell_163	0.977648	0.00191262	2.31654e-05	0.0190721	2.93622e-05	7.19864e-06	0.00130754
Cell_164	0.986565	0.00118736	4.55753e-06	0.0119762	5.83203e-06	1.42982e-06	0.00025971
Cell_165	1.83848e-44	0.00164731	0.000122254	1.73877e-15	0.991237	3.8292e-05	0.00695522
Cell_166	2.09481e-59	0.179999	0.0138257	8.22734e-08	0.017611	0.00431763	0.784247
Cell_167	1.02285e-10	0.215904	0.0131817	1.26708e-07	0.0168546	0.00413257	0.749927
Cell_168	5.43289e-47	0.0525467	0.0165138	2.03182e-35	0.0203371	0.00498601	0.905616
Cell_169	5.86327e-30	0.251457	0.0125912	1.43825e-12	0.016077	0.00394207	0.715933
Cell_170	0.984694	0.00118606	4.73771e-05	0.0119535	4.62866e-05	1.1348e-05	0.00206118
Cell_171	5.04339e-38	0.0676701	0.0156704	1.47545e-37	0.0200247	0.0049094	0.891725
Cell_172	4.58692e-74	1.5186e-11	1	2.17027e-40	2.23512e-12	5.48011e-13	9.95324e-11
Cell_173	4.08984e-42	0.336553	0.0111354	6.95641e-39	0.0142498	0.00349357	0.634568
Cell_174	5.46145e-79	9.91784e-36	5.19065e-37	1.47072e-52	1	1.62792e-37	2.95693e-35
Cell_175	8.25999e-37	0.680241	0.00536936	3.03053e-28	0.00686785	0.00168377	0.305838
Cell_176	3.74852e-53	0.157536	0.00801952	9.94649e-43	0.645653	0.00103369	0.187758
Cell_177	3.32486e-49	0.242679	0.0134452	2.14987e-42	0.0162508	0.0039842	0.723641
Cell_178	4.81234e-29	0.318063	0.0114462	1.14824e-26	0.0146469	0.00359094	0.652253
Cell_179	2.93312e-18	4.2469e-09	6.43822e-11	3.56353e-20	1	2.01733e-11	3.66403e-09
Cell_180	5.43677e-34	6.40825e-15	3.95237e-16	7.29818e-27	5.05842e-16	1	2.25228e-14
Cell_181	6.86661e-29	5.50996e-08	9.0896e-10	2.04684e-18	1	2.85181e-10	5.17999e-08
Cell_182	1.71058e-53	0.610684	0.00662886	4.51243e-39	0.00836099	0.00204957	0.372276
Cell_183	5.73943e-36	0.441743	0.00906384	6.16729e-16	0.0380744	0.00279854	0.50832
Cell_184	0.986408	0.00118733	7.16918e-06	0.0119772	9.17456e-06	2.2493e-06	0.000408557
Cell_185	7.32814e-21	0.536149	0.00781145	3.0224e-18	0.0099625	0.00244249	0.443634
Cell_186	2.84496e-21	0.597203	0.00676381	2.92385e-22	0.00865413	0.00212178	0.385257
Cell_187	2.74568e-58	3.98318e-34	1	6.15443e-54	5.05429e-35	1.23915e-35	2.25077e-33
Cell_188	2.94597e-72	1.74599e-43	2.13623e-44	8.10873e-74	2.73312e-44	1	1.2171e-42
Cell_189	1.12482e-24	0.115263	0.0148545	3.66572e-22	0.0190027	0.00465885	0.846221
Cell_190	8.03218e-77	1.66443e-29	1.64892e-30	3.02516e-56	1	4.91322e-31	8.92426e-29
Cell_191	4.54851e-44	2.34596e-09	1.23963e-10	3.33359e-19	1	3.88911e-11	7.06413e-09
Cell_192	0.837171	0.0137068	0.000280355	0.132603	0.000354739	8.69705e-05	0.0157972
Cell_193	0.986344	0.00119502	8.05148e-06	0.011981	1.03004e-05	2.52532e-06	0.000458685
Cell_194	1.79577e-31	0.301599	0.0169388	9.55294e-28	0.0148869	0.0036498	0.662925
Cell_195	7.9206e-46	3.61303e-06	0.999918	4.44845e-25	6.7123e-05	6.28521e-08	1.14163e-05
Cell_196	4.61029e-09	1.05476e-05	1.00123e-06	2.76691e-08	0.999935	8.18823e-07	5.23692e-05
Cell_197	4.13621e-34	0.599261	0.00672577	5.59027e-20	0.00860724	0.00211021	0.383296
Cell_198	1.25314e-55	1.78449e-07	2.34282e-08	3.16155e-46	6.29015e-09	1	2.80076e-07
Cell_199	2.27703e-18	0.010549	0.0166628	6.52403e-14	0.0212507	0.00521025	0.946327
Cell_200	1.77198e-57	3.90715e-33	2.09182e-34	1.68948e-46	1	6.56297e-35	1.19204e-32
Cell_201	9.27704e-23	0.53827	0.00777792	8.14274e-10	0.0099166	0.00243122	0.441604
Cell_202	3.5271e-48	0.322478	0.0113736	6.9962e-50	0.0145524	0.0035678	0.648028
Cell_203	3.40183e-42	0.178182	0.0137931	8.14752e-36	0.0176514	0.00432754	0.786046
Cell_204	3.18977e-67	4.259e-17	1	1.84737e-47	5.57705e-19	1.36729e-19	2.48352e-17
Cell_205	1.1725e-52	1.95936e-05	0.999893	1.77995e-47	3.08212e-05	3.11536e-07	5.65854e-05
Cell_206	1.41498e-39	0.709486	0.00488033	1.65474e-27	0.00623969	0.00152977	0.277865
Cell_207	2.63545e-64	0.418068	0.00976676	1.11259e-59	0.012499	0.00306434	0.556602
Cell_208	1.12229e-42	0.498012	0.0155525	7.17747e-29	0.0106286	0.00260584	0.473201
Cell_209	1.07953e-21	0.384252	0.0103412	3.7591e-14	0.0132264	0.00324272	0.588938
Cell_210	9.97102e-15	0.105259	0.0165538	3.45847e-11	0.0191916	0.00470523	0.85429
Cell_211	3.44217e-40	0.177523	0.0138074	4.27747e-24	0.0176655	0.00433099	0.786673
Cell_212	4.87807e-10	1.28785e-11	2.61502e-12	4.72147e-11	1	8.20457e-13	1.49026e-10
Cell_213	2.679e-43	0.340323	0.01083	2.27372e-32	0.0303616	0.00346209	0.615024
Cell_214	1.89994e-28	3.88014e-14	6.63174e-15	8.72942e-18	1	2.0678e-15	3.75543e-13
Cell_215	2.92679e-31	2.62264e-05	2.49866e-07	4.3223e-28	0.999959	7.83952e-08	1.42396e-05
Cell_216	1.50481e-44	0.189749	0.00840707	3.44993e-37	0.258226	0.0695341	0.474084
Cell_217	1.04691e-82	1.34302e-27	1	5.65706e-80	6.11777e-30	1.49989e-30	2.72435e-28
Cell_218	2.10414e-50	0.0377184	0.016152	3.79087e-08	0.0206685	0.00506719	0.920394
Cell_219	3.18625e-35	0.442068	0.00936827	3.03544e-32	0.0119835	0.00293793	0.533642
Cell_220	9.00075e-32	0.447661	0.00928651	1.81047e-09	0.0118631	0.00290844	0.528281
Cell_221	3.37574e-33	0.292434	0.0119294	1.79651e-12	0.0151972	0.00372587	0.676714
Cell_222	4.59392e-47	4.32619e-15	1	7.31969e-45	5.39734e-16	1.25568e-16	2.28079e-14
Cell_223	2.22541e-36	0.198816	0.072934	6.71229e-22	0.0161767	0.00389893	0.708174
Cell_224	8.0515e-50	2.9764e-16	8.42807e-18	5.2132e-30	1	2.64432e-18	4.80307e-16
Cell_225	5.91108e-45	5.65365e-13	1	1.93264e-29	1.72923e-14	4.23948e-15	7.70054e-13
Cell_226	7.91081e-33	0.485425	0.00863948	2.69233e-33	0.0110523	0.00270998	0.492173
Cell_227	6.84308e-77	0.386286	0.0103494	5.60152e-69	0.0131826	0.00323146	0.58695
Cell_228	4.48989e-21	0.000238189	0.998656	3.06185e-16	2.58074e-05	5.9177e-06	0.00107434
Cell_229	3.4197e-53	0.118052	0.0223607	3.59166e-42	0.0187789	0.004604	0.836204
Cell_230	2.06921e-27	1.09972e-06	7.0422e-08	5.75426e-15	0.999995	2.20473e-08	4.00418e-06
Cell_231	1.23952e-75	7.71593e-40	2.50032e-41	1.46072e-68	1	7.79438e-42	1.41526e-39
Cell_232	3.75232e-60	0.642593	0.00600186	6.02408e-62	0.00767646	0.00188202	0.341846
Cell_233	3.35646e-21	0.0854238	0.000925936	0.85949	0.00119122	0.000290021	0.0526789
Cell_234	6.54357e-43	0.823586	0.00298642	3.49067e-23	0.00378853	0.000928824	0.16871
Cell_235	1.0197e-27	0.431139	0.00955708	1.61515e-28	0.0122238	0.00299704	0.544083
Cell_236	6.15488e-35	0.652361	0.00583669	1.42179e-26	0.00746668	0.0018314	0.332504
Cell_237	7.85104e-55	0.387256	0.0107853	1.06298e-44	0.0169402	0.00325193	0.581766
Cell_238	2.30825e-27	0.000346611	0.000508352	4.40802e-17	0.993699	2.98437e-05	0.00541666
Cell_239	2.3912e-41	0.00183585	3.79913e-05	3.08575e-43	0.995964	1.18441e-05	0.00215062
Cell_240	1.08542e-64	7.73375e-07	0.999998	2.00397e-57	1.88742e-08	4.62733e-09	8.40502e-07
Cell_241	2.56997e-78	0.275265	0.0121659	5.66996e-51	0.0155662	0.00381632	0.693187
Cell_242	8.01829e-41	0.000527729	0.996614	1.09439e-30	6.26016e-05	1.53095e-05	0.00278068
Cell_243	1.47285e-41	9.27836e-09	2.60476e-10	2.14265e-24	1	8.14445e-11	1.47889e-08
Cell_244	4.81433e-15	0.00236701	0.018206	5.88962e-17	0.0217904	0.00537829	0.952258
Cell_245	3.91647e-22	0.26026	0.0124438	1.92166e-20	0.0158878	0.00389517	0.707513
Cell_246	1.39151e-10	0.596072	0.00415124	2.01963e-12	0.128744	0.0346677	0.236364
Cell_247	8.39951e-45	0.510518	0.0082169	1.30558e-21	0.0105134	0.00257754	0.468174
Cell_248	0.986555	0.00118794	4.64979e-06	0.0119779	8.06068e-06	1.45651e-06	0.000264553
Cell_249	2.4449e-21	0.129682	0.0171151	3.3474e-09	0.0186303	0.00609046	0.828483
Cell_250	1.00247e-33	0.64316	0.00598905	1.21693e-35	0.00766435	0.00187905	0.341308
Cell_251	4.26177e-41	0.816466	0.00308576	1.11121e-28	0.00394222	0.000966512	0.175539
Cell_252	1.65089e-50	0.433035	0.00951554	3.15384e-19	0.0121775	0.00298554	0.542287
Cell_253	5.60516e-53	8.77769e-26	3.15337e-27	7.71607e-35	1	9.81497e-28	1.78277e-25
Cell_254	1.93174e-100	0.470286	0.00889067	1.10956e-83	0.0113774	0.00278936	0.506656
Cell_255	1.40643e-56	0.423516	0.00970795	1.82373e-52	0.0123812	0.00303553	0.551359
Cell_256	5.16676e-36	0.796859	0.00340937	2.75536e-35	0.00436218	0.00111455	0.194255
Cell_257	5.31449e-71	5.29309e-46	1.16072e-47	6.62835e-73	1.47205e-47	1	6.55527e-46
Cell_258	1.35325e-33	0.407691	0.00994787	7.86082e-20	0.0127219	0.00311899	0.56652
Cell_259	7.81974e-65	0.249157	0.0128659	1.67661e-36	0.0161214	0.00395244	0.717903
Cell_260	0.00644465	0.0837165	0.00109811	0.844482	0.00140379	0.000344149	0.0625105
Cell_261	6.58729e-42	0.135418	0.014548	1.31727e-43	0.0185691	0.00455251	0.826913
Cell_262	1.40551e-21	0.094239	0.0155194	1.95038e-16	0.0194948	0.0047823	0.865965
Cell_263	1.20292e-19	0.0887053	0.0345801	1.07452e-11	0.0193246	0.00474244	0.852647
Cell_264	2.22245e-46	0.70255	0.004993	1.07304e-37	0.00638914	0.00156643	0.284501
Cell_265	1.96323e-30	0.000866367	3.22629e-05	1.06867e-26	4.09726e-05	0.997238	0.00182261
Cell_266	4.34498e-28	0.177909	0.02397	0.0275666	0.016833	0.00412691	0.749595
Cell_267	1.98627e-41	0.106689	0.156565	3.69926e-27	0.0160944	0.00394582	0.716706
