cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9
Cell_1252	1.52956e-10	0.0017958	4.59765e-05	3.33082e-24	1.19655e-05	5.69085e-06	0.000158917	0.996508	0.000829196	0.000644333
Cell_1253	1.16832e-12	0.0090229	1.91398e-05	2.28752e-12	6.79905e-05	3.26485e-05	0.980416	3.71265e-06	0.00675539	0.0036824
Cell_1254	5.83326e-05	0.00149366	7.15133e-06	0.704658	1.26983e-06	1.21987e-05	9.3417e-06	0.292218	0.00148135	6.08938e-05
Cell_1255	0.737498	0.0186356	0.0904141	1.13552e-05	0.000492614	0.0342326	0.0039042	0.0772493	0.0106294	0.026933
Cell_1256	1.25134e-11	0.0278762	0.00197709	4.65814e-16	0.00470567	0.00107447	0.761892	6.51679e-05	0.00932995	0.19308
Cell_1257	0.980352	1.47492e-13	0.0142522	1.08311e-17	1.83537e-14	0.00539616	1.73425e-13	5.27351e-21	1.08478e-13	1.01607e-12
Cell_1258	1.31057e-14	3.85833e-05	1.31542e-06	7.12173e-19	2.845e-08	2.6263e-07	4.95318e-06	0.999835	0.000118877	1.47195e-06
Cell_1259	2.37755e-17	3.45479e-05	3.3091e-07	9.62052e-21	3.84334e-09	7.72279e-08	3.08682e-08	0.99994	2.44864e-05	2.09374e-07
Cell_1260	9.46486e-05	0.0304168	0.00192649	2.80036e-06	0.00103686	0.00328618	0.227048	1.87565e-17	0.678649	0.0575389
Cell_1261	5.99224e-20	0.248323	1.23487e-17	0.0175438	0.0101904	0.00030568	0.0842476	2.79006e-17	0.0733558	0.566034
Cell_1262	0.00425499	0.068346	0.000266145	0.719894	0.00216227	0.000453987	0.0233767	0.00379089	0.0715339	0.105921
Cell_1263	1.59186e-09	0.000150572	3.31393e-11	0.967143	1.26444e-05	0.000170884	0.000122086	3.89224e-14	0.0317533	0.000647519
Cell_1264	3.26664e-07	0.0295497	6.59459e-05	1.00418e-16	0.0035074	1.8465e-05	0.767685	5.01726e-09	0.00462543	0.194548
Cell_1265	0.0816403	0.0921859	0.0100088	2.09997e-18	0.00132718	0.00123238	0.0287648	0.649075	0.0678008	0.0679649
Cell_1266	0.00916126	0.025665	0.000573026	0.818041	0.000361313	0.000977462	0.00511291	0.00200063	0.120094	0.0180132
Cell_1267	3.59078e-05	0.00056895	4.65488e-07	0.994726	1.07456e-06	1.98506e-05	8.27235e-06	4.40144e-11	0.00457988	5.91042e-05
Cell_1268	2.58737e-11	0.000115337	4.0349e-09	3.08219e-15	0.999678	1.78637e-07	2.66839e-05	7.98966e-06	1.51217e-05	0.000156337
Cell_1269	1.28606e-06	0.0702488	8.8292e-05	3.18913e-05	0.00732083	0.000150608	0.474043	0.000535673	0.0521467	0.395433
Cell_1270	5.16977e-09	0.00389955	6.33792e-10	0.994694	2.76278e-06	4.9973e-06	3.28785e-05	1.03261e-05	0.00120927	0.000146173
Cell_1271	0.000281109	0.020306	1.75831e-05	0.964718	7.46847e-05	2.9993e-05	0.000645144	0.0032533	0.0065484	0.00412571
Cell_1272	1.96605e-20	0.000192783	1.23376e-06	1.56887e-21	5.15895e-07	4.67125e-07	4.30711e-06	0.999575	0.000197474	2.85219e-05
Cell_1273	3.64189e-10	0.091039	1.34273e-06	1.11181e-06	0.00297373	0.000300447	0.629666	6.3311e-06	0.116442	0.159571
Cell_1274	3.511e-07	0.000898519	0.000199962	2.47e-25	8.86999e-05	2.41815e-05	0.000589941	0.991766	0.00351338	0.00291854
Cell_1275	2.5145e-16	0.000494695	0.000289336	5.19326e-28	4.59526e-05	3.83152e-05	0.00157319	0.986495	0.0090633	0.00200011
Cell_1276	3.58569e-18	6.95195e-05	4.12596e-06	6.47689e-25	4.87102e-07	6.71658e-07	4.30268e-06	0.999854	5.62319e-05	1.01663e-05
Cell_1277	0.986426	5.16156e-11	0.0110051	1.07925e-13	3.67538e-12	0.00256839	1.3863e-10	1.34179e-18	7.05853e-11	1.7625e-10
Cell_1278	5.81269e-05	0.00913084	7.12611e-06	0.747562	4.41112e-05	1.21556e-05	0.000781309	0.23717	0.00292876	0.00230567
Cell_1279	2.24787e-16	0.000109137	1.43546e-05	3.04069e-30	7.97497e-08	2.14021e-06	6.17026e-07	0.999477	0.000391778	4.41752e-06
Cell_1280	1.34056e-10	0.000399082	6.52137e-06	1.98626e-11	6.72504e-06	2.46912e-06	0.000155386	0.998946	0.000117019	0.000367143
Cell_1281	2.72019e-10	0.0894689	8.33708e-10	6.13389e-07	0.0110351	0.000422336	0.257417	1.01772e-07	0.033437	0.608219
Cell_1282	3.11482e-08	0.229354	1.98428e-07	0.0231708	0.010401	0.00141103	0.101446	1.87169e-08	0.0655589	0.568658
Cell_1283	1.55469e-13	0.000244945	2.62776e-06	8.50631e-18	8.11557e-06	5.24647e-07	0.000107325	0.999242	7.81114e-05	0.000316719
Cell_1284	1.513e-07	0.000801954	1.54878e-09	0.998989	7.27667e-07	1.03109e-06	1.68267e-06	2.65163e-15	0.000200665	4.96562e-06
Cell_1285	1.6689e-07	0.46914	8.00347e-06	4.55891e-05	0.000867493	0.00532824	0.123851	1.69716e-05	0.369356	0.0313864
Cell_1286	1.47681e-12	0.000241217	3.88496e-06	4.97091e-22	1.25825e-06	5.14464e-07	2.91155e-05	0.99952	0.000135269	6.87933e-05
Cell_1287	1.11353e-11	0.395878	5.9356e-07	5.64987e-11	0.000304244	0.000122524	0.00242892	0.526103	0.0582959	0.0168663
Cell_1288	4.93227e-05	0.00522317	6.04675e-06	0.00698123	9.03251e-06	5.26249e-06	0.000111065	0.983638	0.00352688	0.000450314
Cell_1289	4.91695e-10	0.163088	0.00435345	5.15532e-25	2.68304e-07	0.00117109	2.3268e-06	0.0556626	0.775707	1.488e-05
Cell_1290	0.000310341	0.00876097	3.80465e-05	7.66147e-06	0.00112269	1.09342e-05	0.0207353	0.904653	0.00317019	0.0611904
Cell_1291	1.97149e-07	0.000732298	9.45462e-06	9.96875e-06	5.73447e-06	8.22836e-06	0.000131759	0.996561	0.00223014	0.000311318
Cell_1292	1.77421e-05	0.00238737	2.17511e-06	0.834123	2.89201e-05	3.71027e-06	0.0005407	0.160501	0.000800141	0.00159562
Cell_1293	2.15109e-13	8.48754e-07	1.52331e-10	6.32086e-17	2.98573e-08	1.88545e-09	0.999997	4.27954e-12	3.14949e-07	1.62994e-06
Cell_1294	1.72069e-12	0.00164211	2.1095e-13	0.995612	2.13386e-07	7.60522e-06	2.20056e-06	5.86698e-09	0.0027256	9.97084e-06
Cell_1295	3.17385e-05	0.00726471	3.891e-06	0.000702352	0.0001095	2.11461e-06	0.000919631	0.980615	0.00435629	0.00599461
Cell_1296	0.949426	0.000796405	0.0371684	1.03216e-09	1.112e-08	0.00742087	9.28215e-07	3.73898e-06	0.00518357	4.6105e-07
Cell_1297	9.70585e-08	0.00668772	1.35062e-06	9.17708e-12	3.65419e-05	3.36811e-05	0.983291	1.67052e-11	0.00793308	0.00201614
Cell_1298	3.28605e-09	0.00201265	3.3232e-10	0.995445	1.73932e-05	2.62027e-06	0.00112625	5.90397e-12	0.000456174	0.000939486
Cell_1299	9.93615e-05	0.0224462	0.00383999	1.02496e-05	0.00296954	0.00655022	0.0455281	3.70038e-08	0.758157	0.160399
Cell_1300	0.000101483	0.00773998	1.24414e-05	1.78756e-13	4.32739e-07	1.68591e-06	3.31102e-06	0.991108	0.00100901	2.40163e-05
Cell_1301	8.87548e-05	0.00492668	1.0881e-05	0.00333911	0.000369499	9.46971e-06	0.00371723	0.96699	0.00215896	0.0183898
Cell_1302	0.0114028	0.00635643	0.00139793	2.26221e-06	0.000642064	0.000401752	0.00494407	0.673955	0.265272	0.0356249
Cell_1303	5.69799e-17	0.000298244	6.77993e-19	0.99949	1.36698e-06	5.89535e-07	1.10819e-05	1.13208e-23	0.000123335	7.58585e-05
Cell_1304	0.00145061	0.0195663	0.000177839	1.71615e-09	0.000696766	3.1595e-05	0.00944613	0.903738	0.0265933	0.0382995
Cell_1305	4.0817e-09	0.000253293	2.30042e-05	1.31941e-20	8.47312e-06	2.94871e-06	0.000175668	0.998956	0.000165803	0.000415064
Cell_1306	2.67241e-17	8.00679e-05	4.16751e-15	2.09282e-07	2.51056e-06	1.50248e-07	0.999747	1.92165e-13	3.08071e-05	0.000138822
Cell_1307	3.73253e-17	0.0402777	1.28652e-11	9.84985e-09	0.00343656	0.000281142	0.740323	2.3299e-16	0.0280685	0.187613
Cell_1308	0.00037451	0.00709973	4.59134e-05	0.00823621	8.17291e-05	3.99584e-05	0.00107729	0.974286	0.00439111	0.0043679
Cell_1309	9.50619e-18	0.000395324	2.64128e-06	8.42157e-21	1.18864e-06	6.16422e-07	2.27953e-05	0.999454	5.76997e-05	6.53367e-05
Cell_1310	1.47052e-08	8.61546e-05	8.37509e-06	3.14644e-10	7.38862e-08	3.17098e-06	8.99255e-07	0.999421	0.000476695	4.07456e-06
Cell_1311	5.40544e-06	0.000174769	0.000259227	5.20908e-09	3.04579e-06	9.81485e-05	8.85453e-07	0.987701	0.0117521	5.24728e-06
Cell_1312	5.23848e-05	0.00120477	6.42215e-06	0.70077	3.3874e-06	1.09548e-05	3.00874e-05	0.297098	0.000636959	0.000187969
Cell_1313	1.02928e-18	8.40451e-05	1.77477e-05	2.1061e-24	4.74441e-06	3.15307e-06	3.7524e-05	0.998922	0.000667098	0.000263295
Cell_1314	5.99908e-15	0.000241143	6.0669e-16	0.998571	1.82081e-05	8.31915e-07	0.000162193	3.02529e-18	5.59846e-05	0.000950268
Cell_1315	1.4208e-13	0.000584313	1.74184e-14	0.998329	1.61846e-05	6.27973e-07	0.00048804	4.99715e-10	0.000174922	0.000407109
Cell_1316	1.45529e-05	0.000126863	1.78412e-06	1.71718e-12	1.60374e-06	2.58695e-07	0.000330273	0.999381	5.95259e-05	8.36981e-05
Cell_1317	2.35029e-13	0.00013292	6.18274e-07	9.36462e-15	1.41519e-06	1.77686e-07	5.94635e-05	0.999676	5.34209e-05	7.56001e-05
Cell_1318	1.51949e-10	0.000428049	3.16328e-12	0.997974	1.51366e-06	1.63116e-05	0.000161232	4.45856e-15	0.00133894	8.00849e-05
Cell_1319	3.59381e-07	0.00337434	1.72347e-05	0.000440956	0.000136844	2.93988e-05	0.029705	0.955824	0.00294419	0.00752787
Cell_1320	2.86208e-09	0.0018012	1.61306e-05	4.02312e-10	0.000116215	6.10736e-06	0.000198216	0.995743	0.00122111	0.000898127
Cell_1321	5.57379e-05	0.000923937	6.83324e-06	8.51341e-11	7.54747e-06	1.11237e-06	5.85059e-05	0.997592	0.000962232	0.000392528
Cell_1322	0.00545378	0.0289492	0.00066861	6.88779e-09	0.00331183	0.000133492	0.720681	0.0342617	0.0239047	0.182636
Cell_1323	1.99871e-10	0.0170437	1.94387e-05	1.17612e-18	1.79233e-05	0.00299232	0.00159106	0.000297555	0.977044	0.000993723
Cell_1324	1.10405e-07	0.00197203	1.35352e-08	0.964704	0.00011341	0.000106722	0.0106215	1.19479e-05	0.0163132	0.00615691
Cell_1325	6.64888e-16	0.000506549	2.60292e-17	0.993483	1.39392e-05	2.26332e-05	0.000143244	3.15316e-17	0.00507091	0.000759734
Cell_1326	5.64374e-09	0.000883218	6.91898e-10	0.998394	7.7619e-06	5.45545e-06	6.83941e-05	2.07725e-06	0.000211617	0.000427287
Cell_1327	0.00957716	0.0906236	0.00117412	3.35596e-05	0.000697971	0.000444545	0.149835	0.609313	0.100329	0.0379714
Cell_1328	0.989852	1.02682e-17	0.00872719	1.72008e-25	6.39402e-19	0.00142068	6.28698e-18	1.043e-40	1.41672e-17	3.52419e-17
Cell_1329	0.0802067	0.0945775	0.000780036	0.20518	0.00849346	0.00133058	0.206408	8.52881e-14	0.033342	0.369682
Cell_1330	1.97994e-07	0.000840828	2.20894e-09	0.991087	0.000230131	0.000171863	0.00260103	1.47506e-17	0.000410811	0.00465851
Cell_1331	1.24308e-08	0.000653772	1.47912e-10	0.995539	5.68209e-05	1.16625e-06	0.00047818	1.71647e-15	0.000283471	0.0029874
Cell_1332	5.5594e-21	0.250923	1.19226e-16	6.49017e-07	5.45061e-05	0.000900941	0.00111271	1.36325e-18	0.744012	0.00299656
Cell_1333	2.03384e-08	0.0161595	0.00197803	7.54415e-09	9.73372e-06	0.00337411	0.00851228	0.00140184	0.968026	0.000538374
Cell_1334	3.93536e-08	0.436968	5.71495e-05	2.30615e-10	0.175518	0.000468531	0.0129742	0.00102689	0.279085	0.0939019
Cell_1335	3.90824e-13	0.000177777	6.60578e-06	3.36393e-18	2.67572e-06	1.17359e-06	3.1359e-05	0.999503	0.000134941	0.000142089
Cell_1336	1.44328e-13	0.0186561	2.86713e-10	7.42588e-07	5.2943e-05	0.00308878	0.000519732	9.52879e-21	0.974768	0.00291337
Cell_1337	0.000318927	0.0014623	1.72876e-05	0.994862	3.04319e-05	2.9489e-05	0.000322076	1.17253e-10	0.00149805	0.00145934
Cell_1338	0.00019318	0.00345287	2.80842e-06	0.995273	3.08536e-07	4.79057e-06	5.03636e-06	4.97406e-09	0.00106034	7.76096e-06
Cell_1339	4.49323e-17	3.68649e-05	2.86931e-06	2.96538e-39	3.56509e-08	3.42974e-07	3.21518e-07	0.999904	5.35125e-05	1.96602e-06
Cell_1340	2.62739e-12	0.519727	4.8637e-09	1.26159e-08	0.00579687	0.00246383	0.0586489	5.37285e-13	0.102302	0.311061
Cell_1341	1.24088e-06	0.000384009	1.4765e-08	0.999264	4.07366e-06	6.29649e-07	3.35343e-05	2.00481e-11	9.39507e-05	0.000218593
Cell_1342	4.73303e-12	0.00381795	2.96046e-13	0.993822	2.20436e-05	1.06731e-05	0.00028129	1.56046e-09	0.000905402	0.0011405
Cell_1343	0.976253	3.14665e-07	0.00877585	4.20193e-07	1.2554e-10	0.0149697	1.84362e-09	1.74766e-25	2.15046e-07	6.49522e-09
Cell_1344	0.000740259	0.0975947	9.07526e-05	0.49914	1.34942e-05	0.000154805	0.000107815	0.350103	0.051311	0.000743757
Cell_1345	0.00111099	0.00490409	1.18047e-05	0.990954	4.29115e-06	2.01364e-05	4.63569e-05	1.35832e-11	0.00271922	0.000229335
Cell_1346	2.26654e-12	0.000729889	3.83094e-05	6.59764e-10	9.58109e-06	6.53477e-05	0.000131007	0.989734	0.00876081	0.00053117
Cell_1347	0.957549	1.69682e-18	0.0374864	2.48615e-31	1.95211e-19	0.00496413	1.54204e-18	6.12341e-22	1.75227e-15	9.36122e-18
Cell_1348	4.50411e-10	5.89652e-07	8.27274e-09	4.52197e-15	2.10624e-08	4.65498e-08	0.999971	1.66184e-10	2.66916e-05	1.15156e-06
Cell_1349	2.55073e-06	1.07546e-05	3.12709e-07	0.00156171	7.3658e-07	2.72151e-07	2.24152e-05	0.998349	1.22688e-05	4.01462e-05
Cell_1350	0.00900353	0.00177566	0.00110379	1.16716e-05	2.44919e-05	0.000417919	0.000330264	0.921994	0.0639992	0.00133906
Cell_1351	1.10028e-08	0.000475686	6.20113e-05	1.86758e-19	8.39706e-05	8.06423e-06	2.31558e-05	0.998924	0.000278425	0.000144664
Cell_1352	5.42974e-05	0.0039625	6.65663e-06	0.630129	7.7304e-08	1.13548e-05	1.69278e-05	0.35709	0.00872517	4.28986e-06
Cell_1353	2.35268e-07	0.000640816	1.12827e-05	4.94482e-10	2.62217e-07	3.24252e-06	4.06651e-05	0.998633	0.000660568	1.03054e-05
Cell_1354	4.72968e-07	0.0138699	5.79838e-08	0.947426	0.0064981	3.86022e-05	0.0048426	0.000224333	0.00515775	0.021942
Cell_1355	0.524831	0.0291933	0.0328276	0.0110156	0.00395148	0.055997	0.0489649	8.47184e-05	0.0946049	0.198529
Cell_1356	0.00242582	0.00564213	0.000297395	0.000374204	3.76599e-06	0.000161623	3.435e-05	0.968489	0.0223633	0.000208527
Cell_1357	3.11962e-22	0.000277021	2.40745e-06	9.54224e-39	2.90001e-06	2.91133e-07	2.21856e-05	0.999499	3.83639e-05	0.000157801
Cell_1358	4.04176e-05	0.145016	0.0230191	6.70517e-08	0.00152244	0.01251	0.014068	0.13243	0.646197	0.0251961
Cell_1359	5.09882e-25	5.86759e-06	9.16832e-13	8.26854e-27	3.95404e-07	1.47144e-08	0.999971	3.24719e-12	3.42647e-06	1.97128e-05
Cell_1360	0.119762	5.0073e-05	0.777176	7.70488e-18	1.32612e-06	0.102917	1.29381e-05	1.53024e-10	8.56061e-06	7.2525e-05
Cell_1361	1.68054e-16	3.01334e-05	2.339e-06	3.89862e-23	5.46781e-07	3.56508e-07	4.57534e-06	0.999887	4.62391e-05	2.92594e-05
Cell_1362	2.14479e-16	0.0002893	1.36963e-05	7.15945e-17	3.47272e-06	7.44342e-06	4.17528e-05	0.997805	0.00164967	0.000189184
Cell_1363	1.72094e-09	7.95943e-06	2.1012e-07	5.54523e-11	7.5641e-07	1.82868e-07	0.999938	6.31516e-10	1.2049e-05	4.04079e-05
Cell_1364	4.25716e-05	0.00363712	5.21909e-06	0.322757	3.06728e-06	8.90267e-06	2.4492e-05	0.668126	0.00522964	0.000166125
Cell_1365	1.72565e-19	0.00229112	0.000420037	7.74806e-20	4.73663e-05	0.000365558	0.000447158	0.928741	0.0650682	0.00261984
Cell_1366	9.29053e-05	0.000641851	1.13898e-05	0.00054261	2.63204e-06	6.18991e-06	1.87048e-05	0.997633	0.000917173	0.000133361
Cell_1367	8.31792e-09	0.000352791	3.989e-07	2.42603e-11	5.89095e-08	7.96425e-08	9.17601e-07	0.999592	5.01617e-05	3.23277e-06
Cell_1368	9.58203e-09	5.5375e-05	5.45727e-06	2.21204e-09	6.04512e-07	2.96582e-06	4.23425e-06	0.999844	7.75956e-05	1.00046e-05
Cell_1369	2.79688e-08	0.000499082	1.59291e-05	7.62832e-14	1.61333e-05	2.82998e-06	0.000216472	0.99812	0.000252284	0.000877691
Cell_1370	7.57018e-11	2.17462e-06	9.28071e-12	1.71068e-10	6.85062e-08	4.80931e-08	0.999989	8.75372e-12	5.12072e-06	3.62452e-06
Cell_1371	0.846422	0.0688229	0.0231483	7.50178e-06	0.000601342	0.0066526	0.00548275	0.000225125	0.0153535	0.0332839
Cell_1372	0.000407458	0.175477	0.0157469	1.02161e-10	0.000292969	0.00314396	0.00267789	1.72559e-05	0.790103	0.0121337
Cell_1373	9.37879e-09	0.217852	4.77452e-06	1.8387e-09	0.00635247	0.00122507	0.26906	8.01827e-07	0.16343	0.342075
Cell_1374	1.49879e-06	0.00319792	4.09896e-08	0.991719	8.568e-06	2.72884e-05	6.92789e-05	9.91592e-09	0.00450174	0.000474233
Cell_1375	3.6439e-06	0.0480303	4.46726e-07	0.456061	0.000506642	0.000297404	0.0209514	0.00128201	0.44623	0.026637
Cell_1376	2.02857e-07	0.0443536	2.48694e-08	0.943325	3.68167e-06	0.000196089	2.91241e-05	1.44427e-05	0.0118911	0.00018625
Cell_1377	0.00459183	0.00761688	9.55927e-05	0.965463	0.000159806	0.000163061	0.0012178	5.065e-06	0.0118344	0.00885302
Cell_1378	0.925393	1.43413e-05	0.0578823	5.49406e-12	6.02794e-07	0.0166348	1.11826e-05	7.18574e-09	3.05898e-05	3.30002e-05
Cell_1379	6.09085e-10	0.000125323	3.46893e-07	4.90334e-09	7.89096e-06	1.88523e-07	7.76302e-05	0.999323	3.03452e-05	0.000435159
Cell_1380	7.81897e-12	9.00422e-05	1.13671e-13	0.998884	9.60464e-06	4.09809e-06	8.45058e-05	3.5627e-17	0.000399567	0.000527944
Cell_1381	7.76023e-13	0.00358746	1.31165e-05	4.92871e-15	2.2881e-05	4.96617e-06	0.000509139	0.993494	0.00116529	0.00120298
Cell_1382	6.82872e-07	0.00468403	2.67333e-08	0.957349	7.15764e-05	0.00207994	0.00088011	1.60641e-09	0.0313658	0.00356842
Cell_1383	4.38445e-05	0.0109841	5.37515e-06	0.531119	1.069e-05	9.16887e-06	0.000276661	0.453726	0.0034732	0.000351738
Cell_1384	4.77497e-20	0.676758	3.77253e-16	0.00020665	0.000848808	0.00315119	0.0185923	2.33701e-14	0.253553	0.0468896
Cell_1385	4.26972e-09	0.00340551	5.2345e-10	0.995317	2.849e-06	4.12728e-06	4.368e-05	1.26772e-05	0.00105985	0.000153888
Cell_1386	1.18622e-12	0.03295	1.47934e-09	3.04677e-06	3.71864e-05	0.00371724	0.00028813	1.0829e-06	0.960973	0.00203013
Cell_1387	4.50036e-11	0.0020874	2.81492e-12	0.99734	4.37817e-07	2.19011e-07	3.31402e-06	1.84034e-07	0.000544333	2.39019e-05
Cell_1388	4.79221e-19	1.03182e-17	5.87504e-20	2.26875e-19	1	1.00216e-19	1.03325e-17	3.4559e-19	9.29617e-18	4.18934e-17
Cell_1389	0.983585	3.04112e-13	0.0127506	1.28633e-17	6.38796e-15	0.00366439	4.74288e-14	2.42616e-21	4.13024e-11	3.41396e-13
Cell_1390	4.06052e-08	0.00112122	1.94729e-06	8.53191e-06	1.09958e-06	1.69473e-06	1.22995e-05	0.998255	0.000537081	6.08478e-05
Cell_1391	7.49054e-17	0.000268498	8.35688e-19	0.997177	3.7134e-05	7.26656e-07	0.000289026	3.34237e-24	0.000166455	0.00206069
Cell_1392	5.06798e-05	0.001414	1.05505e-06	0.982816	0.000228484	1.7997e-06	0.00254932	2.07136e-07	0.000326148	0.0126119
Cell_1393	3.67295e-14	0.000895434	0.000511205	3.43677e-18	1.36579e-07	0.000146915	9.62255e-07	0.954018	0.0444201	6.90932e-06
Cell_1394	2.95853e-11	0.0081891	3.26072e-09	3.78244e-10	0.000752034	6.23988e-05	0.93571	1.28156e-15	0.0136451	0.041641
Cell_1395	5.01819e-10	0.00027103	8.50679e-12	0.998846	1.13046e-05	6.61859e-07	0.000111363	2.29196e-12	0.000135474	0.000624249
Cell_1396	5.6795e-07	0.00105872	5.64886e-09	0.998336	2.57462e-06	3.76068e-06	7.87899e-05	5.16892e-17	0.000378294	0.000141115
Cell_1397	1.43673e-18	0.00137683	6.53862e-06	4.83836e-20	6.46388e-07	2.47565e-06	8.68917e-06	0.997045	0.00152427	3.52304e-05
Cell_1398	0.988088	2.14996e-20	0.0101145	3.82535e-27	6.28127e-22	0.00179696	1.18859e-19	5.18864e-31	4.82861e-20	3.01214e-20
Cell_1399	0.00354583	0.382209	7.3817e-05	1.31218e-05	0.00416662	0.00416426	0.0502026	2.85369e-11	0.328155	0.22747
Cell_1400	2.40856e-07	0.000471789	1.15507e-05	6.25964e-11	7.68314e-06	2.6957e-06	7.99938e-05	0.998766	0.000236029	0.00042427
Cell_1401	1.58678e-16	0.00185347	4.40884e-05	5.11262e-20	2.515e-06	1.02894e-05	2.3263e-05	0.996067	0.00186333	0.000136295
Cell_1402	0.986793	8.70998e-20	0.0110092	3.75865e-25	3.19273e-21	0.00219805	2.43992e-19	2.51533e-28	5.4565e-19	1.21192e-19
Cell_1403	6.2223e-13	0.000605978	4.7943e-06	6.23096e-19	3.59753e-06	8.5176e-07	0.98938	0.00910626	0.000699512	0.000198926
Cell_1404	1.14567e-12	1.3789e-08	2.38505e-14	4.45468e-10	1.03827e-09	2.28733e-11	1	6.83768e-17	3.23602e-09	5.21643e-08
Cell_1405	0.00184848	0.00382101	1.89219e-05	0.952939	2.5458e-07	3.22768e-05	1.99887e-06	9.84848e-13	0.0413235	1.41345e-05
Cell_1406	4.95908e-05	0.213275	6.07962e-06	0.00965562	0.012011	0.000647835	0.104962	0.00369826	0.0673242	0.58837
Cell_1407	0.00297374	0.00262725	5.04106e-05	0.970798	6.50862e-05	8.59899e-05	0.000474902	8.67874e-08	0.0195023	0.00342195
Cell_1408	0.989504	0.000380819	0.0087618	1.06017e-15	2.81274e-07	0.00116028	2.16003e-06	3.84135e-25	0.00017498	1.5433e-05
Cell_1409	0.00426288	0.00626608	8.87447e-05	0.971871	5.94469e-06	0.00015138	4.50137e-05	4.80271e-06	0.0170232	0.00028122
Cell_1410	4.45078e-05	0.00345118	2.78391e-06	0.932299	7.676e-05	0.0219505	0.000884133	5.61722e-07	0.037285	0.00400605
Cell_1411	5.44529e-06	0.00163859	1.25433e-05	7.05092e-05	1.50131e-05	2.13962e-05	0.98958	9.11867e-08	0.00782643	0.000830377
Cell_1412	1.1579e-09	0.00977558	1.41953e-10	0.972101	0.000210014	1.10445e-05	0.00281792	3.52142e-06	0.00365512	0.0114253
Cell_1413	7.39429e-05	0.000661109	9.06508e-06	0.345382	6.85382e-06	1.54631e-05	0.00015988	0.653076	0.000237859	0.000377762
Cell_1414	0.000184385	0.000323023	2.26049e-05	2.33223e-11	2.25972e-06	3.44542e-06	8.62468e-06	0.999318	9.17097e-05	4.57434e-05
Cell_1415	6.23739e-09	0.0559588	0.00481067	1.44995e-13	0.000976215	0.000960475	0.0171153	0.7832	0.086471	0.0505077
Cell_1416	6.29027e-05	0.00339468	3.93449e-06	0.987545	1.90742e-06	6.71141e-06	0.000201897	0.00742352	0.001259	0.000100284
Cell_1417	1.33198e-09	0.0941242	2.68896e-07	6.15179e-16	0.00124813	0.0522774	0.00956672	1.91759e-12	0.773543	0.0692401
Cell_1418	8.31833e-14	0.000414308	7.43582e-16	0.995726	4.59096e-05	5.6259e-06	0.000299691	5.88853e-30	0.00136296	0.00214521
Cell_1419	1.91905e-12	0.000472259	3.25316e-14	0.997822	1.05981e-07	7.52261e-06	8.48466e-07	8.63367e-17	0.00169137	5.88489e-06
Cell_1420	7.65637e-05	0.00312927	9.38638e-06	0.735559	7.27238e-07	1.60112e-05	7.05796e-06	0.26039	0.000772358	3.95637e-05
Cell_1421	3.48132e-10	0.00111684	1.69355e-05	1.56361e-19	6.56117e-05	2.2949e-06	0.000811052	0.995598	0.00047293	0.00191633
Cell_1422	0.000998214	0.00284813	0.000122377	2.55845e-10	1.09674e-05	1.99215e-05	9.41879e-05	0.988339	0.00696485	0.000602334
Cell_1423	0.983028	7.62606e-17	0.00907443	3.01163e-17	1.18949e-19	0.00789748	2.6905e-18	8.31798e-31	6.41534e-16	6.35705e-18
Cell_1424	0.389217	1.66071e-14	0.542667	2.52913e-29	1.17167e-16	0.0681158	1.18063e-15	1.78108e-17	2.39527e-13	6.26181e-15
Cell_1425	1.18731e-05	0.0027655	4.64813e-07	0.99643	1.45918e-06	7.92872e-07	1.44267e-05	3.04296e-05	0.000663698	8.08693e-05
Cell_1426	6.85562e-05	0.000664099	8.4047e-06	2.83749e-05	1.25915e-05	3.18219e-06	0.000152871	0.998135	0.000234083	0.000692664
Cell_1427	0.00526305	0.237	0.000645228	0.0662009	0.00244757	0.000561542	0.105393	0.275167	0.173329	0.133993
Cell_1428	0.000168631	0.00771888	2.06735e-05	0.968886	8.27056e-05	3.52646e-05	0.00463282	0.0105059	0.00408467	0.00386457
Cell_1429	7.75265e-22	0.000232582	1.31422e-23	0.999664	1.41203e-07	1.3288e-07	5.07027e-07	2.12401e-24	9.97705e-05	2.68916e-06
Cell_1430	1.79719e-06	0.0031417	0.00102356	2.52483e-06	0.000292372	0.000890803	0.00456164	0.603925	0.370089	0.016071
Cell_1431	1.95517e-06	0.0138864	7.89581e-06	6.83164e-07	9.0748e-05	0.00376247	0.000816097	3.44636e-08	0.97648	0.00495424
Cell_1432	7.11434e-15	0.00175448	4.44994e-16	0.995416	3.70174e-05	3.3668e-06	0.000338057	2.01164e-13	0.000398426	0.00205222
Cell_1433	8.92388e-05	0.000755493	2.44054e-06	0.99092	0.000154215	4.16305e-06	0.00214756	2.2751e-05	0.000830017	0.00507421
Cell_1434	6.60693e-12	5.10574e-06	1.33703e-10	1.92791e-12	1.44457e-08	3.43062e-08	0.999989	5.19325e-17	4.66587e-06	7.30785e-07
Cell_1435	1.587e-14	0.000250838	1.77054e-16	0.99971	8.50859e-08	4.0942e-08	6.49498e-07	4.73028e-20	3.37513e-05	4.68001e-06
