cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9
Cell_1070	4.11022e-05	0.00115875	5.03895e-06	6.37071e-06	2.07311e-05	1.90785e-06	0.000865906	0.996375	0.000424215	0.00110089
Cell_1071	0.022564	0.00218341	0.00276625	6.58969e-09	4.72606e-05	0.000552297	0.000420985	0.922658	0.0463416	0.0024665
Cell_1072	5.96591e-20	1.06789e-05	1.43015e-16	5.70009e-09	1.50626e-06	1.53038e-08	0.999908	1.90717e-18	2.69506e-06	7.71355e-05
Cell_1073	3.7065e-08	0.0190378	1.45103e-09	0.935162	1.15283e-05	0.000174594	8.85621e-05	2.62981e-08	0.0448871	0.000638741
Cell_1074	0.0264754	0.000545854	0.000295375	0.953766	7.02403e-06	0.000503847	2.95327e-05	3.3897e-12	0.0181657	0.000211005
Cell_1075	1.34313e-12	0.00180774	5.25813e-14	0.99718	5.00393e-07	1.21589e-05	3.76802e-06	9.44934e-14	0.000969234	2.6801e-05
Cell_1076	1.62028e-14	0.00015124	1.62627e-06	6.06913e-30	2.59655e-05	1.97496e-07	0.000239497	0.998188	2.48626e-05	0.00136901
Cell_1077	7.42192e-09	0.0017761	6.75864e-11	0.987328	6.45086e-06	5.02067e-05	4.93254e-05	1.03417e-22	0.010434	0.000355752
Cell_1078	0.000326376	0.00210901	4.7448e-06	0.996841	9.03068e-08	8.09363e-06	6.47269e-07	2.37112e-08	0.000705085	4.6246e-06
Cell_1079	4.42301e-07	4.92937e-05	1.98251e-06	2.5098e-18	5.23067e-07	2.68647e-07	0.999858	1.83021e-12	6.03971e-05	2.88299e-05
Cell_1080	0.000141551	0.0196529	1.73535e-05	0.692348	4.69108e-06	2.96015e-05	3.64249e-05	0.282592	0.00491788	0.000259701
Cell_1081	6.28106e-08	0.114051	0.000353998	1.93552e-10	0.00173969	0.00689386	0.365174	0.0239158	0.395329	0.0925429
Cell_1082	2.30127e-08	9.67909e-05	7.05316e-08	7.4024e-05	4.93906e-07	6.13837e-08	3.14963e-05	0.999747	2.40144e-05	2.62733e-05
Cell_1083	3.86667e-11	0.00270313	6.55475e-13	0.99565	1.49894e-05	2.74313e-06	0.000220128	1.56353e-14	0.000633687	0.000775526
Cell_1084	1.32068e-20	6.49183e-11	1.65185e-14	2.15759e-26	1.32215e-11	4.79102e-14	1	1.2598e-14	1.47888e-11	7.08142e-10
Cell_1085	0.190736	0.00700539	0.00397075	1.79124e-09	0.000212854	0.00401253	0.00188718	9.82602e-09	0.780385	0.01179
Cell_1086	9.22492e-10	0.1449	1.13094e-10	0.000320454	0.0120221	0.000229177	0.146319	2.63593e-08	0.0332319	0.662978
Cell_1087	1.76753e-09	0.000163074	1.00667e-06	1.04379e-21	3.92546e-08	1.25392e-07	1.68997e-06	0.999795	3.70238e-05	2.14858e-06
Cell_1088	2.23235e-20	0.00114992	1.61603e-05	4.22018e-24	4.23909e-07	3.2265e-06	3.24525e-06	0.99794	0.000863205	2.34059e-05
Cell_1089	1.10587e-05	0.00015403	1.35575e-06	0.000510915	1.23652e-08	1.17991e-06	5.17367e-07	0.99924	8.03067e-05	6.57765e-07
Cell_1090	0.988469	1.37394e-08	0.0101184	2.28057e-18	4.70475e-10	0.00141219	3.89626e-09	1.61432e-18	5.15003e-09	2.43416e-08
Cell_1091	4.21446e-13	0.00903902	4.31412e-15	0.989366	1.2823e-07	5.91567e-06	2.38164e-06	2.48995e-23	0.00157933	7.0283e-06
Cell_1092	2.37643e-05	0.00531456	2.9134e-06	0.221498	0.000135931	4.96965e-06	0.00739156	0.756661	0.00160531	0.0073621
Cell_1093	4.10884e-13	0.00212509	0.000227805	3.91202e-23	3.52781e-05	3.17938e-05	0.000295463	0.99168	0.00371548	0.00188949
Cell_1094	0.000644933	0.0074535	7.90661e-05	0.748154	0.000424296	0.00013487	0.0129693	0.19188	0.0150319	0.0232283
Cell_1095	7.87622e-09	0.0804549	0.000383152	9.71057e-07	0.000321771	0.000653576	0.00667108	0.806371	0.0893812	0.0157623
Cell_1096	1.06029e-10	0.00059805	2.20732e-12	0.997919	3.85334e-06	1.13821e-05	0.000137192	1.69227e-14	0.00115561	0.000174421
Cell_1097	4.64938e-07	6.6995e-05	4.94014e-09	0.999381	4.34293e-06	3.28885e-06	0.000279515	1.19899e-15	3.11341e-05	0.000233163
Cell_1098	6.6392e-05	0.00184885	8.13938e-06	0.735566	0.000107714	1.38841e-05	0.0031992	0.252507	0.00095321	0.00572985
Cell_1099	0.00147224	0.00429613	0.000180491	0.443947	0.000196751	0.000307879	0.00164684	0.345358	0.19169	0.0109054
Cell_1100	0.000148525	0.000806778	1.82085e-05	5.13493e-15	6.97199e-05	2.36792e-06	0.000449417	0.996199	0.000269683	0.00203633
Cell_1101	1.31713e-05	0.000592846	2.2328e-07	0.991413	7.87662e-05	3.80868e-07	0.00329563	6.29925e-08	0.000416056	0.00418996
Cell_1102	8.35062e-23	4.48729e-08	2.39237e-13	2.04629e-22	1.06488e-09	6.13846e-11	1	6.42762e-11	6.83465e-08	5.21643e-08
Cell_1103	0.973899	5.76281e-12	0.0202746	4.56527e-16	6.58631e-14	0.00582672	1.43071e-11	2.38882e-17	4.39866e-12	3.62572e-12
Cell_1104	2.41902e-08	0.707951	1.61608e-06	2.19993e-08	0.002414	0.0006812	0.0188938	9.68531e-05	0.135941	0.134021
Cell_1105	1.22801e-08	0.0107795	4.80746e-10	0.604626	0.00104146	0.00247898	0.015542	5.3314e-12	0.310776	0.0547555
Cell_1106	3.17817e-10	0.000696481	0.000119331	5.08819e-20	2.64876e-05	1.58024e-05	0.000457136	0.987341	0.00999445	0.00134902
Cell_1107	9.01347e-16	9.57175e-05	2.58227e-06	4.02157e-30	1.07029e-06	3.16568e-07	8.20534e-06	0.999821	1.25884e-05	5.88311e-05
Cell_1108	6.17471e-11	0.414585	2.10621e-09	0.00441249	1.90009e-05	0.0460267	0.000149969	4.39009e-10	0.533755	0.00105229
Cell_1109	1.99928e-08	0.000871869	2.37891e-10	0.988749	0.000690976	1.85088e-05	0.00666816	4.59757e-16	0.00102003	0.0019816
Cell_1110	7.60772e-20	0.0012419	1.67318e-05	3.36914e-26	2.97981e-05	6.40836e-06	0.00179473	0.995089	0.000324433	0.00149711
Cell_1111	7.54146e-31	2.70007e-09	1.18887e-20	3.52728e-21	1.80971e-10	1.27219e-12	1	2.33036e-18	5.02591e-10	9.62392e-09
Cell_1112	0.00136201	1.0811e-08	0.775707	1.28713e-16	2.73252e-10	0.22293	3.73236e-09	8.59305e-07	3.80083e-09	1.51329e-08
Cell_1113	0.981165	2.18863e-33	0.0166326	4.52561e-44	2.43127e-35	0.00220257	2.71382e-34	2.0845e-38	3.1105e-32	1.34257e-33
Cell_1114	2.4198e-06	0.339428	2.96657e-07	0.556069	9.71248e-05	0.000284502	0.000836602	0.0165893	0.0813425	0.00535009
Cell_1115	6.40225e-22	0.000111903	1.52056e-05	6.56187e-28	1.08438e-07	2.70144e-06	2.03187e-06	0.999685	0.000176863	5.9961e-06
Cell_1116	6.23662e-34	5.81974e-16	2.51861e-33	5.84765e-17	1.64285e-17	2.14867e-18	1	1.29113e-34	8.43291e-16	9.02223e-16
Cell_1117	0.000717127	0.00360561	8.79167e-05	0.201095	6.77433e-07	0.000149967	7.45375e-06	0.767299	0.0270028	3.37733e-05
Cell_1118	2.11056e-12	0.00150939	5.55211e-06	1.38446e-09	1.51903e-05	9.47073e-06	0.000285311	0.996719	0.000614587	0.000841961
Cell_1119	3.57236e-07	0.000919399	1.71319e-05	2.12184e-11	2.71988e-05	3.42047e-06	0.000829064	0.996374	0.000344206	0.00148487
Cell_1120	4.98795e-05	0.000364047	6.11502e-06	2.44321e-08	2.85338e-09	1.2209e-06	2.28211e-08	0.999227	0.000351457	1.57431e-07
Cell_1121	7.62374e-12	0.000185633	7.58261e-14	0.999283	6.928e-06	3.91e-07	9.38428e-05	3.96217e-21	4.95269e-05	0.000380487
Cell_1122	7.74434e-16	4.63364e-05	2.21868e-06	1.94872e-26	3.00298e-08	2.84393e-07	4.63715e-07	0.999849	9.96861e-05	1.6337e-06
Cell_1123	4.47005e-10	0.000202025	4.01827e-12	0.981957	1.28864e-06	0.000144868	1.06562e-05	2.54778e-27	0.0176139	6.97935e-05
Cell_1124	1.00857e-06	0.00984612	1.23647e-07	0.889671	0.000706158	8.23165e-05	0.0643524	4.08453e-05	0.00333627	0.0319642
Cell_1125	7.48187e-10	4.06439e-12	1.46027e-05	4.72744e-25	1.86997e-14	0.999985	1.91205e-13	1.87859e-22	1.41582e-11	6.76974e-13
Cell_1126	1.75524e-12	0.000400468	1.65707e-14	0.999037	4.89242e-06	5.97411e-07	0.000211838	9.74672e-30	7.61895e-05	0.000269324
Cell_1127	5.9375e-14	0.00298394	1.06622e-15	0.989218	9.66925e-05	2.46551e-07	0.00184646	4.1551e-22	0.000562203	0.00529241
Cell_1128	0.00678088	0.00147394	0.00026546	0.957137	6.18261e-05	0.000452819	0.00080171	6.06964e-05	0.0297156	0.00325055
Cell_1129	1.88149e-06	0.00992124	9.023e-05	0.000585293	6.3548e-06	0.000153913	4.38857e-05	0.964019	0.0248739	0.00030474
Cell_1130	0.988661	1.46667e-07	0.00880158	5.15196e-11	1.7845e-10	0.00252948	1.38331e-09	1.66278e-26	7.58855e-06	9.90181e-09
Cell_1131	1.34939e-19	1.82785e-05	6.14115e-07	5.56258e-29	9.20007e-08	8.1324e-08	9.63541e-07	0.99997	5.21391e-06	4.98203e-06
Cell_1132	0.00342903	0.0467107	0.000134241	0.842547	0.000708933	0.000228986	0.0054659	0.000446573	0.0610818	0.039247
Cell_1133	3.55409e-21	0.000115616	7.39891e-23	0.999866	3.63796e-09	2.21184e-07	2.41848e-07	9.56652e-24	1.80472e-05	2.01743e-07
Cell_1134	1.42929e-29	1.49868e-12	6.99591e-23	1.23042e-22	3.39863e-13	6.63175e-15	1	1.93271e-24	8.649e-13	1.88601e-11
Cell_1135	0.000127255	0.0028314	6.89793e-06	0.989668	5.5512e-05	1.17664e-05	0.000470071	2.83623e-08	0.00376507	0.00306416
Cell_1136	0.00412754	0.085927	0.000506019	0.00161463	0.00105023	0.000275002	0.0194831	0.759332	0.0701889	0.0574953
Cell_1137	4.26524e-07	0.000856118	4.14808e-09	0.985763	0.000203112	2.76154e-06	0.0018975	5.17998e-18	0.000160257	0.0111172
Cell_1138	0.98732	2.61981e-09	0.00919772	3.35346e-12	2.61524e-12	0.00348244	4.91811e-11	6.81727e-23	4.85965e-08	1.45135e-10
Cell_1139	1.74544e-08	0.000198487	2.13984e-09	0.999291	3.39694e-06	1.42458e-06	0.000270594	3.41224e-05	6.64579e-05	0.000134406
Cell_1140	0.761204	0.00466627	0.0933204	0.000338474	7.23628e-06	0.0812168	6.71926e-05	0.011398	0.0473877	0.000393673
Cell_1141	1.63556e-14	5.03058e-05	2.00427e-16	0.000193866	3.39939e-06	4.38453e-07	0.999504	4.5806e-30	6.25155e-05	0.000185857
Cell_1142	0.840886	2.89931e-12	0.103089	2.23423e-14	1.08464e-13	0.0560249	8.73086e-13	1.29627e-11	4.83239e-12	6.02296e-12
Cell_1143	2.22084e-08	0.00193262	8.69422e-10	0.996406	1.39705e-05	6.85519e-06	0.000180102	6.64237e-08	0.000730171	0.000730228
Cell_1144	2.44488e-10	6.55066e-07	2.99731e-11	1.20949e-12	1.51211e-08	1.61823e-08	0.999996	4.42203e-11	2.73626e-06	7.89161e-07
Cell_1145	0.000919737	0.0119153	1.19229e-05	0.97827	3.52533e-05	2.0338e-05	0.000304904	1.60142e-08	0.00657272	0.00194987
Cell_1146	3.99179e-17	0.000652958	2.10286e-16	8.90283e-08	0.000134394	5.31312e-07	0.991658	1.03988e-26	9.2172e-05	0.0074615
Cell_1147	0.00010106	0.000840672	1.23895e-05	7.36042e-09	3.65861e-07	2.20113e-06	1.17141e-06	0.99834	0.000694187	7.63586e-06
Cell_1148	2.05942e-17	0.000314513	0.000355101	3.18175e-24	2.55171e-06	6.30876e-05	0.000110323	0.99584	0.00317424	0.000140262
Cell_1149	1.3353e-17	0.000184607	1.17938e-19	0.99884	1.41427e-05	4.45989e-07	0.000145981	3.92745e-37	4.05548e-05	0.000774249
Cell_1150	4.9988e-10	0.213311	2.01106e-09	0.0010642	5.47474e-05	0.00273122	0.000541959	5.65363e-13	0.779259	0.00303797
Cell_1151	0.000882311	0.00280293	0.000108168	0.00813437	3.01551e-06	9.41383e-05	2.84599e-05	0.958548	0.0292321	0.000166743
Cell_1152	7.63712e-07	0.00159973	2.9898e-08	0.901196	8.01763e-08	0.000235739	6.35361e-07	4.08524e-08	0.0969621	4.43674e-06
Cell_1153	0.00450128	0.0181191	0.000551838	1.27979e-05	0.0018777	0.000158593	0.0816659	0.777027	0.0122581	0.103828
Cell_1154	0.00131506	0.087767	0.00016122	0.292938	0.00085575	0.000275008	0.01485	0.489938	0.0680766	0.0438229
Cell_1155	2.66944e-07	0.0141499	1.6697e-08	0.976234	3.47146e-05	3.63512e-05	0.0017577	3.47843e-05	0.00639753	0.00135477
Cell_1156	2.16428e-06	0.0309413	2.65331e-07	0.854506	1.78094e-05	0.000176642	0.000140018	0.000599172	0.112644	0.000972276
Cell_1157	3.19041e-10	8.54734e-05	1.7981e-06	7.03965e-21	9.7829e-08	2.27827e-07	8.9646e-07	0.999882	2.38084e-05	5.25224e-06
Cell_1158	1.20255e-09	0.000635219	6.77752e-06	6.80412e-12	7.84597e-05	1.94779e-06	0.00021318	0.997284	0.000390501	0.00138961
Cell_1159	0.000149601	0.00054547	1.83404e-05	0.00048669	6.10112e-05	9.96732e-06	0.00339893	0.99122	0.000724298	0.00338539
Cell_1160	1.80343e-07	0.362211	0.0010164	1.89983e-17	6.24511e-08	0.000251485	5.83853e-07	0.536128	0.100389	2.64546e-06
Cell_1161	0.000193148	2.04279e-05	0.848871	2.11926e-18	2.03217e-08	0.150811	9.77719e-08	4.14692e-10	0.000104178	5.9354e-07
Cell_1162	1.37598e-13	0.00440152	1.68689e-14	0.480491	3.225e-05	0.00319877	0.000275718	9.28645e-14	0.509837	0.00176323
Cell_1163	0.983307	5.94632e-10	0.0142951	1.49239e-22	2.96251e-13	0.00239808	3.89109e-12	9.82514e-16	1.16486e-08	1.61971e-11
Cell_1164	0.928135	0.000139736	0.0580538	2.62199e-11	5.80235e-07	0.0115908	1.79314e-05	3.44515e-06	0.00202647	3.21157e-05
Cell_1165	7.60836e-13	4.89184e-05	0.0485859	2.94189e-21	3.9869e-06	0.011339	3.33582e-05	0.133005	0.806763	0.0002209
Cell_1166	0.980384	3.50168e-20	0.0127091	2.53114e-21	1.61215e-24	0.00690692	2.14773e-23	9.62902e-27	2.32664e-19	8.70801e-23
Cell_1167	0.00055675	0.00514826	6.82551e-05	0.00021644	2.67507e-05	3.7094e-05	0.000418259	0.989285	0.00276919	0.00147356
Cell_1168	2.96388e-19	7.22503e-18	3.63359e-20	5.24288e-18	1	6.19813e-20	2.58182e-17	1.21469e-18	1.29626e-18	9.96599e-17
Cell_1169	5.03696e-14	0.00111077	6.1751e-15	0.997909	7.70092e-06	1.42793e-06	2.86726e-05	2.9035e-10	0.000781673	0.000160725
Cell_1170	4.47717e-22	0.00427585	3.4551e-06	3.14765e-19	0.000247312	5.89366e-06	0.00256691	0.978333	0.000953407	0.0136143
Cell_1171	4.20223e-11	3.51032e-05	4.17956e-13	0.999108	8.21739e-07	1.50683e-05	1.87855e-05	7.81834e-23	0.000777913	4.4386e-05
Cell_1172	4.03929e-12	0.000724818	6.84738e-14	0.997576	2.47619e-05	3.53087e-07	0.000189701	1.698e-14	0.00011357	0.00137118
Cell_1173	1.79506e-09	0.00125427	1.02234e-06	6.62153e-06	2.03113e-05	1.7439e-06	0.000191883	0.996934	0.000465556	0.00112422
Cell_1174	2.81047e-13	0.0156925	1.75791e-14	0.920895	0.000785371	2.41051e-05	0.00716403	2.19605e-13	0.013466	0.0419731
Cell_1175	0.985598	2.46633e-05	0.0127767	1.15189e-19	3.52522e-08	0.00159148	3.94755e-07	5.40471e-13	6.31952e-06	1.95292e-06
Cell_1176	2.0686e-09	0.000699134	2.30785e-11	0.99813	5.77989e-06	1.79559e-06	0.000643778	6.24229e-17	0.000199535	0.000319768
Cell_1177	9.02747e-14	9.11193e-05	1.52584e-06	7.16851e-15	3.68134e-06	4.3851e-07	8.51846e-05	0.999582	3.44665e-05	0.000201272
Cell_1178	6.09528e-10	1.51561e-05	1.0882e-09	9.56792e-08	3.80307e-07	2.43495e-07	0.999873	1.74322e-15	9.06838e-05	2.08866e-05
Cell_1179	0.989957	5.09039e-11	0.00881311	8.47489e-21	3.08502e-12	0.00123001	4.75083e-10	1.83258e-30	1.37634e-10	1.20396e-10
Cell_1180	4.6672e-13	9.03996e-05	4.39724e-15	0.999849	2.45416e-09	1.58531e-07	1.99567e-08	3.99178e-23	6.05052e-05	1.32155e-07
Cell_1181	2.42162e-08	0.000594272	1.16133e-06	0.000575592	2.28752e-05	1.98098e-06	0.000206019	0.997199	0.000148608	0.00125067
Cell_1182	1.12854e-09	2.54329e-06	4.41803e-11	4.69628e-07	1.41101e-07	9.88576e-09	0.999987	2.4336e-12	1.81913e-06	7.76204e-06
Cell_1183	1.57761e-06	0.00622828	2.52788e-05	1.96695e-12	0.00108006	0.00043893	0.831504	1.79873e-05	0.10095	0.0597536
Cell_1184	2.67473e-09	0.000266957	1.50747e-05	4.19443e-11	4.35506e-06	5.70757e-06	0.00018923	0.998652	0.000625912	0.000240581
Cell_1185	7.3063e-05	0.00766014	7.3889e-06	2.63061e-05	0.00173525	0.00352092	0.0131383	2.23811e-10	0.882607	0.0912318
Cell_1186	4.33379e-09	0.000138946	2.44251e-05	4.75145e-17	1.78057e-06	3.5416e-06	3.13802e-05	0.999225	0.000481981	9.2604e-05
Cell_1187	1.89864e-15	0.000180005	1.05266e-06	4.5277e-16	1.68963e-05	3.98557e-07	0.000146652	0.998641	9.82896e-05	0.000916196
Cell_1188	1.24075e-18	6.17893e-05	1.80378e-20	0.999775	2.42293e-06	6.8211e-08	1.90057e-05	7.97981e-22	7.57991e-06	0.000134456
Cell_1189	2.33263e-06	0.0013575	3.02388e-08	0.996122	2.66555e-06	2.01312e-05	0.000108474	1.57449e-13	0.00224851	0.000137911
Cell_1190	8.58869e-05	0.633555	1.05294e-05	1.71414e-06	0.00306921	0.000937029	0.0227039	0.00109048	0.193354	0.145192
Cell_1191	4.0124e-16	9.34187e-05	1.14951e-06	8.90231e-28	5.70004e-07	1.45648e-07	7.43806e-06	0.999823	4.38961e-05	3.01578e-05
Cell_1192	0.97952	1.37266e-10	0.0166047	1.80761e-15	5.50572e-13	0.00387522	2.50537e-11	5.40115e-16	4.10235e-10	2.08991e-11
Cell_1193	4.15968e-06	0.00201396	1.62844e-07	0.960436	1.81732e-05	0.000108412	0.00231186	8.59708e-08	0.0345217	0.000585873
Cell_1194	1.8768e-18	1.05351e-06	7.04681e-13	5.78796e-15	1.34081e-08	1.42958e-08	0.999997	1.78829e-10	1.147e-06	7.30791e-07
Cell_1195	2.15885e-08	0.000729761	6.16224e-09	4.29178e-06	5.65492e-05	6.56638e-07	0.995958	9.89426e-14	0.00029513	0.00295579
Cell_1196	6.34733e-09	0.000225868	3.61501e-06	2.46237e-11	3.25883e-07	8.43672e-07	3.35441e-06	0.999678	6.99136e-05	1.77911e-05
Cell_1197	2.90195e-09	0.000191986	3.08344e-11	0.999745	9.30387e-08	2.43122e-07	8.40016e-07	3.21557e-16	5.71621e-05	5.09945e-06
Cell_1198	8.63155e-24	0.879151	9.58205e-13	3.24556e-12	0.000427637	0.00011838	0.00331126	3.17925e-09	0.0932376	0.0237538
Cell_1199	1.70501e-07	0.151434	2.09027e-08	0.624125	0.00297502	0.00014864	0.0332337	0.00326809	0.0203117	0.164504
Cell_1200	0.0217328	0.0139007	0.00266434	2.33483e-09	1.28452e-06	0.000473349	1.26227e-05	0.931862	0.0292822	7.07572e-05
Cell_1201	4.839e-07	0.0403082	5.93241e-08	0.388717	0.00962958	0.00270639	0.106044	0.000358282	0.0222776	0.429958
Cell_1202	9.80018e-12	8.94552e-06	1.20146e-12	1.42432e-11	1.19184e-07	5.17247e-08	0.999975	2.671e-11	9.32441e-06	6.6155e-06
Cell_1203	4.54035e-09	0.000513843	4.64772e-11	0.561052	1.50236e-06	0.00167561	1.65304e-05	1.07465e-20	0.436666	7.48999e-05
Cell_1204	0.00114743	0.0174933	0.000140669	0.457785	0.000129572	0.000239953	0.00693546	0.479491	0.030852	0.00578536
Cell_1205	5.85947e-14	3.30402e-05	1.54141e-07	1.74762e-15	1.97065e-08	4.42986e-08	1.5669e-07	0.999954	1.13889e-05	1.09417e-06
Cell_1206	8.45775e-10	0.00076466	4.76675e-06	1.1314e-07	1.98024e-06	4.14851e-06	2.01053e-05	0.998747	0.000350535	0.000106634
Cell_1207	0.00126434	0.0957179	0.000155002	0.416452	0.00338644	0.000264401	0.0580524	0.220072	0.0333208	0.171314
Cell_1208	0.000823834	0.003512	0.000100999	8.84939e-15	5.65223e-05	1.31343e-05	0.000436354	0.990385	0.00153484	0.00313725
Cell_1209	0.970199	5.48725e-16	0.0265335	5.81705e-30	2.6076e-17	0.00326708	2.37641e-16	1.21722e-17	1.70306e-13	1.44264e-15
Cell_1210	0.989702	4.3333e-06	0.00913604	4.39028e-21	1.27814e-07	0.00113083	2.98829e-06	4.26988e-20	1.61568e-05	7.06066e-06
Cell_1211	3.86639e-18	0.00128531	4.74003e-19	0.912227	1.9058e-07	0.000404379	1.45034e-06	4.85403e-17	0.0860716	1.05586e-05
Cell_1212	9.32814e-07	0.000555823	5.83464e-08	0.998872	5.64011e-06	2.48817e-06	3.86889e-05	1.52405e-05	0.00039474	0.000114172
Cell_1213	4.28573e-14	2.87467e-05	1.12742e-07	2.5464e-14	1.04333e-08	4.26864e-08	5.85936e-08	0.999962	9.03939e-06	3.43293e-07
Cell_1214	0.0619434	0.0821305	0.00169406	0.185781	0.000472678	0.00147434	0.253484	0.000956618	0.385919	0.0261439
Cell_1215	3.60339e-06	0.000280466	4.4176e-07	0.00232158	2.2069e-08	3.84464e-07	1.54084e-07	0.99703	0.000362508	9.85373e-07
Cell_1216	7.60819e-08	4.73369e-08	9.32731e-09	8.88149e-15	3.59075e-10	9.42546e-09	0.999998	3.81546e-08	2.19059e-06	1.98656e-08
Cell_1217	1.84769e-07	0.00449705	0.000105232	1.98126e-06	0.000237916	9.15835e-05	0.012414	0.967513	0.00478322	0.0103554
Cell_1218	0.000104814	0.00355494	6.55599e-06	0.987307	3.44756e-05	1.11831e-05	0.000543374	0.00404223	0.00279205	0.00160351
Cell_1219	1.07412e-06	0.00180906	5.15111e-05	4.1916e-12	1.84586e-05	3.00222e-05	0.000159591	0.992547	0.00438601	0.000997035
Cell_1220	1.82445e-09	0.000237662	2.65236e-11	0.999559	2.39363e-06	2.09132e-07	2.0365e-05	2.82993e-12	4.76548e-05	0.000132749
Cell_1221	0.000255475	0.000736064	3.13201e-05	0.337304	2.20173e-06	5.34255e-05	0.000243211	0.655964	0.00528962	0.000120804
Cell_1222	6.80103e-05	0.00104635	4.25396e-06	0.992853	2.02951e-06	7.25637e-06	1.7225e-05	0.00557499	0.000314745	0.000112281
Cell_1223	6.63321e-17	0.000240327	1.81408e-18	0.999204	7.53771e-06	1.5774e-06	9.0011e-05	3.98298e-19	4.85206e-05	0.000407844
Cell_1224	4.94068e-05	0.00026115	6.05706e-06	3.26434e-14	5.18385e-06	8.02105e-07	0.000195528	0.999106	0.00012732	0.000248588
Cell_1225	0.167197	4.11848e-06	0.675211	6.54755e-14	1.11982e-08	0.157581	8.63383e-08	4.64437e-08	6.40423e-06	6.19938e-07
Cell_1226	0.982442	1.52126e-22	0.0127358	1.96011e-25	4.12736e-25	0.00482203	3.1883e-24	1.03176e-29	6.77912e-22	2.2923e-23
Cell_1227	3.93761e-08	0.0245107	0.000173055	5.09105e-06	0.0215497	0.000295195	0.743981	2.68151e-07	0.020944	0.188541
Cell_1228	0.00188317	0.00729784	0.000230869	4.79247e-07	7.33691e-05	5.38803e-05	0.000658722	0.973413	0.0123894	0.00399887
Cell_1229	2.32658e-09	0.367371	0.0017944	6.79264e-08	4.43554e-05	0.00156167	0.000479535	0.511207	0.11537	0.00217279
Cell_1230	3.29475e-12	0.00013806	2.97238e-14	0.997874	2.17477e-06	6.87331e-06	1.70971e-05	2.7951e-27	0.0018417	0.000119934
Cell_1231	2.37713e-16	3.05178e-05	6.81025e-07	1.14803e-18	3.69088e-10	1.9572e-07	1.0814e-08	0.999922	4.67668e-05	2.00311e-08
Cell_1232	0.000203005	0.00197245	1.81068e-06	0.975106	0.000391385	3.08864e-06	0.0118021	1.80943e-20	0.000675058	0.00984495
Cell_1233	1.22078e-09	0.000353559	6.95276e-07	2.9534e-08	7.82444e-07	3.77856e-07	6.02259e-06	0.999507	9.45372e-05	3.65611e-05
Cell_1234	9.33833e-12	0.0020625	3.50627e-06	3.29218e-08	0.000123549	5.98095e-06	0.00158738	0.989275	0.00134911	0.00559247
Cell_1235	3.46872e-12	0.000853185	5.8629e-05	8.9636e-24	8.2066e-06	7.62438e-06	6.75453e-05	0.996769	0.00178841	0.000447289
Cell_1236	1.19999e-05	0.000278446	2.43468e-07	0.995988	5.70316e-05	4.15306e-07	0.00052234	9.94253e-13	8.0831e-05	0.00306032
Cell_1237	3.0859e-07	0.478795	6.22972e-05	2.36777e-05	0.00262271	0.00351439	0.0227553	1.62415e-06	0.346704	0.145521
Cell_1238	2.29945e-13	0.0202297	0.000153732	2.8662e-19	4.62941e-07	0.000445884	5.4367e-06	0.843277	0.135862	2.55983e-05
Cell_1239	0.987625	3.15214e-10	0.0110185	2.7483e-25	5.24168e-12	0.00135671	4.09188e-11	8.43595e-19	1.15765e-08	2.8831e-10
Cell_1240	7.93059e-05	0.000965759	1.02807e-06	0.998473	8.57805e-08	1.75368e-06	9.50696e-06	1.25318e-09	0.00046497	4.72216e-06
Cell_1241	3.23767e-07	0.00196798	3.96924e-08	0.988238	6.61425e-06	2.64248e-05	0.000103108	0.000438655	0.00885597	0.000363256
Cell_1242	0.989196	6.07965e-07	0.00950982	1.7606e-16	1.73175e-08	0.00128866	2.22498e-07	2.34544e-24	3.95731e-06	7.83875e-07
Cell_1243	4.32938e-13	2.93001e-05	2.07623e-11	2.85946e-11	3.81487e-07	5.37955e-07	0.999783	4.4927e-09	0.000165764	2.08847e-05
Cell_1244	1.5872e-15	0.000238182	8.79987e-07	1.03798e-15	8.09506e-07	4.78239e-07	7.37548e-06	0.999616	9.16261e-05	4.4774e-05
Cell_1245	0.00236273	0.0232632	0.00028966	0.335457	1.56557e-05	0.0004941	0.000148127	0.497749	0.139353	0.000867855
Cell_1246	3.10487e-07	0.0685812	0.0123083	4.87737e-07	4.37684e-05	0.0209954	0.000646114	1.24865e-06	0.895147	0.0022763
Cell_1247	0.000203091	0.000903597	2.48981e-05	3.94604e-14	8.66184e-06	3.3739e-06	0.000202165	0.997179	0.00099798	0.00047767
Cell_1248	0.000132838	0.00578586	1.62853e-05	5.24537e-05	4.36821e-08	6.16596e-06	9.48883e-06	0.988369	0.00562578	2.40467e-06
Cell_1249	0.941911	0.0217708	0.0159672	9.63198e-16	5.72893e-06	0.00200421	4.88935e-05	5.27154e-07	0.0180319	0.00025932
Cell_1250	1.34385e-06	0.00111713	0.000765363	1.33469e-10	1.17091e-05	0.000219958	8.66065e-05	0.979168	0.0181445	0.000485476
Cell_1251	4.36481e-10	0.00145137	4.86964e-12	0.993274	1.50847e-05	2.51104e-05	0.000950746	3.62744e-18	0.0034909	0.000793085
