cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10
Cell_2381	3.96698e-34	4.5272e-26	8.22436e-06	0.0571228	0.000231344	2.25958e-05	1.62507e-05	0.0903388	3.69802e-35	2.74117e-13	0.85226
Cell_2382	1.17268e-118	1.73461e-94	1.84286e-13	0.0661536	3.90668e-12	9.19557e-13	3.57826e-13	0.190012	1.98541e-119	5.74215e-60	0.743835
Cell_2383	0.483365	0.0218366	2.70666e-23	7.23864e-25	2.82826e-22	8.15457e-22	0.00042012	1.25535e-23	0.494111	0.000267418	4.0119e-24
Cell_2384	1.49811e-73	7.41276e-67	8.58754e-15	0.0667233	1.87184e-13	3.61917e-14	1.71185e-14	0.161867	2.14224e-74	5.89408e-45	0.77141
Cell_2385	1.68479e-32	1.86542e-18	6.13437e-16	1.59905e-17	6.05375e-15	2.46237e-14	1	3.69474e-16	2.29462e-32	1.91841e-11	8.36996e-17
Cell_2386	1.94746e-58	2.23445e-54	1.71353e-39	4.46592e-41	9.83482e-39	3.10843e-37	1	4.66338e-39	1.19868e-57	2.72133e-56	1.35955e-40
Cell_2387	2.30163e-36	1.38914e-34	0.00105871	2.76549e-05	0.0036164	0.978462	0.00207243	0.0147123	7.21753e-35	4.60205e-19	5.01048e-05
Cell_2388	1.98069e-67	2.25199e-66	4.19316e-16	0.0560057	1.2523e-14	7.39101e-16	8.16218e-16	0.0568244	1.18458e-68	2.40983e-46	0.88717
Cell_2389	4.11705e-50	1.90024e-51	3.70955e-08	0.00176676	1.29652e-07	3.62905e-05	7.21621e-08	0.994921	1.3666e-48	3.00745e-30	0.00327524
Cell_2390	1.38906e-20	3.35357e-20	0.00755094	0.000197171	0.963663	0.000206245	0.0150331	3.10001e-06	1.28731e-23	1.21781e-08	0.0133467
Cell_2391	6.20487e-47	1.91286e-46	3.01734e-09	0.0328351	2.92393e-08	1.27458e-07	5.94333e-09	0.798397	8.89317e-47	2.13547e-16	0.168767
Cell_2392	3.37413e-108	1.53494e-106	0.000811188	2.11499e-05	0.983985	2.29281e-08	0.00157491	3.44107e-10	3.23587e-114	8.71662e-59	0.0136076
Cell_2393	5.36928e-52	8.70417e-35	0.0117903	0.000313675	0.102486	0.848064	0.0228983	0.0129874	1.31039e-51	1.35978e-05	0.00144619
Cell_2394	4.50316e-75	1.61784e-68	0.0322859	0.000841409	0.81899	0.0727867	0.0626829	0.00109191	3.4446e-76	6.2435e-23	0.0113208
Cell_2395	1.16559e-51	3.20291e-42	0.00655489	0.000170985	0.967058	9.86586e-05	0.012736	1.48138e-06	5.95249e-55	6.21383e-17	0.0133798
Cell_2396	3.41436e-59	1.32688e-47	0.0015306	3.98922e-05	0.0062921	0.974447	0.00297169	0.0146192	7.37546e-58	1.25506e-05	8.69817e-05
Cell_2397	6.30949e-75	7.96566e-66	0.00562983	0.00014689	0.969815	5.63797e-05	0.0109303	8.46759e-07	2.1439e-78	4.69972e-21	0.0134212
Cell_2398	1.65326e-106	1.74126e-101	2.2003e-21	0.00171393	2.41623e-18	9.08437e-26	4.27231e-21	4.07329e-08	2.31599e-112	5.76419e-67	0.998286
Cell_2399	1.02396e-83	1.73667e-75	1.68242e-15	0.0602538	4.57962e-14	3.38646e-15	3.26645e-15	0.0698127	6.99322e-85	2.24456e-33	0.869933
Cell_2400	2.91327e-54	1.41841e-30	0.01083	0.000282284	0.95389	0.000749062	0.0210494	1.12387e-05	6.83683e-57	6.87413e-07	0.0131876
Cell_2401	2.04424e-39	4.50823e-36	6.51535e-22	0.00156895	2.16856e-21	7.18294e-19	1.36242e-21	0.995661	7.64678e-38	5.31985e-28	0.00276979
Cell_2402	5.5007e-62	9.80353e-63	0.0145165	0.000379364	0.13286	0.809936	0.0282835	0.0121838	1.04133e-61	5.96865e-44	0.00184159
Cell_2403	0.95352	0.043196	1.63852e-36	4.32893e-38	1.71787e-34	1.04545e-37	0.000693415	1.58991e-39	0.00206426	0.000526182	2.40728e-36
Cell_2404	5.11223e-41	4.61865e-38	0.0257248	0.00067433	0.33684	0.573263	0.050165	0.00864996	3.86541e-41	3.7328e-20	0.00468328
Cell_2405	5.18528e-46	6.97601e-38	0.0108694	0.000290689	0.953047	0.00103744	0.0212209	1.59707e-05	1.67923e-48	6.79195e-21	0.013519
Cell_2406	7.63492e-26	3.32002e-26	0.00936515	0.000251276	0.0731513	0.88429	0.0182215	0.0136575	2.44606e-25	2.1791e-05	0.00104104
Cell_2407	3.71603e-16	0.938056	3.33709e-29	8.79583e-31	1.19696e-28	3.07424e-26	0.0505112	4.6643e-28	1.16154e-14	0.0114332	1.67339e-30
Cell_2408	1.20831e-16	5.43409e-18	0.00338257	8.89226e-05	0.976117	9.30115e-06	0.00666577	1.40748e-07	1.12733e-20	0.000125468	0.0136105
Cell_2409	3.88614e-53	4.7533e-36	0.00610505	0.000159789	0.96832	7.13222e-05	0.0118997	1.07454e-06	1.54041e-56	1.06662e-17	0.0134426
Cell_2410	1.0604e-61	4.61114e-62	0.0184452	0.000486174	0.190862	0.740491	0.0358124	0.0112349	1.44442e-61	5.27861e-23	0.00266831
Cell_2411	1.11113e-95	1.02594e-95	0.019677	0.000512884	0.207373	0.720557	0.0382021	0.0108111	1.38057e-95	3.82082e-31	0.00286695
Cell_2412	1.88987e-73	1.05936e-54	8.71812e-10	0.0244363	7.99032e-09	5.31024e-08	1.71121e-09	0.856773	3.90576e-73	3.15004e-40	0.118791
Cell_2413	7.3588e-40	5.01799e-29	0.00167384	4.3657e-05	0.00677472	0.971631	0.00519601	0.0145875	1.44937e-38	2.03479e-26	9.37215e-05
Cell_2414	0.948006	0.0425325	2.29742e-33	5.99628e-35	2.23581e-31	1.15491e-34	0.00731447	1.73512e-36	0.00161697	0.000529804	3.09516e-33
Cell_2415	2.04828e-61	1.30709e-62	0.0066442	0.000178271	0.966403	0.000115609	0.0129044	1.78553e-06	1.20926e-64	6.25542e-34	0.0137531
Cell_2416	1.24182e-62	1.32137e-56	0.0108247	0.000284796	0.95382	0.000725742	0.0210233	1.09911e-05	2.82494e-65	1.14683e-27	0.0133104
Cell_2417	4.92099e-30	6.40844e-25	0.00289784	7.8048e-05	0.9774	6.8116e-06	0.00564405	1.05603e-07	3.92474e-34	1.03558e-05	0.0139626
Cell_2418	1.28431e-28	1.00604e-20	0.00115516	0.000286795	0.00443418	0.866581	0.00311385	0.123845	3.26904e-27	4.60515e-17	0.000583914
Cell_2419	1.87682e-72	2.23343e-65	1.96527e-05	0.0561362	0.00058329	3.61695e-05	3.81612e-05	0.0594708	1.172e-73	1.75046e-32	0.883716
Cell_2420	1.62877e-58	5.54796e-54	1.74456e-17	0.0273663	1.16557e-15	3.15183e-18	3.39314e-17	0.00284598	9.98436e-61	2.0819e-32	0.969788
Cell_2421	5.89551e-41	2.56365e-41	0.00156168	4.07465e-05	0.00628477	0.974358	0.00303457	0.0146337	1.24804e-39	1.72988e-09	8.69749e-05
Cell_2422	1.39712e-77	1.43524e-70	0.0230203	0.000600223	0.89857	0.0203781	0.0446991	0.000305848	4.19635e-79	7.58727e-37	0.0124269
Cell_2423	1.87546e-43	7.95837e-38	3.02572e-15	0.012996	4.33188e-13	4.98992e-17	5.88498e-15	0.000123371	1.04943e-46	2.98642e-16	0.986881
Cell_2424	2.4084e-43	2.99098e-31	0.0272513	0.00071151	0.374426	0.531476	0.0529622	0.00798762	1.59371e-43	3.10591e-07	0.00518521
Cell_2425	1.43976e-20	4.89008e-17	0.00958862	0.000249895	0.0771536	0.878734	0.0188956	0.0131825	4.47688e-20	0.00112907	0.00106651
Cell_2426	4.9998e-111	3.2994e-72	0.00948872	0.000247494	0.958002	0.000576997	0.018423	8.66303e-06	1.03158e-113	1.26389e-33	0.0132535
Cell_2427	6.16745e-66	1.78402e-51	4.73822e-05	0.00143283	0.0585953	1.4174e-09	9.20239e-05	2.46724e-08	6.25987e-72	1.54837e-22	0.939832
Cell_2428	1.56741e-21	3.58331e-17	0.0015244	3.97785e-05	0.00593669	0.97455	0.0030121	0.0146384	3.39994e-20	0.000216966	8.21676e-05
Cell_2429	2.24019e-25	2.31234e-17	0.00222945	5.82729e-05	0.977633	2.52636e-06	0.00643133	3.80104e-08	8.6132e-30	9.21553e-05	0.0135535
Cell_2430	2.81894e-46	1.55449e-47	0.00506416	0.000132026	0.0315067	0.938937	0.00983348	0.0140906	1.77337e-45	1.21834e-14	0.000435674
Cell_2431	1.00441e-26	6.02661e-19	0.00485392	0.00012808	0.971761	6.09907e-05	0.009591	9.26385e-07	4.28216e-30	3.64905e-06	0.0136005
Cell_2432	1.72467e-81	2.21783e-63	3.64791e-22	0.0041175	1.69446e-21	1.51717e-19	7.08417e-22	0.985738	2.43375e-80	5.88735e-33	0.0101444
Cell_2433	1.8133e-82	8.40327e-74	3.34274e-05	8.72678e-07	0.986244	1.05769e-13	6.49455e-05	1.58947e-15	1.94675e-92	3.29508e-48	0.0136566
Cell_2434	0.90496	0.0406367	2.11166e-27	5.51844e-29	6.68387e-26	3.70112e-27	9.00393e-05	5.56756e-29	0.0538173	0.000496053	9.26462e-28
Cell_2435	1.36518e-88	2.98112e-70	0.0279808	0.000729237	0.356846	0.54698	0.054326	0.00820575	9.05489e-89	8.56295e-12	0.00493281
Cell_2436	1.07591e-52	4.96593e-54	0.0076821	0.000200437	0.963631	0.000222826	0.0149241	3.34659e-06	1.05888e-55	7.70878e-28	0.0133357
Cell_2437	0.00864022	0.000387759	4.88496e-36	1.28518e-37	2.35072e-34	1.92955e-36	0.990851	2.92213e-38	0.000115798	4.72288e-06	3.28028e-36
Cell_2438	0.371414	0.0166587	1.04325e-54	2.71902e-56	9.65962e-54	5.06285e-53	0.000151362	7.59554e-55	0.611573	0.000202872	1.33534e-55
Cell_2439	3.67398e-63	1.85593e-49	0.0105096	0.000273903	0.0831467	0.87144	0.020407	0.0130734	1.03364e-62	6.13202e-16	0.00114938
Cell_2440	1.01993e-63	2.53385e-53	0.0234611	0.000611417	0.265639	0.651295	0.0455514	0.00977028	9.60695e-64	6.70052e-15	0.00367188
Cell_2441	2.22858e-26	1.11077e-16	0.0327601	0.000857284	0.609545	0.25621	0.0883079	0.00385935	5.91373e-27	5.08456e-13	0.00846043
Cell_2442	1.54006e-57	6.69693e-58	0.00321153	0.00166276	0.775811	2.14941e-05	0.00623822	6.40582e-06	3.49726e-61	1.44932e-30	0.213049
Cell_2443	9.43199e-12	1.41797e-06	0.0218925	0.000572122	0.281292	0.456553	0.228922	0.00686789	6.67393e-12	9.30051e-08	0.00389903
Cell_2444	2.57569e-31	2.68585e-30	0.0322113	0.000840437	0.570189	0.321324	0.0627178	0.00482593	8.7179e-32	1.12812e-10	0.00789084
Cell_2445	6.76302e-12	0.125885	1.47746e-43	3.85064e-45	4.73416e-43	1.73644e-40	0.872582	2.60504e-42	2.69691e-10	0.00153309	6.54434e-45
Cell_2446	3.40239e-46	9.64207e-39	0.00684829	0.000178715	0.966148	0.000122571	0.0133273	1.84121e-06	2.0662e-49	2.57885e-18	0.013373
Cell_2447	8.48771e-77	3.55244e-49	0.0300365	0.000783472	0.8434	0.0549681	0.0583176	0.000825323	5.27029e-78	5.82521e-10	0.0116685
Cell_2448	3.0084e-56	5.38665e-48	0.011928	0.000310848	0.95056	0.000888908	0.0231599	1.33345e-05	7.60692e-59	2.4607e-12	0.0131391
Cell_2449	3.79836e-47	1.77229e-48	1.58975e-11	0.00420247	7.06427e-11	6.47911e-09	3.09537e-11	0.985893	5.25248e-46	7.44402e-29	0.00990488
Cell_2450	0.675293	0.293649	2.84153e-20	9.74767e-22	4.50761e-17	8.34761e-25	0.0273191	1.64835e-26	6.73109e-07	0.00373786	8.20165e-19
Cell_2451	1.08574e-45	1.16525e-40	0.00259259	6.76011e-05	0.0120836	0.965562	0.00503463	0.0144924	1.372e-44	9.1703e-10	0.000167118
Cell_2452	4.53214e-44	1.18208e-34	1.73021e-05	0.0393472	0.000784615	1.02365e-05	3.36262e-05	0.0134	9.09784e-46	1.2275e-10	0.946407
Cell_2453	1.94035e-38	3.12455e-34	0.00127592	3.47005e-05	0.0046858	0.976174	0.00247954	0.015282	5.03696e-37	6.86602e-10	6.75932e-05
Cell_2454	0.663624	0.0298975	2.63631e-27	6.92562e-29	3.89237e-26	3.57626e-26	0.000665179	5.40792e-28	0.305448	0.000364813	5.42354e-28
Cell_2455	0.0670915	0.00300958	1.07818e-23	3.18712e-25	5.17009e-23	4.40331e-21	0.000167351	7.49253e-23	0.929695	3.68563e-05	8.10614e-25
Cell_2456	2.36996e-82	2.49546e-64	3.08896e-23	0.0519764	3.75791e-22	6.32513e-22	5.99808e-23	0.612636	1.64658e-82	1.95583e-31	0.335387
Cell_2457	5.05501e-57	4.90483e-54	0.00205772	5.36486e-05	0.00916513	0.970044	0.0039951	0.014558	8.08555e-56	8.64445e-12	0.000126741
Cell_2458	2.52363e-76	4.0097e-59	0.0270592	0.000705535	0.332429	0.574054	0.0525387	0.00861579	1.81655e-76	1.4678e-22	0.00459736
Cell_2459	9.13113e-80	5.46822e-61	0.0259217	0.000683147	0.348373	0.561221	0.0504173	0.0085138	6.70776e-80	2.05198e-39	0.0048697
Cell_2460	2.04887e-26	4.34042e-16	0.00659879	0.000174122	0.966265	0.00014151	0.0131374	2.14939e-06	1.4908e-29	0.000157618	0.0135236
Cell_2461	1.43319e-52	2.21952e-48	0.0189739	0.000501381	0.922866	0.0077643	0.0368417	0.000118101	1.98991e-54	4.67562e-14	0.0129347
Cell_2462	5.26937e-51	1.37073e-50	0.000893239	2.32801e-05	0.00298376	0.979627	0.00173531	0.0146966	1.96081e-49	2.12783e-24	4.12466e-05
Cell_2463	3.31818e-08	1.48853e-09	1.88092e-14	4.90166e-16	9.63434e-13	5.86887e-15	0.904639	8.80375e-17	3.51292e-10	0.0953612	1.33169e-14
Cell_2464	9.16083e-26	3.76367e-15	1.3292e-06	0.00128136	1.45037e-05	3.82866e-05	0.970003	0.0212455	8.95313e-26	6.36376e-17	0.00741591
Cell_2465	0.111934	0.843323	8.47395e-12	2.56892e-13	1.70637e-10	6.53606e-11	0.00379025	1.14056e-12	0.0292937	0.0116595	2.74374e-12
Cell_2466	5.81558e-101	4.06934e-95	0.00528823	0.00013782	0.970845	4.14366e-05	0.0102671	6.21618e-07	1.54614e-104	1.38456e-50	0.0134201
Cell_2467	0.587681	0.027625	9.5086e-29	3.09798e-30	1.28717e-27	1.83222e-27	0.000132711	3.43619e-29	0.384224	0.000336977	2.22436e-29
Cell_2468	4.81312e-78	3.99762e-59	0.000973445	0.00013238	0.00347194	0.921171	0.0018916	0.0721093	1.54539e-76	1.83664e-34	0.000250433
Cell_2469	1.46786e-76	2.84793e-71	0.00218351	5.69485e-05	0.979963	1.31523e-06	0.00423931	1.97455e-08	2.99995e-81	5.59463e-28	0.0135563
Cell_2470	5.90831e-83	3.1962e-81	2.09933e-39	0.00961458	1.26474e-38	3.64024e-37	4.07603e-39	0.959663	3.47612e-82	1.86337e-43	0.0307227
Cell_2471	0.0178714	0.550842	1.8653e-39	5.05698e-41	7.23808e-39	1.28623e-36	0.00644676	2.00724e-38	0.418128	0.00671161	1.04081e-40
Cell_2472	9.65783e-33	4.45762e-34	0.0261579	0.000681934	0.402234	0.287526	0.273523	0.00431476	3.60195e-33	2.92376e-35	0.00556194
Cell_2473	1.23833e-17	2.62801e-17	0.0326902	0.000855662	0.592085	0.286557	0.0752742	0.00431753	3.68309e-18	9.80348e-12	0.00822007
Cell_2474	1.08846e-50	4.53878e-30	6.5018e-08	1.69553e-09	9.39578e-07	8.33145e-07	0.999998	1.25064e-08	4.73243e-51	7.47529e-17	1.29961e-08
Cell_2475	2.13804e-43	1.57561e-39	0.0139231	0.00037644	0.943142	0.00177413	0.027034	2.76113e-05	9.24381e-46	0.000197319	0.0135252
Cell_2476	3.11847e-82	1.11988e-70	0.000855405	2.23031e-05	0.00276017	0.979955	0.0016618	0.0147075	1.21216e-80	1.73843e-44	3.81714e-05
Cell_2477	2.29364e-65	2.46011e-51	1.38601e-10	0.00228025	5.11865e-10	1.04883e-07	2.6933e-10	0.993253	5.88907e-64	1.13026e-26	0.00446662
Cell_2478	8.89019e-47	7.72875e-42	0.025252	0.0130741	0.654869	0.0599888	0.0490409	0.0178783	7.16585e-48	6.04363e-05	0.179837
Cell_2479	2.3348e-51	3.44163e-50	1.16205e-14	0.0270007	1.0417e-13	6.315e-13	2.25635e-14	0.844619	4.30506e-51	1.1393e-15	0.12838
Cell_2480	1.50858e-60	9.09653e-52	0.001794	0.00169224	0.00893633	0.634892	0.00348372	0.344731	1.81146e-59	3.49057e-20	0.00447103
Cell_2481	2.13294e-78	8.53526e-58	0.000941456	2.45634e-05	0.00321837	0.979235	0.00182933	0.0147067	7.52747e-77	3.30724e-21	4.4538e-05
Cell_2482	8.51626e-29	3.84464e-30	0.00623746	0.000163435	0.0417249	0.923888	0.0134715	0.0139347	4.28e-28	2.56721e-17	0.000579884
Cell_2483	1.03385e-64	2.34685e-57	0.0219512	0.000572676	0.906265	0.0158133	0.0426201	0.000237473	2.52701e-66	3.06906e-12	0.0125405
Cell_2484	2.5571e-63	5.74718e-50	0.00356929	9.30169e-05	0.0188621	0.955944	0.00692979	0.0143401	2.32371e-62	1.51335e-06	0.000260721
Cell_2485	1.57755e-53	7.07673e-55	9.57134e-27	0.0451926	1.21228e-25	2.39599e-25	1.85918e-26	0.651206	1.33992e-53	1.53151e-27	0.303601
Cell_2486	9.69683e-37	5.74081e-31	0.00143627	3.76666e-05	0.0681385	0.000794225	0.928634	1.19896e-05	1.81937e-38	1.68386e-22	0.000947808
Cell_2487	3.96992e-43	1.78136e-44	0.015276	0.000442536	0.936054	0.00409902	0.029677	6.8353e-05	3.61439e-45	2.76527e-18	0.0143829
Cell_2488	1.29078e-37	1.6102e-35	0.00149767	3.92971e-05	0.00585763	0.974678	0.00290835	0.0147212	2.85023e-36	0.000216166	8.15214e-05
Cell_2489	3.48987e-08	0.983133	1.39352e-29	3.63411e-31	5.18238e-29	1.00996e-26	0.00488183	1.51611e-28	8.58192e-07	0.0119842	7.16838e-31
Cell_2490	2.21515e-60	1.91117e-20	0.0100237	0.000264825	0.0801045	0.875369	0.0196013	0.0133125	6.5637e-60	0.000201249	0.00112252
Cell_2491	2.5852e-77	4.42213e-56	0.0338956	0.00088814	0.531549	0.355114	0.0658097	0.00535606	9.18972e-78	5.92715e-16	0.00738735
Cell_2492	2.81853e-65	1.47269e-50	0.0311381	0.000811497	0.464661	0.429144	0.0613846	0.00643781	1.31801e-65	1.3856e-26	0.00642301
Cell_2493	9.6754e-12	3.66471e-05	0.000821812	2.15755e-05	0.00257643	0.977494	0.00315872	0.0147721	3.90476e-10	0.00108234	3.58768e-05
Cell_2494	7.97287e-55	1.05849e-46	1.53809e-06	0.0127689	0.00022411	3.80852e-08	2.98742e-06	0.000181997	6.69839e-58	1.50476e-18	0.98682
Cell_2495	2.79298e-40	1.26277e-41	0.0316812	0.000825689	0.45416	0.424716	0.061511	0.00637166	1.27042e-40	0.0144556	0.00627814
Cell_2496	2.31679e-52	1.00745e-52	0.00235325	6.33805e-05	0.97857	3.45892e-06	0.00503015	5.3625e-08	1.15543e-56	1.91878e-45	0.0139793
Cell_2497	2.22231e-79	1.48625e-73	0.00500139	0.000130339	0.971694	3.1176e-05	0.0097116	4.67675e-07	4.7002e-83	1.16485e-40	0.0134314
Cell_2498	1.47611e-67	1.95028e-68	0.00651237	0.000169829	0.966964	0.000143737	0.0128334	2.15765e-06	1.10543e-70	4.503e-55	0.0133749
Cell_2499	4.05297e-08	2.26808e-07	0.00133296	3.48798e-05	0.00501545	0.974636	0.00413783	0.0146805	1.0055e-06	9.19704e-05	6.96106e-05
Cell_2500	3.13976e-63	2.29801e-54	0.0194514	0.000507369	0.204302	0.724126	0.0379137	0.0108725	3.96592e-63	5.15664e-36	0.00282653
Cell_2501	3.82355e-06	0.914485	2.94663e-25	8.53618e-27	3.37649e-24	1.00182e-23	0.0743477	1.67057e-25	4.41074e-06	0.0111587	5.18812e-26
Cell_2502	1.49216e-51	1.04516e-44	0.00895685	0.000252942	0.958669	0.000359145	0.0173964	5.83816e-06	2.03008e-54	2.73696e-16	0.0143596
Cell_2503	1.69609e-30	1.22054e-22	4.38065e-13	1.14157e-14	6.86366e-11	4.54924e-15	1	6.82409e-17	5.9763e-34	3.94423e-12	9.48699e-13
Cell_2504	4.95399e-52	1.36924e-40	0.0117703	0.000307028	0.95071	0.00115994	0.0228813	1.74168e-05	1.65649e-54	1.38978e-17	0.0131537
Cell_2505	3.5037e-23	1.52357e-23	0.0313715	0.00089411	0.466247	0.425966	0.0614855	0.00698829	1.61417e-23	1.53806e-08	0.00704821
Cell_2506	3.77109e-83	1.20594e-53	0.0013084	3.40963e-05	0.982037	1.56479e-07	0.00254022	2.34727e-09	1.53027e-88	0.000506163	0.0135738
Cell_2507	6.75551e-26	2.7862e-17	2.51263e-38	6.54902e-40	1.69061e-37	3.12294e-36	1	4.68544e-38	2.84889e-25	3.39445e-19	2.33722e-39
Cell_2508	1.37317e-28	5.97119e-29	0.011003	0.000287119	0.0933355	0.859773	0.021392	0.0129145	3.64067e-28	2.7172e-06	0.00129183
Cell_2509	5.19408e-60	2.28391e-39	1.14243e-20	0.0557833	3.3337e-19	2.87564e-20	2.25736e-20	0.0808256	4.43605e-61	1.38288e-26	0.863391
Cell_2510	2.34892e-60	8.56347e-60	0.000883829	2.30747e-05	0.00288161	0.979732	0.00171622	0.0147236	8.83468e-59	2.50832e-27	3.99034e-05
Cell_2511	2.75919e-81	1.44346e-57	6.62036e-11	0.0546194	2.06905e-09	8.41784e-11	1.28535e-10	0.0399766	1.19038e-82	2.54401e-15	0.905404
Cell_2512	0.0419774	0.00193749	7.81926e-17	2.05717e-18	3.00576e-16	5.24307e-14	0.00102765	7.94016e-16	0.955033	2.4325e-05	4.19436e-18
Cell_2513	2.75601e-19	1.66337e-17	0.00183102	4.77585e-05	0.98086	8.37596e-07	0.00369017	1.25757e-08	4.27764e-24	2.94251e-07	0.0135697
Cell_2514	4.69393e-64	4.06658e-50	0.0151654	0.000555942	0.932599	0.00401594	0.0294454	8.47424e-05	4.21747e-66	2.23294e-13	0.0181333
Cell_2515	3.67399e-22	2.8279e-20	0.00156826	4.10263e-05	0.981667	5.38172e-07	0.00307367	8.10409e-09	4.27784e-27	2.85479e-05	0.0136212
Cell_2516	7.41403e-90	3.32547e-91	0.00210484	5.48609e-05	0.00925052	0.969824	0.00408741	0.0145505	1.15907e-88	4.46438e-60	0.000127884
Cell_2517	2.7337e-13	0.984952	9.20641e-16	2.39938e-17	1.04973e-13	2.8748e-17	0.0025964	4.31278e-19	2.89636e-16	0.0124513	1.45109e-15
Cell_2518	0.151765	0.00720045	3.2246e-24	8.68487e-26	2.02683e-23	5.2652e-22	0.000146058	8.16285e-24	0.840801	8.81235e-05	2.89542e-25
Cell_2519	4.22576e-40	2.01195e-31	9.69039e-08	0.00411795	4.50611e-07	4.02956e-05	1.88448e-07	0.985684	5.96218e-39	1.7614e-09	0.0101566
Cell_2520	1.64298e-56	1.27584e-43	0.0184228	0.000481297	0.187897	0.742798	0.0357688	0.0111704	2.24766e-56	0.000857684	0.00260366
Cell_2521	3.02576e-24	7.74542e-07	0.000216213	0.0648433	0.00379578	0.00187227	0.00226086	0.323215	8.89006e-25	5.08024e-08	0.603796
Cell_2522	6.92852e-23	1.46927e-18	0.00125198	3.34023e-05	0.00496411	0.965757	0.0130914	0.0148316	1.81341e-21	9.63695e-20	7.02471e-05
Cell_2523	7.86736e-59	1.55756e-42	3.12086e-05	8.16427e-07	0.986222	6.91757e-14	6.16658e-05	1.04169e-15	5.91687e-69	9.43089e-30	0.0136844
Cell_2524	2.02374e-42	2.41262e-31	0.0327983	0.000867753	0.537341	0.350562	0.0637053	0.00533885	7.33925e-43	0.00184686	0.00754051
Cell_2525	4.12013e-45	2.62922e-46	8.56158e-06	0.0656853	0.000137562	8.47516e-05	1.66811e-05	0.374285	1.38385e-45	1.60074e-27	0.559782
Cell_2526	1.3874e-46	4.59235e-39	0.0084527	0.000220977	0.96126	0.000275296	0.016458	4.14277e-06	1.53316e-49	1.92889e-19	0.013329
Cell_2527	1.8942e-17	4.39714e-18	0.0256594	0.000670258	0.874772	0.0351631	0.0510848	0.000528716	8.80746e-19	1.59677e-06	0.0121199
Cell_2528	0.228098	0.0102353	9.15688e-27	2.39547e-28	6.80921e-26	9.01015e-25	8.88779e-06	1.3568e-26	0.761533	0.000125089	9.44816e-28
Cell_2529	3.28059e-61	4.52606e-49	0.00985887	0.00106886	0.916501	0.00068184	0.0191441	4.25517e-05	7.69821e-64	1.77766e-09	0.052703
Cell_2530	1.57188e-53	3.78299e-51	0.00674427	0.000175793	0.0469387	0.918554	0.0131568	0.013782	7.26393e-53	6.07931e-27	0.000648942
Cell_2531	8.32965e-18	1.47623e-15	2.63219e-05	6.87317e-07	0.00143681	7.75786e-06	0.995076	1.16606e-07	8.32979e-20	0.00343191	1.98996e-05
Cell_2532	7.18975e-42	4.60919e-43	0.000968628	2.52928e-05	0.983501	8.86894e-08	0.00188396	1.33306e-09	2.23363e-47	1.72962e-21	0.0136214
Cell_2533	5.60442e-20	5.77129e-18	0.0270233	0.000704877	0.328637	0.575687	0.0530417	0.00864374	4.051e-20	0.00171611	0.00454673
Cell_2534	1.14978e-42	2.06955e-32	0.0113388	0.000301027	0.951465	0.00139165	0.0220842	2.12671e-05	4.78806e-45	3.34433e-13	0.013398
Cell_2535	5.89933e-33	8.5348e-34	0.000969416	2.59259e-05	0.00336551	0.978641	0.00188435	0.0150656	2.02069e-31	1.90565e-10	4.77398e-05
Cell_2536	4.91327e-53	5.88155e-39	0.0334388	0.000871581	0.528373	0.359654	0.0649619	0.00539612	1.79303e-53	9.13012e-13	0.00730474
Cell_2537	6.57478e-17	2.85903e-17	0.0214163	0.000561936	0.241685	0.6703	0.052549	0.010124	6.98216e-17	1.26276e-12	0.00336357
Cell_2538	6.43534e-35	1.45322e-32	0.00373699	0.000106507	0.972825	2.00295e-05	0.00860498	3.28598e-07	1.17031e-38	5.42108e-27	0.0147061
Cell_2539	4.01207e-96	1.95507e-97	5.68464e-18	0.0531305	1.83915e-16	6.53219e-18	1.10376e-17	0.035143	1.56425e-97	5.82462e-62	0.911726
Cell_2540	5.18992e-29	4.9318e-11	0.00105718	2.77916e-05	0.941856	1.236e-07	0.0439266	1.87035e-09	2.05879e-34	3.21346e-10	0.0131328
Cell_2541	1.86468e-61	8.84696e-63	6.71055e-19	0.0223228	5.51052e-18	4.59807e-17	1.30982e-18	0.88045	4.33516e-61	2.97993e-31	0.0972275
Cell_2542	1.09295e-55	3.80241e-41	0.00602532	0.000157489	0.9686	8.64953e-05	0.0116993	1.30137e-06	5.32347e-59	1.96954e-06	0.0134283
Cell_2543	2.37336e-34	2.74208e-33	3.92446e-07	0.012862	2.76257e-06	4.97768e-05	7.66192e-07	0.939061	1.0214e-33	2.66973e-16	0.0480229
Cell_2544	3.14933e-47	7.09332e-28	0.010977	0.000286458	0.953053	0.000800818	0.0213352	1.20296e-05	7.79565e-50	0.000343769	0.0131917
Cell_2545	7.10318e-26	2.34133e-26	0.0336796	0.00115487	0.569851	0.312242	0.0654798	0.00616309	2.2344e-26	0.00106543	0.0103642
Cell_2546	6.7987e-42	4.38495e-39	0.00615715	0.000161331	0.967462	0.000101455	0.0126706	1.5302e-06	3.80102e-45	2.95344e-30	0.0134456
Cell_2547	2.78982e-63	2.2976e-39	0.00630937	0.000164944	0.0415011	0.923695	0.0122505	0.0139001	1.3858e-62	0.0016032	0.000575463
