cell	Node 0	Node 1
Cell_3337	0.000136925	0.999863
Cell_3338	5.58307e-14	1
Cell_3339	3.12284e-56	1
Cell_3340	8.66556e-54	1
Cell_3341	3.96163e-31	1
Cell_3342	1.14526e-14	1
Cell_3343	5.49281e-20	1
Cell_3344	3.88495e-56	1
Cell_3345	1.64187e-46	1
Cell_3346	3.95212e-26	1
Cell_3347	5.95773e-54	1
Cell_3348	2.9765e-53	1
Cell_3349	4.66869e-61	1
Cell_3350	1.25629e-66	1
Cell_3351	1.28888e-19	1
Cell_3352	1.31299e-65	1
Cell_3353	1.03283e-85	1
Cell_3354	0.991226	0.00877431
Cell_3355	8.98234e-49	1
Cell_3356	2.65551e-81	1
Cell_3357	2.10254e-104	1
Cell_3358	1.77331e-09	1
Cell_3359	2.15016e-66	1
Cell_3360	1.37917e-23	1
Cell_3361	3.66454e-29	1
Cell_3362	1.10973e-67	1
Cell_3363	1.28103e-84	1
Cell_3364	6.47175e-17	1
Cell_3365	1.60725e-59	1
Cell_3366	4.29611e-72	1
Cell_3367	1.46532e-20	1
Cell_3368	1.56569e-75	1
Cell_3369	1.15603e-32	1
Cell_3370	1.18781e-46	1
Cell_3371	1.32958e-67	1
Cell_3372	3.50415e-83	1
Cell_3373	9.42678e-27	1
Cell_3374	1.32907e-64	1
Cell_3375	2.46165e-75	1
Cell_3376	1.83274e-52	1
Cell_3377	3.16543e-59	1
Cell_3378	6.89232e-56	1
Cell_3379	1.07865e-41	1
Cell_3380	9.07766e-67	1
Cell_3381	4.60778e-86	1
Cell_3382	1.50462e-23	1
Cell_3383	3.23405e-66	1
Cell_3384	7.36527e-63	1
Cell_3385	2.91044e-54	1
Cell_3386	9.11452e-62	1
Cell_3387	2.4619e-79	1
Cell_3388	8.67559e-62	1
Cell_3389	1.1249e-47	1
Cell_3390	5.97958e-56	1
Cell_3391	7.27435e-37	1
Cell_3392	5.42832e-68	1
Cell_3393	2.77204e-84	1
Cell_3394	2.46943e-09	1
Cell_3395	3.14167e-50	1
Cell_3396	3.35316e-23	1
Cell_3397	3.51075e-79	1
Cell_3398	5.11167e-65	1
Cell_3399	3.77821e-71	1
Cell_3400	1.73056e-57	1
Cell_3401	5.18351e-96	1
Cell_3402	5.76655e-15	1
Cell_3403	1.82716e-101	1
Cell_3404	5.62182e-50	1
Cell_3405	0.965939	0.034061
Cell_3406	2.9617e-88	1
Cell_3407	1.99004e-52	1
Cell_3408	4.14205e-67	1
Cell_3409	1.50126e-24	1
Cell_3410	1.35577e-22	1
Cell_3411	1.49055e-54	1
Cell_3412	2.50997e-94	1
Cell_3413	0.999387	0.00061321
Cell_3414	3.46185e-28	1
Cell_3415	4.16567e-32	1
Cell_3416	7.47491e-74	1
Cell_3417	6.63604e-55	1
Cell_3418	2.54796e-41	1
Cell_3419	2.68416e-41	1
Cell_3420	2.73179e-09	1
Cell_3421	5.17264e-73	1
Cell_3422	2.0627e-79	1
Cell_3423	2.88105e-79	1
Cell_3424	1.08627e-34	1
Cell_3425	1.12567e-64	1
Cell_3426	1.97005e-46	1
Cell_3427	1.5571e-85	1
Cell_3428	1.82901e-39	1
Cell_3429	6.38336e-58	1
Cell_3430	3.52159e-81	1
Cell_3431	2.16076e-109	1
Cell_3432	5.07815e-71	1
Cell_3433	2.51942e-57	1
Cell_3434	2.99685e-54	1
Cell_3435	6.46732e-27	1
Cell_3436	1.63914e-57	1
Cell_3437	2.13981e-50	1
Cell_3438	1.02636e-61	1
Cell_3439	5.53864e-43	1
Cell_3440	5.42584e-104	1
Cell_3441	4.90794e-44	1
Cell_3442	8.04139e-112	1
Cell_3443	1.1986e-39	1
Cell_3444	4.29418e-45	1
Cell_3445	4.0198e-67	1
Cell_3446	3.45462e-79	1
Cell_3447	5.84965e-127	1
Cell_3448	2.7834e-112	1
Cell_3449	8.38096e-45	1
Cell_3450	1.50453e-104	1
Cell_3451	3.0857e-63	1
Cell_3452	1.57595e-113	1
Cell_3453	1.31656e-53	1
Cell_3454	2.40221e-87	1
Cell_3455	1.97915e-47	1
Cell_3456	5.23693e-60	1
Cell_3457	5.4605e-67	1
Cell_3458	4.45217e-47	1
Cell_3459	6.83938e-64	1
Cell_3460	3.46643e-82	1
Cell_3461	1.22419e-65	1
Cell_3462	1.30529e-72	1
Cell_3463	1.2807e-23	1
Cell_3464	4.44524e-103	1
Cell_3465	1.19224e-35	1
Cell_3466	2.32385e-50	1
Cell_3467	3.15763e-56	1
Cell_3468	8.62825e-69	1
Cell_3469	7.39524e-97	1
Cell_3470	1.06393e-63	1
Cell_3471	7.80205e-65	1
Cell_3472	8.78031e-83	1
Cell_3473	2.6834e-75	1
Cell_3474	0.982545	0.0174552
Cell_3475	9.83037e-29	1
Cell_3476	7.76918e-81	1
Cell_3477	1.78873e-112	1
Cell_3478	5.71555e-25	1
Cell_3479	2.07718e-44	1
Cell_3480	1.75352e-37	1
Cell_3481	1.00835e-44	1
Cell_3482	4.37989e-72	1
Cell_3483	3.4688e-114	1
Cell_3484	5.49232e-92	1
Cell_3485	6.4235e-119	1
Cell_3486	1.315e-05	0.999987
Cell_3487	1.56592e-43	1
Cell_3488	7.68672e-95	1
Cell_3489	5.01534e-75	1
Cell_3490	1.27428e-42	1
Cell_3491	2.28112e-29	1
Cell_3492	2.71676e-83	1
Cell_3493	4.21091e-44	1
Cell_3494	4.28021e-68	1
Cell_3495	1.35349e-59	1
Cell_3496	1.84311e-25	1
Cell_3497	1.54652e-68	1
Cell_3498	1.06134e-71	1
Cell_3499	5.71686e-76	1
Cell_3500	2.98316e-96	1
Cell_3501	2.47611e-105	1
Cell_3502	1.48441e-76	1
Cell_3503	1.75714e-81	1
Cell_3504	2.03835e-56	1
Cell_3505	1.26947e-54	1
Cell_3506	2.53122e-77	1
Cell_3507	9.41945e-109	1
Cell_3508	1.43431e-115	1
Cell_3509	2.7956e-38	1
Cell_3510	3.68206e-119	1
Cell_3511	8.95981e-85	1
Cell_3512	3.04725e-49	1
Cell_3513	2.38413e-82	1
Cell_3514	1.05632e-41	1
Cell_3515	1.80083e-53	1
Cell_3516	3.56063e-73	1
Cell_3517	2.95983e-65	1
Cell_3518	7.41457e-65	1
Cell_3519	7.28461e-49	1
Cell_3520	1.64452e-81	1
Cell_3521	3.24793e-86	1
Cell_3522	2.95506e-45	1
Cell_3523	7.14514e-19	1
Cell_3524	6.91102e-26	1
Cell_3525	3.08385e-42	1
Cell_3526	3.59091e-55	1
Cell_3527	0.000211571	0.999788
Cell_3528	3.83934e-129	1
Cell_3529	5.70887e-42	1
Cell_3530	6.31847e-99	1
Cell_3531	0.000103074	0.999897
Cell_3532	4.88964e-99	1
Cell_3533	4.95939e-62	1
Cell_3534	4.70867e-93	1
Cell_3535	8.25319e-37	1
Cell_3536	5.08792e-74	1
Cell_3537	1.9419e-88	1
Cell_3538	7.29739e-87	1
Cell_3539	1.70739e-35	1
Cell_3540	2.39334e-127	1
Cell_3541	2.39718e-97	1
Cell_3542	1.36124e-43	1
Cell_3543	7.45935e-81	1
Cell_3544	1.52931e-70	1
Cell_3545	4.81498e-77	1
Cell_3546	2.12036e-36	1
Cell_3547	6.4102e-60	1
Cell_3548	3.74852e-13	1
Cell_3549	1.57898e-110	1
Cell_3550	2.38047e-87	1
Cell_3551	3.431e-68	1
Cell_3552	2.22467e-74	1
Cell_3553	2.7451e-72	1
Cell_3554	0.999416	0.000583929
Cell_3555	4.63052e-56	1
Cell_3556	1.86185e-91	1
Cell_3557	3.77476e-40	1
Cell_3558	7.1386e-54	1
Cell_3559	5.19431e-50	1
Cell_3560	3.54248e-79	1
Cell_3561	9.21462e-79	1
Cell_3562	4.40368e-100	1
Cell_3563	1.07401e-65	1
Cell_3564	9.52616e-62	1
Cell_3565	2.65845e-76	1
Cell_3566	1.56075e-84	1
Cell_3567	6.46545e-61	1
Cell_3568	3.29208e-109	1
Cell_3569	0.238739	0.761261
Cell_3570	8.13585e-43	1
Cell_3571	2.27025e-66	1
Cell_3572	6.71246e-71	1
Cell_3573	1.08072e-56	1
Cell_3574	2.74296e-69	1
Cell_3575	2.95887e-51	1
Cell_3576	1.06045e-75	1
Cell_3577	1.58032e-51	1
Cell_3578	8.95093e-53	1
Cell_3579	4.93249e-49	1
Cell_3580	3.54546e-46	1
Cell_3581	1.89631e-44	1
Cell_3582	5.03278e-69	1
Cell_3583	7.12462e-52	1
Cell_3584	8.62317e-59	1
Cell_3585	2.04491e-115	1
Cell_3586	8.12476e-35	1
Cell_3587	5.06652e-47	1
Cell_3588	4.6686e-90	1
Cell_3589	1.52353e-100	1
Cell_3590	8.10901e-86	1
Cell_3591	4.00813e-52	1
Cell_3592	8.74209e-66	1
Cell_3593	7.52378e-110	1
Cell_3594	6.11502e-36	1
Cell_3595	1.06432e-62	1
Cell_3596	8.79564e-88	1
Cell_3597	2.11701e-20	1
Cell_3598	1.59968e-57	1
Cell_3599	4.03266e-66	1
Cell_3600	1.44161e-45	1
Cell_3601	5.73852e-75	1
Cell_3602	1.08755e-16	1
Cell_3603	3.16321e-64	1
Cell_3604	2.77639e-67	1
Cell_3605	1.40704e-36	1
Cell_3606	3.88601e-52	1
Cell_3607	5.27775e-66	1
Cell_3608	5.9694e-52	1
Cell_3609	2.46821e-75	1
Cell_3610	5.17855e-38	1
Cell_3611	1.10881e-14	1
Cell_3612	8.54998e-96	1
Cell_3613	6.07502e-86	1
Cell_3614	7.24568e-38	1
Cell_3615	1.11008e-59	1
Cell_3616	3.07728e-71	1
Cell_3617	1.33587e-53	1
Cell_3618	8.16687e-57	1
Cell_3619	3.3045e-57	1
Cell_3620	3.41279e-108	1
Cell_3621	3.16558e-68	1
Cell_3622	3.94917e-67	1
Cell_3623	5.24574e-29	1
Cell_3624	9.17838e-88	1
Cell_3625	2.296e-88	1
Cell_3626	2.37307e-85	1
Cell_3627	5.36006e-67	1
Cell_3628	1.02175e-65	1
Cell_3629	9.95184e-64	1
Cell_3630	1.227e-13	1
Cell_3631	8.14689e-106	1
Cell_3632	6.49269e-08	1
Cell_3633	9.01587e-56	1
Cell_3634	2.10942e-76	1
Cell_3635	5.2429e-09	1
Cell_3636	2.37098e-103	1
Cell_3637	1.1648e-33	1
Cell_3638	2.75215e-17	1
Cell_3639	2.84262e-63	1
Cell_3640	3.11447e-63	1
Cell_3641	4.86277e-80	1
Cell_3642	2.50777e-59	1
Cell_3643	1.24382e-69	1
Cell_3644	9.47713e-48	1
Cell_3645	2.63986e-93	1
Cell_3646	1.18168e-08	1
Cell_3647	9.78506e-55	1
Cell_3648	3.00877e-56	1
Cell_3649	6.83026e-26	1
Cell_3650	8.18472e-34	1
Cell_3651	3.00509e-86	1
Cell_3652	1.86735e-50	1
Cell_3653	7.2534e-08	1
Cell_3654	1.25172e-48	1
Cell_3655	2.33766e-69	1
Cell_3656	7.03343e-107	1
Cell_3657	8.82198e-66	1
Cell_3658	2.40979e-41	1
Cell_3659	1.65841e-41	1
Cell_3660	3.1825e-06	0.999997
Cell_3661	5.23149e-46	1
Cell_3662	1.14396e-29	1
Cell_3663	9.35767e-49	1
Cell_3664	1.52567e-40	1
Cell_3665	3.12752e-83	1
Cell_3666	9.60277e-64	1
Cell_3667	5.34059e-55	1
Cell_3668	8.52534e-54	1
Cell_3669	5.62828e-85	1
Cell_3670	3.28833e-58	1
Cell_3671	5.47446e-33	1
Cell_3672	1.39822e-88	1
Cell_3673	2.71303e-58	1
Cell_3674	6.11938e-43	1
Cell_3675	1.69151e-120	1
Cell_3676	6.33083e-58	1
Cell_3677	3.01324e-136	1
Cell_3678	1.94515e-42	1
Cell_3679	8.71952e-46	1
Cell_3680	4.98247e-45	1
Cell_3681	1.97545e-63	1
Cell_3682	8.37055e-36	1
Cell_3683	1.64509e-41	1
Cell_3684	9.85106e-63	1
Cell_3685	6.80569e-72	1
Cell_3686	3.38313e-84	1
Cell_3687	1.00262e-76	1
Cell_3688	6.68428e-62	1
Cell_3689	4.70905e-97	1
Cell_3690	4.99642e-89	1
Cell_3691	1.34648e-70	1
Cell_3692	4.22066e-79	1
Cell_3693	8.2242e-41	1
Cell_3694	7.72936e-133	1
Cell_3695	1.37576e-119	1
Cell_3696	5.48407e-34	1
Cell_3697	1.42511e-53	1
Cell_3698	8.14845e-16	1
Cell_3699	2.71157e-67	1
Cell_3700	2.14775e-119	1
Cell_3701	7.46652e-25	1
Cell_3702	1.10946e-22	1
Cell_3703	3.14577e-31	1
Cell_3704	6.00424e-83	1
Cell_3705	1.01983e-66	1
Cell_3706	1.946e-117	1
Cell_3707	6.25654e-57	1
Cell_3708	5.73317e-65	1
Cell_3709	2.68178e-59	1
Cell_3710	1.78595e-89	1
Cell_3711	4.92082e-97	1
Cell_3712	3.05215e-40	1
Cell_3713	3.01872e-21	1
Cell_3714	6.69671e-116	1
Cell_3715	2.24342e-81	1
Cell_3716	6.16675e-61	1
Cell_3717	7.60807e-76	1
Cell_3718	1.21925e-53	1
Cell_3719	4.81582e-81	1
Cell_3720	4.13032e-59	1
Cell_3721	3.20083e-125	1
Cell_3722	6.77637e-127	1
Cell_3723	4.4002e-111	1
Cell_3724	1.22476e-51	1
Cell_3725	1.95754e-88	1
Cell_3726	0.908234	0.0917661
Cell_3727	3.41176e-42	1
Cell_3728	4.6192e-36	1
Cell_3729	1.23422e-23	1
Cell_3730	1.45165e-72	1
Cell_3731	1.37876e-38	1
Cell_3732	1.10291e-95	1
Cell_3733	1.95707e-80	1
Cell_3734	1.62306e-44	1
Cell_3735	9.52089e-65	1
Cell_3736	8.2576e-78	1
Cell_3737	1.45333e-23	1
Cell_3738	1.83375e-68	1
Cell_3739	1.40615e-121	1
Cell_3740	1.61558e-95	1
Cell_3741	1.22413e-56	1
Cell_3742	1.65661e-74	1
Cell_3743	8.6315e-46	1
Cell_3744	4.03706e-45	1
Cell_3745	3.29924e-72	1
Cell_3746	3.27543e-91	1
Cell_3747	1.65719e-18	1
Cell_3748	1.60375e-56	1
Cell_3749	1.87023e-62	1
Cell_3750	7.26323e-57	1
Cell_3751	2.96776e-76	1
Cell_3752	4.01349e-88	1
Cell_3753	4.67845e-125	1
Cell_3754	2.03598e-75	1
Cell_3755	1.0358e-92	1
Cell_3756	1.79468e-71	1
Cell_3757	9.6605e-93	1
Cell_3758	7.27426e-67	1
Cell_3759	1.82595e-84	1
Cell_3760	2.85141e-43	1
Cell_3761	4.50975e-116	1
Cell_3762	9.09852e-112	1
Cell_3763	4.37383e-68	1
Cell_3764	3.0361e-60	1
Cell_3765	5.18344e-81	1
Cell_3766	8.59935e-22	1
Cell_3767	1.1455e-97	1
Cell_3768	1.53599e-27	1
Cell_3769	1.3534e-36	1
Cell_3770	1.51451e-96	1
Cell_3771	9.23643e-65	1
Cell_3772	7.81268e-68	1
Cell_3773	1.99256e-92	1
Cell_3774	4.08705e-52	1
Cell_3775	3.13969e-81	1
Cell_3776	6.61983e-74	1
Cell_3777	1.19618e-37	1
Cell_3778	1.14751e-88	1
Cell_3779	4.86526e-87	1
Cell_3780	2.94139e-42	1
Cell_3781	5.13452e-70	1
Cell_3782	2.91606e-14	1
Cell_3783	3.86307e-52	1
Cell_3784	2.26574e-99	1
Cell_3785	7.45724e-39	1
Cell_3786	5.8931e-60	1
Cell_3787	3.90325e-106	1
Cell_3788	3.47471e-78	1
Cell_3789	3.38734e-63	1
Cell_3790	5.63821e-58	1
Cell_3791	1.1603e-59	1
Cell_3792	2.6523e-14	1
Cell_3793	8.86917e-81	1
Cell_3794	1.884e-54	1
Cell_3795	2.20698e-94	1
Cell_3796	1.77234e-113	1
Cell_3797	4.39469e-37	1
Cell_3798	9.59496e-68	1
Cell_3799	1.91203e-59	1
Cell_3800	2.36046e-78	1
Cell_3801	9.44523e-61	1
Cell_3802	1.54641e-38	1
Cell_3803	9.38446e-53	1
Cell_3804	4.21011e-47	1
Cell_3805	4.17433e-86	1
Cell_3806	5.78215e-78	1
Cell_3807	1.45008e-23	1
Cell_3808	8.6932e-72	1
Cell_3809	2.11272e-59	1
Cell_3810	9.83097e-23	1
Cell_3811	4.47265e-60	1
Cell_3812	4.45947e-75	1
Cell_3813	3.95775e-55	1
Cell_3814	7.48495e-25	1
Cell_3815	4.42582e-111	1
Cell_3816	7.50805e-28	1
Cell_3817	2.67846e-73	1
Cell_3818	1.55623e-52	1
Cell_3819	2.1581e-72	1
Cell_3820	1.46352e-40	1
Cell_3821	9.47369e-48	1
Cell_3822	2.58606e-48	1
Cell_3823	6.8375e-95	1
Cell_3824	3.71907e-52	1
Cell_3825	3.65933e-109	1
Cell_3826	4.19184e-65	1
Cell_3827	5.67153e-83	1
Cell_3828	1.1312e-85	1
Cell_3829	1.20588e-55	1
Cell_3830	3.27534e-38	1
Cell_3831	3.93262e-10	1
Cell_3832	7.91782e-49	1
Cell_3833	8.7649e-55	1
Cell_3834	1.06252e-10	1
Cell_3835	6.66787e-53	1
Cell_3836	1.29659e-38	1
Cell_3837	2.08507e-30	1
Cell_3838	1.93724e-80	1
Cell_3839	8.43253e-13	1
Cell_3840	2.71352e-112	1
Cell_3841	3.63369e-97	1
Cell_3842	3.66829e-50	1
Cell_3843	0.999395	0.000605274
Cell_3844	4.02644e-43	1
Cell_3845	3.31783e-30	1
Cell_3846	7.10744e-63	1
Cell_3847	3.66669e-61	1
Cell_3848	5.82523e-97	1
Cell_3849	1.17044e-85	1
Cell_3850	1.88257e-36	1
Cell_3851	7.51583e-37	1
Cell_3852	1.28916e-50	1
Cell_3853	7.27966e-70	1
Cell_3854	1.89302e-74	1
Cell_3855	8.62466e-49	1
Cell_3856	3.08545e-48	1
Cell_3857	1.4831e-100	1
Cell_3858	4.4177e-79	1
Cell_3859	3.68915e-33	1
Cell_3860	4.69427e-69	1
Cell_3861	1.20003e-55	1
Cell_3862	1.24104e-38	1
Cell_3863	7.36739e-31	1
Cell_3864	5.75276e-66	1
Cell_3865	4.345e-78	1
Cell_3866	9.45381e-50	1
Cell_3867	4.48777e-23	1
Cell_3868	4.43285e-46	1
Cell_3869	1.45059e-60	1
Cell_3870	5.70119e-103	1
Cell_3871	4.20278e-103	1
Cell_3872	1.59002e-95	1
Cell_3873	4.24717e-77	1
Cell_3874	0.000900415	0.9991
Cell_3875	2.86659e-75	1
Cell_3876	2.06617e-30	1
Cell_3877	8.22115e-84	1
Cell_3878	4.11119e-36	1
Cell_3879	1.74938e-122	1
Cell_3880	3.74484e-66	1
Cell_3881	1.08867e-53	1
Cell_3882	1.95541e-54	1
Cell_3883	4.37159e-54	1
Cell_3884	3.4946e-50	1
Cell_3885	7.75155e-28	1
Cell_3886	2.26679e-31	1
Cell_3887	1.02153e-54	1
Cell_3888	3.70642e-98	1
Cell_3889	3.75094e-68	1
Cell_3890	1.34845e-90	1
Cell_3891	5.26747e-67	1
Cell_3892	2.68597e-66	1
Cell_3893	1.32654e-50	1
Cell_3894	1.71621e-89	1
Cell_3895	1.13675e-37	1
Cell_3896	6.6097e-75	1
Cell_3897	3.88258e-49	1
Cell_3898	2.06232e-65	1
Cell_3899	2.05082e-29	1
Cell_3900	2.82636e-60	1
Cell_3901	9.43182e-31	1
Cell_3902	1.21652e-40	1
Cell_3903	3.33015e-90	1
Cell_3904	4.32805e-25	1
Cell_3905	5.12641e-54	1
Cell_3906	3.8112e-66	1
Cell_3907	1.78136e-17	1
Cell_3908	8.48295e-66	1
Cell_3909	2.52104e-64	1
Cell_3910	1.38369e-53	1
Cell_3911	1.85684e-20	1
Cell_3912	6.37793e-69	1
Cell_3913	3.84265e-93	1
Cell_3914	1.56241e-55	1
Cell_3915	3.6293e-87	1
Cell_3916	1.02847e-46	1
Cell_3917	1.38844e-63	1
Cell_3918	8.94363e-87	1
Cell_3919	6.93485e-29	1
Cell_3920	9.2087e-50	1
Cell_3921	2.00581e-18	1
Cell_3922	3.74581e-47	1
Cell_3923	5.54779e-55	1
Cell_3924	1.74437e-71	1
Cell_3925	3.16314e-17	1
Cell_3926	3.82783e-67	1
Cell_3927	2.26794e-05	0.999977
Cell_3928	2.19328e-51	1
Cell_3929	8.72956e-98	1
Cell_3930	1.22044e-54	1
Cell_3931	1.26239e-53	1
Cell_3932	7.72697e-59	1
Cell_3933	1.41868e-55	1
Cell_3934	9.26577e-31	1
Cell_3935	2.08774e-58	1
Cell_3936	4.1747e-74	1
Cell_3937	1.48354e-35	1
Cell_3938	5.29114e-31	1
Cell_3939	7.04778e-67	1
Cell_3940	2.27118e-70	1
Cell_3941	4.05182e-21	1
Cell_3942	0.00031253	0.999687
Cell_3943	1.00001e-72	1
Cell_3944	2.59342e-101	1
Cell_3945	4.09712e-30	1
Cell_3946	1.53761e-43	1
Cell_3947	3.9864e-146	1
Cell_3948	1.16103e-93	1
Cell_3949	4.43455e-67	1
Cell_3950	1.13253e-80	1
Cell_3951	4.28961e-46	1
Cell_3952	2.48591e-76	1
Cell_3953	1.45054e-44	1
Cell_3954	5.15391e-67	1
Cell_3955	3.02356e-71	1
Cell_3956	6.03162e-67	1
Cell_3957	1.89505e-50	1
Cell_3958	9.7641e-81	1
Cell_3959	9.53216e-28	1
Cell_3960	2.56157e-66	1
Cell_3961	8.70659e-112	1
Cell_3962	9.02308e-49	1
Cell_3963	7.79109e-118	1
Cell_3964	8.72459e-31	1
Cell_3965	5.9759e-116	1
Cell_3966	2.15909e-42	1
Cell_3967	9.915e-07	0.999999
Cell_3968	1.10578e-100	1
Cell_3969	5.34541e-31	1
Cell_3970	2.09387e-46	1
Cell_3971	1.02975e-86	1
Cell_3972	5.22495e-59	1
Cell_3973	1.22154e-58	1
Cell_3974	9.25276e-122	1
Cell_3975	2.11823e-05	0.999979
Cell_3976	3.25711e-58	1
Cell_3977	6.49425e-30	1
Cell_3978	1.54458e-56	1
Cell_3979	3.03772e-100	1
Cell_3980	2.4412e-45	1
Cell_3981	2.68557e-52	1
Cell_3982	2.84757e-35	1
Cell_3983	1.01537e-61	1
Cell_3984	6.24869e-75	1
Cell_3985	6.79228e-82	1
Cell_3986	5.52264e-85	1
Cell_3987	3.28988e-40	1
Cell_3988	0.999314	0.000685946
Cell_3989	4.23425e-66	1
Cell_3990	2.80861e-89	1
Cell_3991	1.01164e-78	1
Cell_3992	1.01359e-94	1
Cell_3993	2.89337e-51	1
Cell_3994	3.459e-81	1
Cell_3995	7.7126e-30	1
Cell_3996	6.92292e-51	1
Cell_3997	4.44444e-64	1
Cell_3998	1.206e-59	1
Cell_3999	8.91178e-65	1
Cell_4000	8.7495e-21	1
Cell_4001	1.27104e-39	1
Cell_4002	5.42905e-15	1
Cell_4003	1.91411e-96	1
Cell_4004	2.32564e-60	1
Cell_4005	4.65248e-68	1
Cell_4006	2.26831e-86	1
Cell_4007	1.18478e-45	1
Cell_4008	7.91138e-100	1
Cell_4009	7.62057e-16	1
Cell_4010	5.82157e-72	1
Cell_4011	3.14932e-69	1
Cell_4012	8.72612e-95	1
Cell_4013	3.8606e-74	1
Cell_4014	6.72763e-77	1
Cell_4015	3.14e-43	1
Cell_4016	1.01233e-58	1
Cell_4017	6.89287e-53	1
Cell_4018	0.840416	0.159584
Cell_4019	5.62853e-60	1
Cell_4020	8.36429e-36	1
Cell_4021	6.52429e-54	1
Cell_4022	2.39202e-41	1
Cell_4023	3.48205e-61	1
Cell_4024	6.1824e-87	1
Cell_4025	9.35404e-42	1
Cell_4026	4.49499e-43	1
Cell_4027	2.66245e-84	1
Cell_4028	5.05242e-44	1
Cell_4029	3.68064e-72	1
Cell_4030	1.7955e-66	1
Cell_4031	1.72999e-46	1
Cell_4032	3.57712e-69	1
Cell_4033	5.69315e-56	1
Cell_4034	2.89042e-37	1
Cell_4035	6.79246e-47	1
Cell_4036	0.997146	0.00285415
Cell_4037	9.36683e-74	1
Cell_4038	3.8599e-109	1
Cell_4039	3.2871e-57	1
Cell_4040	6.44035e-08	1
Cell_4041	3.09287e-64	1
Cell_4042	6.64351e-50	1
Cell_4043	2.02997e-53	1
Cell_4044	6.38874e-71	1
Cell_4045	4.50467e-40	1
Cell_4046	1.6003e-80	1
Cell_4047	4.33803e-60	1
Cell_4048	6.11073e-56	1
Cell_4049	4.11443e-86	1
Cell_4050	3.28992e-16	1
Cell_4051	0.0011759	0.998824
Cell_4052	1.08515e-68	1
Cell_4053	1.05825e-71	1
Cell_4054	2.93581e-104	1
Cell_4055	1.84978e-52	1
Cell_4056	1.29238e-10	1
Cell_4057	1.84782e-37	1
Cell_4058	3.39841e-74	1
Cell_4059	6.95365e-50	1
Cell_4060	2.62259e-62	1
Cell_4061	0.999411	0.000589466
Cell_4062	1.44099e-60	1
Cell_4063	5.29396e-62	1
Cell_4064	5.77893e-82	1
Cell_4065	6.43143e-72	1
Cell_4066	2.7065e-75	1
Cell_4067	1.68753e-38	1
Cell_4068	2.38148e-55	1
Cell_4069	4.46945e-57	1
Cell_4070	1.02032e-29	1
Cell_4071	4.51078e-91	1
Cell_4072	1.71655e-19	1
Cell_4073	3.77731e-07	1
Cell_4074	6.07462e-113	1
Cell_4075	3.23108e-88	1
Cell_4076	1.57298e-57	1
Cell_4077	5.05684e-70	1
Cell_4078	3.0498e-09	1
Cell_4079	1.81682e-66	1
Cell_4080	4.93325e-106	1
Cell_4081	3.95556e-57	1
Cell_4082	2.11904e-44	1
Cell_4083	3.13858e-79	1
Cell_4084	5.55013e-37	1
Cell_4085	1.83025e-40	1
Cell_4086	1.56838e-07	1
Cell_4087	1.34404e-84	1
Cell_4088	1.923e-65	1
Cell_4089	0.999354	0.000645978
Cell_4090	3.96061e-21	1
Cell_4091	2.50724e-107	1
Cell_4092	2.22919e-27	1
Cell_4093	1.01593e-36	1
Cell_4094	7.42274e-54	1
Cell_4095	2.12055e-83	1
Cell_4096	1.01265e-44	1
Cell_4097	8.71659e-70	1
Cell_4098	1.12821e-60	1
Cell_4099	7.96444e-31	1
Cell_4100	6.31058e-13	1
Cell_4101	2.01424e-29	1
Cell_4102	9.83538e-121	1
Cell_4103	2.90437e-50	1
Cell_4104	9.79789e-38	1
Cell_4105	3.73955e-36	1
Cell_4106	5.70177e-36	1
Cell_4107	1.08446e-68	1
Cell_4108	1.64679e-69	1
Cell_4109	7.0268e-68	1
Cell_4110	8.01969e-78	1
Cell_4111	1.56459e-62	1
Cell_4112	6.86078e-85	1
Cell_4113	5.92865e-86	1
Cell_4114	2.01293e-34	1
Cell_4115	1.99168e-23	1
Cell_4116	3.43002e-07	1
Cell_4117	3.39746e-42	1
Cell_4118	7.1265e-55	1
Cell_4119	4.71271e-69	1
Cell_4120	8.98705e-73	1
Cell_4121	7.18354e-105	1
Cell_4122	0.000342866	0.999657
Cell_4123	5.11958e-53	1
Cell_4124	1.3352e-78	1
Cell_4125	4.30326e-83	1
Cell_4126	4.52108e-07	1
Cell_4127	2.66506e-98	1
Cell_4128	1.47706e-87	1
Cell_4129	8.73491e-63	1
Cell_4130	8.304e-20	1
Cell_4131	3.17308e-39	1
Cell_4132	2.51761e-49	1
Cell_4133	9.7242e-46	1
Cell_4134	1.92141e-48	1
Cell_4135	2.50057e-27	1
Cell_4136	3.42773e-99	1
Cell_4137	6.06692e-88	1
Cell_4138	8.90251e-84	1
Cell_4139	2.21505e-53	1
Cell_4140	7.15318e-56	1
Cell_4141	4.38693e-05	0.999956
Cell_4142	1.47661e-105	1
Cell_4143	1.60676e-123	1
Cell_4144	4.87628e-55	1
Cell_4145	3.28367e-80	1
Cell_4146	2.77898e-30	1
Cell_4147	9.14938e-79	1
Cell_4148	9.0654e-44	1
Cell_4149	8.00897e-61	1
Cell_4150	1.59814e-73	1
Cell_4151	7.11654e-56	1
Cell_4152	1.44934e-48	1
Cell_4153	2.46733e-102	1
Cell_4154	2.69032e-25	1
Cell_4155	7.22469e-19	1
Cell_4156	7.61255e-80	1
Cell_4157	1.18754e-46	1
