cell	Node 0	Node 1
Cell_1697	3.70172e-21	1
Cell_1698	4.3597e-70	1
Cell_1699	1.0092e-91	1
Cell_1700	2.13518e-52	1
Cell_1701	2.49161e-37	1
Cell_1702	2.46334e-80	1
Cell_1703	6.69776e-52	1
Cell_1704	9.72456e-27	1
Cell_1705	6.64259e-76	1
Cell_1706	1.39435e-77	1
Cell_1707	1.57105e-81	1
Cell_1708	8.08405e-30	1
Cell_1709	6.68368e-41	1
Cell_1710	4.84795e-72	1
Cell_1711	2.26144e-73	1
Cell_1712	2.8123e-74	1
Cell_1713	1.01974e-67	1
Cell_1714	7.03474e-18	1
Cell_1715	1.22827e-53	1
Cell_1716	3.88218e-78	1
Cell_1717	8.30201e-99	1
Cell_1718	2.36889e-10	1
Cell_1719	1.15286e-80	1
Cell_1720	4.98675e-86	1
Cell_1721	1.02464e-22	1
Cell_1722	7.10416e-51	1
Cell_1723	9.01418e-60	1
Cell_1724	2.07873e-71	1
Cell_1725	3.98558e-114	1
Cell_1726	0.000133311	0.999867
Cell_1727	9.75353e-65	1
Cell_1728	5.7746e-96	1
Cell_1729	3.1852e-53	1
Cell_1730	8.34666e-62	1
Cell_1731	1.22452e-65	1
Cell_1732	2.13364e-61	1
Cell_1733	1.00179e-13	1
Cell_1734	1.39732e-86	1
Cell_1735	3.4238e-55	1
Cell_1736	3.84552e-54	1
Cell_1737	3.07467e-38	1
Cell_1738	1.00437e-53	1
Cell_1739	6.9184e-51	1
Cell_1740	2.13978e-46	1
Cell_1741	2.29441e-77	1
Cell_1742	3.00769e-90	1
Cell_1743	1.90467e-99	1
Cell_1744	2.13459e-69	1
Cell_1745	1.74468e-31	1
Cell_1746	2.59469e-115	1
Cell_1747	1.1598e-61	1
Cell_1748	5.70658e-82	1
Cell_1749	2.03324e-73	1
Cell_1750	2.66386e-53	1
Cell_1751	0.556756	0.443244
Cell_1752	7.34527e-86	1
Cell_1753	2.21019e-78	1
Cell_1754	1.54537e-157	1
Cell_1755	5.08144e-62	1
Cell_1756	3.4941e-79	1
Cell_1757	1.9037e-104	1
Cell_1758	3.21225e-53	1
Cell_1759	1.79955e-75	1
Cell_1760	1.54755e-68	1
Cell_1761	1.88027e-69	1
Cell_1762	3.95693e-57	1
Cell_1763	9.7599e-81	1
Cell_1764	5.484e-42	1
Cell_1765	3.70055e-26	1
Cell_1766	1.69964e-57	1
Cell_1767	5.32256e-47	1
Cell_1768	1.4971e-47	1
Cell_1769	9.34609e-12	1
Cell_1770	1.49692e-18	1
Cell_1771	1.2295e-70	1
Cell_1772	1.58622e-75	1
Cell_1773	6.53346e-44	1
Cell_1774	6.44692e-33	1
Cell_1775	7.83599e-92	1
Cell_1776	1.2957e-71	1
Cell_1777	7.63932e-70	1
Cell_1778	5.73794e-41	1
Cell_1779	8.83991e-64	1
Cell_1780	8.82513e-47	1
Cell_1781	2.29292e-10	1
Cell_1782	3.76904e-46	1
Cell_1783	9.23507e-86	1
Cell_1784	6.81578e-43	1
Cell_1785	5.71595e-94	1
Cell_1786	5.02847e-35	1
Cell_1787	1.81303e-98	1
Cell_1788	4.04109e-46	1
Cell_1789	5.45364e-112	1
Cell_1790	2.41458e-24	1
Cell_1791	1.92969e-90	1
Cell_1792	1.86034e-76	1
Cell_1793	4.97556e-65	1
Cell_1794	1.53538e-77	1
Cell_1795	4.67571e-70	1
Cell_1796	1.11377e-64	1
Cell_1797	4.43261e-47	1
Cell_1798	7.11595e-13	1
Cell_1799	1.40537e-17	1
Cell_1800	1.08007e-54	1
Cell_1801	2.71209e-72	1
Cell_1802	5.49664e-48	1
Cell_1803	1.53945e-76	1
Cell_1804	9.66593e-73	1
Cell_1805	2.35916e-66	1
Cell_1806	4.98981e-96	1
Cell_1807	8.26598e-33	1
Cell_1808	1.39962e-68	1
Cell_1809	2.47854e-107	1
Cell_1810	1.41362e-145	1
Cell_1811	3.18374e-83	1
Cell_1812	3.61128e-70	1
Cell_1813	8.17521e-111	1
Cell_1814	2.20453e-32	1
Cell_1815	7.49841e-09	1
Cell_1816	3.04871e-44	1
Cell_1817	3.01601e-60	1
Cell_1818	9.23295e-34	1
Cell_1819	1.31458e-87	1
Cell_1820	1.71806e-34	1
Cell_1821	9.75387e-122	1
Cell_1822	1.93069e-67	1
Cell_1823	4.28783e-32	1
Cell_1824	0.156278	0.843722
Cell_1825	3.79101e-87	1
Cell_1826	2.46028e-27	1
Cell_1827	1.80147e-39	1
Cell_1828	1.45406e-50	1
Cell_1829	8.9632e-87	1
Cell_1830	3.53659e-62	1
Cell_1831	1.13804e-60	1
Cell_1832	8.45875e-97	1
Cell_1833	2.26181e-25	1
Cell_1834	4.67991e-58	1
Cell_1835	1.05397e-78	1
Cell_1836	1.51645e-51	1
Cell_1837	2.01071e-17	1
Cell_1838	5.62565e-24	1
Cell_1839	3.21868e-70	1
Cell_1840	1.00221e-32	1
Cell_1841	6.78728e-61	1
Cell_1842	8.44442e-108	1
Cell_1843	1.67752e-51	1
Cell_1844	6.6155e-71	1
Cell_1845	2.20486e-47	1
Cell_1846	6.14591e-73	1
Cell_1847	1.37439e-37	1
Cell_1848	2.64755e-38	1
Cell_1849	1.35043e-36	1
Cell_1850	1.91896e-121	1
Cell_1851	1.05687e-68	1
Cell_1852	6.28981e-43	1
Cell_1853	1.08013e-30	1
Cell_1854	7.14027e-80	1
Cell_1855	2.92037e-41	1
Cell_1856	3.41252e-07	1
Cell_1857	1.69346e-13	1
Cell_1858	5.9357e-114	1
Cell_1859	1.95534e-52	1
Cell_1860	4.99559e-10	1
Cell_1861	1.72414e-82	1
Cell_1862	5.22877e-83	1
Cell_1863	3.55378e-109	1
Cell_1864	1.18305e-29	1
Cell_1865	5.93362e-51	1
Cell_1866	1.60098e-16	1
Cell_1867	1.06251e-71	1
Cell_1868	1.25233e-35	1
Cell_1869	1.45632e-60	1
Cell_1870	6.08145e-32	1
Cell_1871	3.33332e-58	1
Cell_1872	4.97643e-85	1
Cell_1873	1.58271e-53	1
Cell_1874	5.56788e-15	1
Cell_1875	4.06097e-67	1
Cell_1876	1.12106e-87	1
Cell_1877	3.06531e-62	1
Cell_1878	6.95779e-50	1
Cell_1879	2.82271e-09	1
Cell_1880	1.73547e-45	1
Cell_1881	2.30368e-49	1
Cell_1882	4.68095e-24	1
Cell_1883	9.12085e-54	1
Cell_1884	1.27856e-53	1
Cell_1885	5.41632e-30	1
Cell_1886	1.44849e-27	1
Cell_1887	1.08221e-52	1
Cell_1888	1.64098e-34	1
Cell_1889	7.00759e-62	1
Cell_1890	6.75998e-72	1
Cell_1891	4.73129e-74	1
Cell_1892	8.65954e-29	1
Cell_1893	2.16814e-47	1
Cell_1894	4.50871e-79	1
Cell_1895	1.78489e-57	1
Cell_1896	1.09018e-127	1
Cell_1897	1.85537e-125	1
Cell_1898	6.99623e-52	1
Cell_1899	5.61716e-118	1
Cell_1900	1.685e-79	1
Cell_1901	1.54896e-18	1
Cell_1902	2.77577e-25	1
Cell_1903	1.02404e-78	1
Cell_1904	1.63044e-60	1
Cell_1905	3.08119e-25	1
Cell_1906	9.48845e-37	1
Cell_1907	1.33183e-81	1
Cell_1908	2.19943e-59	1
Cell_1909	1.81933e-83	1
Cell_1910	6.04144e-75	1
Cell_1911	3.49632e-08	1
Cell_1912	6.89381e-39	1
Cell_1913	2.33431e-57	1
Cell_1914	2.02121e-82	1
Cell_1915	4.31923e-82	1
Cell_1916	2.03907e-67	1
Cell_1917	1.00746e-54	1
Cell_1918	2.31004e-41	1
Cell_1919	1.26953e-09	1
Cell_1920	0.0171305	0.982869
Cell_1921	4.41157e-23	1
Cell_1922	6.33006e-137	1
Cell_1923	4.47658e-48	1
Cell_1924	9.51829e-85	1
Cell_1925	8.23468e-110	1
Cell_1926	8.08126e-80	1
Cell_1927	4.76797e-66	1
Cell_1928	8.57477e-67	1
Cell_1929	1.50092e-58	1
Cell_1930	1.01187e-34	1
Cell_1931	1.40977e-54	1
Cell_1932	0.997577	0.0024228
Cell_1933	8.19202e-49	1
Cell_1934	5.67191e-112	1
Cell_1935	0.00450686	0.995493
Cell_1936	3.41568e-73	1
Cell_1937	7.19235e-85	1
Cell_1938	0.989527	0.0104731
Cell_1939	4.53964e-24	1
Cell_1940	7.53412e-48	1
Cell_1941	0.158777	0.841223
Cell_1942	2.18982e-73	1
Cell_1943	6.63975e-69	1
Cell_1944	3.62564e-31	1
Cell_1945	2.06979e-84	1
Cell_1946	1.05709e-32	1
Cell_1947	1.35996e-63	1
Cell_1948	2.53021e-59	1
Cell_1949	2.40612e-75	1
Cell_1950	3.58648e-24	1
Cell_1951	3.95375e-52	1
Cell_1952	5.02139e-103	1
Cell_1953	1.84164e-102	1
Cell_1954	5.74485e-21	1
Cell_1955	7.47814e-61	1
Cell_1956	2.18274e-60	1
Cell_1957	3.82862e-54	1
Cell_1958	1.60715e-63	1
Cell_1959	4.11914e-113	1
Cell_1960	5.53756e-32	1
Cell_1961	1.02927e-58	1
Cell_1962	9.82521e-34	1
Cell_1963	2.90682e-74	1
Cell_1964	1.79159e-35	1
Cell_1965	1.91716e-29	1
Cell_1966	2.48466e-86	1
Cell_1967	9.33643e-65	1
Cell_1968	5.32357e-93	1
Cell_1969	1.80724e-51	1
Cell_1970	3.16635e-52	1
Cell_1971	9.20886e-26	1
Cell_1972	2.44454e-59	1
Cell_1973	1.09798e-58	1
Cell_1974	1.38289e-68	1
Cell_1975	1.38022e-43	1
Cell_1976	2.38045e-83	1
Cell_1977	1.26756e-66	1
Cell_1978	5.85193e-60	1
Cell_1979	7.20496e-62	1
Cell_1980	4.68532e-64	1
Cell_1981	1.16957e-34	1
Cell_1982	2.27702e-111	1
Cell_1983	2.0037e-48	1
Cell_1984	1.51864e-91	1
Cell_1985	2.47533e-65	1
Cell_1986	3.69732e-75	1
Cell_1987	6.26634e-74	1
Cell_1988	3.66168e-49	1
Cell_1989	7.91722e-21	1
Cell_1990	5.57227e-36	1
Cell_1991	1.12828e-23	1
Cell_1992	2.01592e-38	1
Cell_1993	3.35061e-87	1
Cell_1994	4.45397e-58	1
Cell_1995	1.56573e-77	1
Cell_1996	1.18647e-65	1
Cell_1997	2.24142e-91	1
Cell_1998	2.63781e-69	1
Cell_1999	1.24237e-61	1
Cell_2000	2.82788e-53	1
Cell_2001	1.35735e-64	1
Cell_2002	7.82344e-79	1
Cell_2003	9.83198e-51	1
Cell_2004	1.14386e-65	1
Cell_2005	2.98403e-46	1
Cell_2006	4.16104e-75	1
Cell_2007	8.59383e-69	1
Cell_2008	2.92636e-52	1
Cell_2009	1.82282e-08	1
Cell_2010	5.68133e-88	1
Cell_2011	5.75989e-103	1
Cell_2012	1.58815e-27	1
Cell_2013	2.28186e-36	1
Cell_2014	1.83577e-100	1
Cell_2015	4.62047e-09	1
Cell_2016	3.36113e-50	1
Cell_2017	2.17213e-42	1
Cell_2018	4.07538e-74	1
Cell_2019	6.28004e-97	1
Cell_2020	3.1139e-95	1
Cell_2021	2.65434e-78	1
Cell_2022	5.70217e-70	1
Cell_2023	1.07225e-48	1
Cell_2024	2.37913e-76	1
Cell_2025	1.20481e-66	1
Cell_2026	1.24963e-24	1
Cell_2027	4.26729e-45	1
Cell_2028	0.89036	0.10964
Cell_2029	1.99278e-58	1
Cell_2030	3.56999e-18	1
Cell_2031	2.8364e-63	1
Cell_2032	1.78697e-61	1
Cell_2033	8.09699e-54	1
Cell_2034	2.20318e-87	1
Cell_2035	4.66117e-15	1
Cell_2036	1.21502e-17	1
Cell_2037	8.05348e-119	1
Cell_2038	2.92061e-28	1
Cell_2039	0.000196477	0.999804
Cell_2040	2.62405e-61	1
Cell_2041	7.66499e-12	1
Cell_2042	8.3272e-43	1
Cell_2043	1.77664e-25	1
Cell_2044	4.1145e-26	1
Cell_2045	7.53861e-83	1
Cell_2046	2.22799e-89	1
Cell_2047	1.07242e-51	1
Cell_2048	1.51375e-17	1
Cell_2049	8.83956e-78	1
Cell_2050	3.01e-91	1
Cell_2051	8.09432e-13	1
Cell_2052	2.77429e-38	1
Cell_2053	3.82328e-47	1
Cell_2054	3.47185e-44	1
Cell_2055	0.135809	0.864191
Cell_2056	6.43883e-40	1
Cell_2057	1.05687e-64	1
Cell_2058	6.23515e-88	1
Cell_2059	1.6635e-44	1
Cell_2060	3.74561e-64	1
Cell_2061	6.16366e-52	1
Cell_2062	1.59771e-08	1
Cell_2063	1.70484e-82	1
Cell_2064	5.29393e-71	1
Cell_2065	8.33264e-49	1
Cell_2066	3.01972e-46	1
Cell_2067	9.96524e-74	1
Cell_2068	3.29147e-60	1
Cell_2069	5.87766e-95	1
Cell_2070	2.72908e-74	1
Cell_2071	1.54755e-40	1
Cell_2072	1.89424e-25	1
Cell_2073	2.44915e-64	1
Cell_2074	1.07937e-73	1
Cell_2075	1.05364e-74	1
Cell_2076	1.0516e-14	1
Cell_2077	1.40655e-74	1
Cell_2078	4.2332e-95	1
Cell_2079	2.81166e-11	1
Cell_2080	1.06492e-84	1
Cell_2081	1.34083e-88	1
Cell_2082	1.96733e-115	1
Cell_2083	4.82579e-06	0.999995
Cell_2084	3.80845e-60	1
Cell_2085	9.74438e-58	1
Cell_2086	2.73902e-79	1
Cell_2087	3.44568e-28	1
Cell_2088	1.20376e-93	1
Cell_2089	5.67891e-19	1
Cell_2090	5.82712e-30	1
Cell_2091	0.938181	0.0618188
Cell_2092	1.03686e-43	1
Cell_2093	1.16351e-35	1
Cell_2094	3.66474e-45	1
Cell_2095	2.58189e-78	1
Cell_2096	2.71628e-25	1
Cell_2097	8.5192e-50	1
Cell_2098	8.71037e-48	1
Cell_2099	1.81252e-54	1
Cell_2100	8.92299e-45	1
Cell_2101	0.00171137	0.998289
Cell_2102	3.42435e-49	1
Cell_2103	1.66569e-73	1
Cell_2104	4.67175e-92	1
Cell_2105	5.78992e-61	1
Cell_2106	7.4694e-24	1
Cell_2107	7.96035e-40	1
Cell_2108	8.89508e-41	1
Cell_2109	2.72941e-91	1
Cell_2110	6.00107e-41	1
Cell_2111	3.07813e-109	1
Cell_2112	3.91092e-44	1
Cell_2113	7.18918e-50	1
Cell_2114	9.96517e-108	1
Cell_2115	1.03447e-74	1
Cell_2116	6.19117e-59	1
Cell_2117	4.69199e-89	1
Cell_2118	3.34039e-61	1
Cell_2119	2.98749e-82	1
Cell_2120	2.67743e-45	1
Cell_2121	1.36641e-54	1
Cell_2122	4.00238e-62	1
Cell_2123	1.40805e-62	1
Cell_2124	1.82569e-64	1
Cell_2125	1.07117e-60	1
Cell_2126	9.98786e-81	1
Cell_2127	3.9676e-44	1
Cell_2128	3.49905e-75	1
Cell_2129	4.5669e-41	1
Cell_2130	8.04466e-58	1
Cell_2131	4.61859e-23	1
Cell_2132	1.46977e-41	1
Cell_2133	6.1991e-88	1
Cell_2134	4.30378e-92	1
Cell_2135	8.60652e-144	1
Cell_2136	2.21303e-56	1
Cell_2137	1.51766e-71	1
Cell_2138	1.89897e-64	1
Cell_2139	4.20118e-52	1
Cell_2140	2.23214e-96	1
Cell_2141	9.8141e-98	1
Cell_2142	9.5014e-78	1
Cell_2143	4.92515e-35	1
Cell_2144	9.99441e-86	1
Cell_2145	8.47364e-96	1
Cell_2146	1.70921e-34	1
Cell_2147	6.87609e-43	1
Cell_2148	9.53902e-83	1
Cell_2149	0.953295	0.0467046
Cell_2150	2.57636e-114	1
Cell_2151	1.66385e-26	1
Cell_2152	5.43996e-47	1
Cell_2153	2.45971e-10	1
Cell_2154	5.76632e-06	0.999994
Cell_2155	1.4974e-73	1
Cell_2156	2.31685e-74	1
Cell_2157	1.42544e-31	1
Cell_2158	1.70689e-62	1
Cell_2159	9.62086e-48	1
Cell_2160	4.93343e-74	1
Cell_2161	2.50052e-72	1
Cell_2162	1.5541e-33	1
Cell_2163	3.16612e-45	1
Cell_2164	2.92803e-06	0.999997
Cell_2165	4.14903e-87	1
Cell_2166	1.4329e-91	1
Cell_2167	1.20175e-50	1
Cell_2168	4.0871e-67	1
Cell_2169	5.10087e-73	1
Cell_2170	8.07235e-45	1
Cell_2171	6.06278e-61	1
Cell_2172	6.67624e-63	1
Cell_2173	3.21214e-24	1
Cell_2174	4.12672e-44	1
Cell_2175	8.91237e-92	1
Cell_2176	2.03892e-93	1
Cell_2177	3.05368e-89	1
Cell_2178	1.53455e-58	1
Cell_2179	5.52613e-61	1
Cell_2180	6.70514e-69	1
Cell_2181	1.1775e-87	1
Cell_2182	2.62842e-67	1
Cell_2183	2.8288e-47	1
Cell_2184	2.54349e-44	1
Cell_2185	1.6007e-42	1
Cell_2186	5.15162e-84	1
Cell_2187	1.71287e-48	1
Cell_2188	1.25642e-71	1
Cell_2189	3.62651e-48	1
Cell_2190	1.12361e-59	1
Cell_2191	2.55532e-66	1
Cell_2192	2.18929e-67	1
Cell_2193	3.98016e-46	1
Cell_2194	3.79091e-48	1
Cell_2195	1.07843e-31	1
Cell_2196	1.06732e-72	1
Cell_2197	1.37386e-73	1
Cell_2198	1.96128e-93	1
Cell_2199	3.0888e-79	1
Cell_2200	1.80133e-48	1
Cell_2201	2.44842e-48	1
Cell_2202	1.55293e-71	1
Cell_2203	2.15271e-84	1
Cell_2204	1.22155e-56	1
Cell_2205	9.83845e-54	1
Cell_2206	3.40279e-66	1
Cell_2207	5.65703e-51	1
Cell_2208	1.41255e-123	1
Cell_2209	5.5428e-51	1
Cell_2210	2.8751e-145	1
Cell_2211	5.26767e-68	1
Cell_2212	2.08264e-08	1
Cell_2213	1.13266e-68	1
Cell_2214	1.0161e-81	1
Cell_2215	4.54723e-96	1
Cell_2216	2.24651e-62	1
Cell_2217	2.02117e-05	0.99998
Cell_2218	2.47472e-41	1
Cell_2219	1.62342e-48	1
Cell_2220	5.2833e-15	1
Cell_2221	4.81084e-99	1
Cell_2222	3.11595e-10	1
Cell_2223	2.61458e-76	1
Cell_2224	1.13391e-75	1
Cell_2225	1.56199e-48	1
Cell_2226	2.46665e-29	1
Cell_2227	6.25774e-26	1
Cell_2228	8.64476e-82	1
Cell_2229	1.04381e-46	1
Cell_2230	2.66129e-68	1
Cell_2231	4.54966e-74	1
Cell_2232	1.90534e-83	1
Cell_2233	8.69239e-62	1
Cell_2234	5.62602e-65	1
Cell_2235	6.80926e-36	1
Cell_2236	9.70278e-56	1
Cell_2237	1.35307e-117	1
Cell_2238	5.92247e-43	1
Cell_2239	2.08483e-70	1
Cell_2240	8.18495e-75	1
Cell_2241	2.35498e-33	1
Cell_2242	1.15596e-78	1
Cell_2243	1.65366e-66	1
Cell_2244	8.90779e-36	1
Cell_2245	2.69507e-78	1
Cell_2246	3.36715e-25	1
Cell_2247	5.44438e-80	1
Cell_2248	2.90317e-46	1
Cell_2249	1.5617e-84	1
Cell_2250	9.49791e-95	1
Cell_2251	6.52399e-48	1
Cell_2252	1.31087e-86	1
Cell_2253	2.18505e-108	1
Cell_2254	8.46254e-52	1
Cell_2255	2.81457e-29	1
Cell_2256	2.51105e-46	1
Cell_2257	2.93888e-63	1
Cell_2258	1.083e-73	1
Cell_2259	6.39007e-55	1
Cell_2260	2.99906e-61	1
Cell_2261	9.59162e-75	1
Cell_2262	4.1965e-39	1
Cell_2263	5.18055e-37	1
Cell_2264	3.9357e-31	1
Cell_2265	6.56123e-120	1
Cell_2266	1.22239e-113	1
Cell_2267	6.84817e-67	1
Cell_2268	4.88639e-41	1
Cell_2269	9.13474e-73	1
Cell_2270	1.08426e-18	1
Cell_2271	1.1201e-88	1
Cell_2272	4.40915e-84	1
Cell_2273	1.43472e-118	1
Cell_2274	3.53706e-52	1
Cell_2275	2.61566e-56	1
Cell_2276	4.51932e-20	1
Cell_2277	5.12756e-50	1
Cell_2278	6.23353e-93	1
Cell_2279	9.80013e-102	1
Cell_2280	6.29861e-08	1
Cell_2281	0.999393	0.000606576
Cell_2282	7.74973e-71	1
Cell_2283	3.38343e-96	1
Cell_2284	1.10079e-49	1
Cell_2285	3.87718e-21	1
Cell_2286	1.72878e-110	1
Cell_2287	6.9574e-14	1
Cell_2288	1.42273e-78	1
Cell_2289	3.08536e-71	1
Cell_2290	1.09354e-22	1
Cell_2291	6.16665e-12	1
Cell_2292	4.41215e-53	1
Cell_2293	1.149e-90	1
Cell_2294	8.89398e-55	1
Cell_2295	2.14786e-60	1
Cell_2296	1.07023e-12	1
Cell_2297	1.94314e-10	1
Cell_2298	2.58725e-52	1
Cell_2299	2.05857e-95	1
Cell_2300	4.05327e-20	1
Cell_2301	1.14374e-47	1
Cell_2302	7.78732e-37	1
Cell_2303	5.0817e-73	1
Cell_2304	1.05104e-68	1
Cell_2305	5.09405e-60	1
Cell_2306	2.98842e-88	1
Cell_2307	3.14991e-53	1
Cell_2308	2.29911e-109	1
Cell_2309	1.32469e-67	1
Cell_2310	3.4814e-45	1
Cell_2311	4.101e-38	1
Cell_2312	4.76548e-41	1
Cell_2313	4.72897e-97	1
Cell_2314	2.76663e-68	1
Cell_2315	1.39815e-63	1
Cell_2316	1.19252e-51	1
Cell_2317	6.96935e-94	1
Cell_2318	4.07676e-58	1
Cell_2319	3.1209e-29	1
Cell_2320	4.98205e-89	1
Cell_2321	2.26482e-102	1
Cell_2322	1.77286e-35	1
Cell_2323	6.62981e-73	1
Cell_2324	1.02009e-58	1
Cell_2325	8.01833e-101	1
Cell_2326	1.59915e-39	1
Cell_2327	6.45442e-70	1
Cell_2328	2.31549e-49	1
Cell_2329	1.23422e-19	1
Cell_2330	1.27363e-39	1
Cell_2331	2.19623e-36	1
Cell_2332	7.85479e-85	1
Cell_2333	6.81149e-60	1
Cell_2334	8.29007e-65	1
Cell_2335	4.60119e-41	1
Cell_2336	4.76913e-89	1
Cell_2337	2.19808e-40	1
Cell_2338	7.6558e-48	1
Cell_2339	2.99653e-87	1
Cell_2340	5.35601e-53	1
Cell_2341	2.47718e-92	1
Cell_2342	4.68638e-11	1
Cell_2343	1.69941e-92	1
Cell_2344	8.79431e-115	1
Cell_2345	8.42933e-79	1
Cell_2346	3.0028e-54	1
Cell_2347	9.61053e-64	1
Cell_2348	4.68975e-44	1
Cell_2349	1.03873e-88	1
Cell_2350	2.82059e-07	1
Cell_2351	8.65978e-12	1
Cell_2352	2.01171e-45	1
Cell_2353	3.37759e-60	1
Cell_2354	9.39469e-83	1
Cell_2355	7.87439e-68	1
Cell_2356	7.65598e-73	1
Cell_2357	2.3877e-61	1
Cell_2358	6.08448e-138	1
Cell_2359	3.35126e-69	1
Cell_2360	2.2662e-129	1
Cell_2361	1.2134e-70	1
Cell_2362	5.466e-30	1
Cell_2363	5.95294e-57	1
Cell_2364	7.26599e-78	1
Cell_2365	4.53831e-90	1
Cell_2366	1.27139e-84	1
Cell_2367	5.89434e-68	1
Cell_2368	2.29131e-81	1
Cell_2369	2.37373e-55	1
Cell_2370	2.15912e-49	1
Cell_2371	6.5202e-73	1
Cell_2372	1.17569e-62	1
Cell_2373	2.67622e-109	1
Cell_2374	1.27247e-69	1
Cell_2375	2.66942e-60	1
Cell_2376	7.27064e-37	1
Cell_2377	1.42786e-86	1
Cell_2378	4.54859e-07	1
Cell_2379	4.83609e-55	1
Cell_2380	3.32419e-97	1
Cell_2381	1.677e-59	1
Cell_2382	3.73676e-138	1
Cell_2383	2.26464e-07	1
Cell_2384	4.20156e-95	1
Cell_2385	1.05176e-57	1
Cell_2386	3.48316e-81	1
Cell_2387	8.27239e-43	1
Cell_2388	9.99311e-80	1
Cell_2389	9.12186e-67	1
Cell_2390	5.17561e-36	1
Cell_2391	9.21979e-79	1
Cell_2392	3.7264e-137	1
Cell_2393	6.80516e-62	1
Cell_2394	2.31055e-87	1
Cell_2395	5.46731e-72	1
Cell_2396	5.95925e-76	1
Cell_2397	2.25277e-89	1
Cell_2398	5.58806e-132	1
Cell_2399	7.08609e-130	1
Cell_2400	2.33254e-101	1
Cell_2401	1.00601e-50	1
Cell_2402	1.05296e-77	1
Cell_2403	0.259516	0.740484
Cell_2404	2.17657e-74	1
Cell_2405	8.48088e-58	1
Cell_2406	4.80734e-35	1
Cell_2407	1.17937e-35	1
Cell_2408	3.717e-25	1
Cell_2409	6.63713e-74	1
Cell_2410	1.93445e-85	1
Cell_2411	4.94685e-113	1
Cell_2412	3.78889e-101	1
Cell_2413	1.98943e-48	1
Cell_2414	7.59879e-13	1
Cell_2415	2.96067e-74	1
Cell_2416	3.46062e-84	1
Cell_2417	6.19077e-52	1
Cell_2418	6.64244e-41	1
Cell_2419	8.43546e-102	1
Cell_2420	7.84682e-84	1
Cell_2421	4.20483e-52	1
Cell_2422	2.19536e-98	1
Cell_2423	4.46188e-69	1
Cell_2424	9.47357e-68	1
Cell_2425	5.616e-25	1
Cell_2426	2.11809e-141	1
Cell_2427	2.82623e-81	1
Cell_2428	9.79963e-28	1
Cell_2429	1.04115e-34	1
Cell_2430	9.93472e-78	1
Cell_2431	2.11015e-45	1
Cell_2432	7.48469e-109	1
Cell_2433	1.3753e-107	1
Cell_2434	0.99943	0.000570415
Cell_2435	8.59476e-108	1
Cell_2436	6.60584e-73	1
Cell_2437	4.87102e-27	1
Cell_2438	0.949123	0.0508771
Cell_2439	4.91864e-87	1
Cell_2440	9.88064e-72	1
Cell_2441	7.71046e-49	1
Cell_2442	2.02784e-73	1
Cell_2443	2.11681e-33	1
Cell_2444	1.53954e-43	1
Cell_2445	7.32348e-15	1
Cell_2446	2.15029e-67	1
Cell_2447	5.0173e-94	1
Cell_2448	3.3538e-75	1
Cell_2449	1.70324e-72	1
Cell_2450	1.27573e-34	1
Cell_2451	1.70242e-83	1
Cell_2452	1.02558e-63	1
Cell_2453	3.15698e-46	1
Cell_2454	1.09278e-34	1
Cell_2455	5.99952e-21	1
Cell_2456	5.74558e-95	1
Cell_2457	9.95298e-86	1
Cell_2458	8.54869e-104	1
Cell_2459	3.9529e-105	1
Cell_2460	8.33917e-42	1
Cell_2461	1.93949e-67	1
Cell_2462	4.22387e-91	1
Cell_2463	3.39198e-32	1
Cell_2464	2.93865e-39	1
Cell_2465	0.00678748	0.993213
Cell_2466	6.98766e-147	1
Cell_2467	0.206771	0.793229
Cell_2468	8.45309e-100	1
Cell_2469	4.69881e-93	1
Cell_2470	1.79248e-88	1
Cell_2471	2.21143e-09	1
Cell_2472	2.48211e-47	1
Cell_2473	4.01636e-30	1
Cell_2474	1.77053e-74	1
Cell_2475	1.41967e-76	1
Cell_2476	2.46985e-89	1
Cell_2477	4.32384e-120	1
Cell_2478	3.53399e-61	1
Cell_2479	1.31418e-72	1
Cell_2480	9.5815e-70	1
Cell_2481	1.06943e-120	1
Cell_2482	4.71295e-49	1
Cell_2483	7.13855e-65	1
Cell_2484	1.0965e-89	1
Cell_2485	1.87322e-64	1
Cell_2486	8.55411e-48	1
Cell_2487	5.32822e-62	1
Cell_2488	1.11337e-58	1
Cell_2489	1.01289e-08	1
Cell_2490	1.06426e-88	1
Cell_2491	5.90456e-113	1
Cell_2492	7.93316e-68	1
Cell_2493	8.8277e-29	1
Cell_2494	1.36652e-71	1
Cell_2495	4.08895e-45	1
Cell_2496	1.65904e-59	1
Cell_2497	6.86735e-101	1
Cell_2498	1.28416e-67	1
Cell_2499	1.22174e-18	1
Cell_2500	2.20178e-84	1
Cell_2501	1.37261e-15	1
Cell_2502	7.14541e-85	1
Cell_2503	1.35247e-55	1
Cell_2504	6.48363e-68	1
Cell_2505	7.87124e-34	1
Cell_2506	4.30694e-89	1
Cell_2507	4.44447e-39	1
Cell_2508	6.55497e-44	1
Cell_2509	6.62589e-69	1
Cell_2510	1.94405e-75	1
Cell_2511	1.41959e-93	1
Cell_2512	4.90648e-22	1
Cell_2513	5.6227e-24	1
Cell_2514	4.20249e-79	1
Cell_2515	2.88259e-44	1
Cell_2516	1.48375e-91	1
Cell_2517	6.85146e-14	1
